Name,Bus,Fuel,Max_Cap,Min_Cap,Heat_Rate
TORRINGTON,2767,DFO (Distillate Fuel Oil),43.6,11.57,0.6094999999999999
DANBURY,2767,NG (Natural Gas),4.3,2.04,4.5928237130000005
NEWYORK,5725,DFO (Distillate Fuel Oil),74.79000000000003,20.29,1.498612203692308
BRONX_10,5725,NG (Natural Gas),191.6,66.68,2.4375333035
ASTORIA_11,5725,DFO (Distillate Fuel Oil),2002.12,498.68999999999994,4.140301588615385
PEARLRIVER,5725,NG (Natural Gas),23.4,8.19,4.5978647532
HILLBURN,5725,NG (Natural Gas),46.5,22.4,0.0
LONGISLANDCITY,6934,NG (Natural Gas),2600.0200000000004,734.3299999999999,6.799783817454545
QUEENSVILLAGE,6934,NG (Natural Gas),94.0,35.03,4.8975374375
NEWYORK_12,6934,NG (Natural Gas),362.6,68.93,3.4309507575
ASTORIA_13,6934,NG (Natural Gas),1109.7899999999997,272.66,5.4999437199
BROOKLYN,6934,NG (Natural Gas),115.49999999999999,38.839999999999996,1.4112067240909092
NEWBURGH,7275,DFO (Distillate Fuel Oil),1781.48,407.59000000000003,2.5389269890909087
BROOKLYN_14,7211,DFO (Distillate Fuel Oil),1409.7800000000002,425.15000000000003,3.8304586328461534
STATENISLAND,7211,NG (Natural Gas),48.599999999999994,10.309999999999999,1.637133033666667
NEWYORK_15,7211,NG (Natural Gas),366.3,122.86999999999999,5.2979483588
BUCHANAN,7259,NUC (Nuclear),2311.0,407.16999999999996,10.585
WESTHAVERSTRAW,7259,NG (Natural Gas),1242.0,347.03000000000003,0.0
DRESDEN,6752,BIT (Bituminous Coal),112.5,27.59,9.853049229
BINGHAMTON,6752,NG (Natural Gas),47.7,11.28,4.870224555
ARCHBALD,6752,NG (Natural Gas),60.5,6.3,4.9181547619999995
MEHOOPANY,6752,NG (Natural Gas),120.19999999999999,32.6,3.2655076849999998
STATENISLAND_16,11268,NG (Natural Gas),895.5,375.51,6.167823543666667
LAKEWOOD,11268,NG (Natural Gas),626.0,177.39,5.6169949038
BRIDGEWATER,11268,NG (Natural Gas),8.0,1.87,0.0
HACKETTSTOWN,11268,NG (Natural Gas),10.2,4.07,0.0
PARLIN,11268,NG (Natural Gas),135.0,40.33,4.795630808
SEWAREN,11268,NG (Natural Gas),567.4,213.06000000000003,5.089513698199999
SOUTHAMBOY,11268,DFO (Distillate Fuel Oil),212.0,68.75,1.5755000000000001
SAYREVILLE,11268,NG (Natural Gas),1260.24,414.50999999999993,4.475188657666666
LINDEN,11268,NG (Natural Gas),1355.5800000000002,365.49,6.9408406395
TRENTON,11268,NG (Natural Gas),10.600000000000001,4.359999999999999,0.0
HIGHLANDPARK,11268,NG (Natural Gas),10.5,2.1799999999999997,0.0
PORTLAND,11268,DFO (Distillate Fuel Oil),194.01,66.69,1.9603333333333335
BANGOR_17,11268,NG (Natural Gas),89.2,18.64,4.687302109000001
OSWEGO,9558,NG (Natural Gas),2978.14,1060.6100000000004,9.341326125090909
AUBURN,9558,NG (Natural Gas),7.0,3.31,0.0
BATAVIA,9558,NG (Natural Gas),66.2,27.48,4.8000214295
ONTARIO,9558,NUC (Nuclear),614.0,277.12,9.69
SYRACUSE,9558,NG (Natural Gas),102.7,24.71,4.8789516395
LANSING,9558,BIT (Bituminous Coal),322.5,82.28,5.27554535
OAKFIELD,9558,NG (Natural Gas),5.8,0.87,0.0
EASTSYRACUSE,9558,NG (Natural Gas),122.60999999999999,29.04,4.794635374333333
BEAVERFALLS,9558,NG (Natural Gas),107.8,41.11,4.9568950825
RENSSELAER,9610,NG (Natural Gas),741.9000000000001,263.98,6.188931632999999
TROY,9610,NG (Natural Gas),9.0,2.7600000000000007,0.0
CAIRO,9610,DFO (Distillate Fuel Oil),21.6,10.34,0.742
ALBANY,9610,NG (Natural Gas),4.6,0.77,0.0
ATHENS,9610,NG (Natural Gas),1323.0,388.90000000000003,6.831850275833333
SELKIRK,9610,NG (Natural Gas),446.0,110.81,5.252412018599999
CASTLETONONHUDSON,9610,NG (Natural Gas),72.0,16.0,4.801684203500001
GLENMONT,9610,NG (Natural Gas),893.08,227.47000000000003,6.717520486
COXSACKIE,9610,DFO (Distillate Fuel Oil),23.700000000000003,9.51,0.35350000000000004
NORTHTONAWANDA,9870,NG (Natural Gas),55.3,18.45,4.743390381999999
TONAWANDA,9870,NG (Natural Gas),459.9,195.56,2.3558934175
BARKER,9870,BIT (Bituminous Coal),655.1,70.59,0.0
OLEAN,7463,NG (Natural Gas),90.6,23.9,4.846915632
FILLMORE,7778,NG (Natural Gas),67.0,16.299999999999997,4.75671498
SILVERSPRINGS,7778,NG (Natural Gas),56.6,19.79,4.746896201
ITHACA,7778,NG (Natural Gas),37.52,14.200000000000001,3.4665244677499993
BLOSSBURG,7778,NG (Natural Gas),24.0,11.71,4.744397759
WILLIAMSPORT,7778,DFO (Distillate Fuel Oil),32.0,11.67,0.495
DUNKIRK,15995,BIT (Bituminous Coal),627.2,181.39,10.50973898
MONACA,15995,BIT (Bituminous Coal),149.0,68.74,9.127495349
KENNERDELL,15995,NG (Natural Gas),389.2,86.60000000000001,5.651495296499999
WESTPITTSBURG,15995,BIT (Bituminous Coal),348.0,92.36,9.796903301999999
PITTSBURGH,15995,DFO (Distillate Fuel Oil),428.2800000000001,100.98,1.9387265510833334
SHIPPINGPORT,15995,BIT (Bituminous Coal),4587.900000000001,929.0699999999999,23.913775892
HANCOCKSBRIDGE,11548,NUC (Nuclear),3630.7,1072.54,10.979999999999999
MARMORA,11548,BIT (Bituminous Coal),347.59999999999997,113.41999999999999,2.682149653333333
FORKEDRIVER,11548,NG (Natural Gas),626.8,279.67,6.373641359333334
SEASIDEHEIGHTS,11548,DFO (Distillate Fuel Oil),6.0,2.15,0.039
MICKLETON,11548,NG (Natural Gas),71.2,34.79,5.16866781
PEDRICKTOWN,11548,NG (Natural Gas),134.5,64.17,5.1157392725
ATLANTICCITY,11548,NG (Natural Gas),72.6,20.94,0.0
DELMONT,11548,NG (Natural Gas),83.8,11.850000000000001,2.3888182975
NATIONALPARK,11548,DFO (Distillate Fuel Oil),18.5,1.99,0.0
SWEDESBORO,11548,BIT (Bituminous Coal),242.3,61.49,0.0
PENNSGROVE,11548,BIT (Bituminous Coal),285.0,28.52,0.0
RIOGRANDE,11548,DFO (Distillate Fuel Oil),79.59,29.51,0.5955
PAULSBORO,11548,NG (Natural Gas),786.19,223.06,4.66604279875
MANAHAWKIN,11548,DFO (Distillate Fuel Oil),67.2,20.46,0.97875
BAYVILLE,11548,DFO (Distillate Fuel Oil),6.0,1.9200000000000002,0.044375000000000005
MILLVILLE,11548,NG (Natural Gas),231.2,48.16,5.543581404999999
MARCUSHOOK,11548,NG (Natural Gas),836.12,188.20999999999998,6.574165867
TRENTON_18,11776,DFO (Distillate Fuel Oil),798.7999999999998,343.8299999999999,0.7466
MILFORD_19,11776,NG (Natural Gas),257.0,70.46000000000001,4.895118137199999
WESTVILLE,11776,NG (Natural Gas),225.0,93.0,5.164506991333333
CAMDEN,11776,NG (Natural Gas),157.0,57.54,5.228831277
MORRISVILLE,11776,DFO (Distillate Fuel Oil),63.599999999999994,12.399999999999999,0.548
PHILADELPHIA,11776,DFO (Distillate Fuel Oil),300.81999999999994,69.45,0.4447941176470588
FAIRLESSHILLS,11776,NG (Natural Gas),1115.0,357.0,6.837593125800001
BENSALEM,11776,DFO (Distillate Fuel Oil),546.42,158.39000000000001,2.6133333333333333
CHESTER,11232,BIT (Bituminous Coal),122.79999999999998,33.39,2.60253759175
MARCUSHOOK_20,11232,NG (Natural Gas),50.5,15.84,4.866623292
WILMINGTON,11232,NG (Natural Gas),1890.7799999999997,483.84999999999997,5.866073946666668
PAULSBORO_21,13675,NG (Natural Gas),48.0,11.870000000000001,0.0
CRUMLYNNE,13675,NG (Natural Gas),614.01,185.81,6.747358659
RAHWAY,10664,NG (Natural Gas),15.8,3.09,0.0
KENILWORTH,10664,NG (Natural Gas),28.8,5.74,0.0
NUTLEY,10664,NG (Natural Gas),10.6,3.05,0.0
LINDEN_22,10664,NG (Natural Gas),1196.1499999999999,302.03,5.740569317888888
BAYONNE,10643,NG (Natural Gas),703.58,227.83,5.096545247099999
KEARNY,10643,NG (Natural Gas),604.98,116.87,5.320220611499999
RIDGEFIELD,10643,NG (Natural Gas),1185.95,357.51000000000005,5.7890272555
ELMWOODPARK,10643,NG (Natural Gas),83.0,9.04,4.778218525
JERSEYCITY,10643,BIT (Bituminous Coal),659.7,164.22,0.0
NEWARK,10643,NG (Natural Gas),10.5,3.5200000000000005,0.0
HANCOCKSBRIDGE_23,16141,DFO (Distillate Fuel Oil),41.8,15.64,1.305
NEWCASTLE,16141,NG (Natural Gas),32.1,7.2700000000000005,2.8699898341249996
DOVER,16141,NG (Natural Gas),314.29999999999995,87.57000000000001,2.7989348764285715
SMYRNA,16141,NG (Natural Gas),96.0,28.47,4.889370683499999
DELAWARECITY,16141,NG (Natural Gas),184.0,69.45,5.3221512885
PHILADELPHIA_24,13841,DFO (Distillate Fuel Oil),237.79999999999998,57.87,1.9013164568333334
POTTSTOWN,13841,NUC (Nuclear),2340.5999999999995,411.78000000000003,4.5493999999999994
CRUMLYNNE_25,13841,DFO (Distillate Fuel Oil),861.6,295.31,4.3485000000000005
BIRDSBORO,13841,DFO (Distillate Fuel Oil),36.0,9.31,0.49950000000000006
GLENGARDNER,14048,NG (Natural Gas),163.7,53.78,4.051948710714286
BANGOR_26,14048,NG (Natural Gas),2352.6,462.47,8.9235473324
PORTLAND_27,14048,BIT (Bituminous Coal),427.0,139.78,12.5789294
SAYREVILLE_28,11617,NG (Natural Gas),205.28,47.69,6.424442609
NEWARK_29,10642,NG (Natural Gas),734.19,237.65,5.178759448222222
MILFORD_30,13976,NG (Natural Gas),351.0,123.50999999999999,5.0713659576
NORTHAMPTON_31,13976,BIT (Bituminous Coal),134.1,59.51,10.44121464
BETHLEHEM,13976,NG (Natural Gas),1300.02,414.71000000000004,6.8042624819999995
RIDGEFIELD_32,11913,NG (Natural Gas),233.47,61.04,7.190490892000001
LINDEN_33,11947,NG (Natural Gas),162.35,73.06,6.203998841000001
MOUNTHOLLYSPRINGS,14033,DFO (Distillate Fuel Oil),59.010000000000005,16.25,0.3335
MIDDLETOWN_34,14033,NUC (Nuclear),980.8,390.59,10.61
HARRISBURG,14033,DFO (Distillate Fuel Oil),64.0,17.91,0.2345
YORKHAVEN,14033,BIT (Bituminous Coal),1616.1000000000001,444.91999999999996,7.623280423333333
CAMPHILL,14033,DFO (Distillate Fuel Oil),37.0,13.68,0.57525
LEBANON_35,14033,NG (Natural Gas),777.5999999999999,291.65,7.373731555666667
HUNLOCKCREEK,13740,NG (Natural Gas),195.79,58.32000000000001,3.251115548833333
BERWICK,13740,NUC (Nuclear),2596.0,998.0699999999999,11.41
HAZLETON,13740,NG (Natural Gas),203.52,61.559999999999995,3.408736220333333
KINGSTON,13740,DFO (Distillate Fuel Oil),32.0,9.09,0.0
ALLENTOWN,13740,DFO (Distillate Fuel Oil),64.0,16.52,0.0
MARIONHEIGHTS,13740,BIT (Bituminous Coal),47.3,8.1,8.562309187
BUSHKILL,13740,DFO (Distillate Fuel Oil),20.0,5.93,0.578
MCADOO,13740,BIT (Bituminous Coal),59.0,28.06,8.744628607000001
POTTSVILLE,13740,DFO (Distillate Fuel Oil),37.0,10.3,0.5245
FRACKVILLE,13740,BIT (Bituminous Coal),136.4,40.35,4.362221544
TREMONT,13740,BIT (Bituminous Coal),36.0,8.34,8.417448643
SNOWSHOE,13740,BIT (Bituminous Coal),469.5,135.13,10.813495503333334
DELTA,13847,NG (Natural Gas),3181.8,1299.73,7.741956506666665
STEWARTSTOWN,13847,DFO (Distillate Fuel Oil),54.0,18.3,0.8145
READING,13847,NG (Natural Gas),728.01,184.95,7.029415771333333
DAGSBORO,13847,DFO (Distillate Fuel Oil),464.1,124.51,10.279465815
VIENNA,13847,DFO (Distillate Fuel Oil),180.6,42.42,2.44225
PERRYMAN,13847,NG (Natural Gas),404.40000000000003,109.39999999999999,2.5623506407999996
EASTON,13847,DFO (Distillate Fuel Oil),72.42,21.32,0.1739166666666667
RISINGSUN,13847,NG (Natural Gas),772.6,186.48,6.30024682375
CRISFIELD,13847,DFO (Distillate Fuel Oil),15.3,5.289999999999999,0.012937500000000001
BERLIN,13847,DFO (Distillate Fuel Oil),9.0,2.6900000000000004,0.0521
CHERITON,13847,DFO (Distillate Fuel Oil),12.0,2.99,0.055
PARKSLEY,13847,DFO (Distillate Fuel Oil),12.0,4.32,0.3695
NEWCHURCH,13847,DFO (Distillate Fuel Oil),402.47999999999996,124.69999999999999,1.9652500000000002
TASLEY,13847,DFO (Distillate Fuel Oil),31.120000000000005,7.38,0.16850000000000004
WASHINGTONVILLE,13775,BIT (Bituminous Coal),1775.1000000000001,553.88,0.0
SHAMOKINDAM,13775,DFO (Distillate Fuel Oil),52.71,17.310000000000002,0.5245000000000001
LOCKHAVEN,13775,DFO (Distillate Fuel Oil),18.5,5.91,0.547
GETTYSBURG,12013,DFO (Distillate Fuel Oil),977.6,312.49000000000007,3.78470102425
SPRINGGROVE,12013,BIT (Bituminous Coal),70.4,23.619999999999997,0.0
YORK,12013,NG (Natural Gas),52.2,16.86,0.0
ORRTANNA,12013,DFO (Distillate Fuel Oil),27.0,6.12,0.7235
CHAMBERSBURG,12013,NG (Natural Gas),38.199999999999996,11.89,2.302666540625
FAIRLESSHILLS_36,13905,NG (Natural Gas),223.0,49.57,6.877303844
NEWFLORENCE,16022,BIT (Bituminous Coal),2457.0,719.74,31.900513879999995
EBENSBURG,16022,BIT (Bituminous Coal),155.6,59.22,4.775059195
SNOWSHOE_37,16022,BIT (Bituminous Coal),156.5,38.08,10.55102615
TYRONE,16022,BIT (Bituminous Coal),77.48,24.240000000000002,0.0
COLVER,16022,BIT (Bituminous Coal),118.0,44.42,9.598293637000001
MARION,16022,NG (Natural Gas),87.6,34.71,4.8809977495000005
GIBBONGLADE,35410,NG (Natural Gas),87.6,29.840000000000003,4.8054776415
MASONTOWN,35410,NG (Natural Gas),644.0999999999999,101.16999999999999,6.507672029666666
MAIDSVILLE,35410,BIT (Bituminous Coal),1959.5,556.74,28.101004926666672
MORGANTOWN,35410,BIT (Bituminous Coal),68.9,20.1,0.0
GRANTTOWN,35410,BIT (Bituminous Coal),95.7,23.78,9.094170404
CUMBERLAND,35467,BIT (Bituminous Coal),229.0,80.58,12.4950544
LUKE,35467,BIT (Bituminous Coal),65.0,21.6,0.0
MOUNTSTORM,35467,DFO (Distillate Fuel Oil),1944.8899999999999,667.76,20.034943915
SPRINGDALE,15956,NG (Natural Gas),643.59,171.15,5.753388451
SHELOCTA,15956,BIT (Bituminous Coal),2590.0,1038.47,1.4976874638823532
CHESWICK,15956,BIT (Bituminous Coal),637.0,74.44,24.10837711
HOMERCITY,16031,BIT (Bituminous Coal),2012.0099999999998,529.11,27.794827643333335
WILMINGTON_38,16156,DFO (Distillate Fuel Oil),103.0,34.66,0.6199000000000001
DICKERSON,18825,NG (Natural Gas),933.0,260.76,8.145294224166667
DUMFRIES,18825,DFO (Distillate Fuel Oil),978.0,336.84,4.944166666666667
REMINGTON,18825,NG (Natural Gas),705.48,265.63,6.4628514845
BALTIMORE,16421,NG (Natural Gas),325.2899999999999,81.43,2.5099144157777777
MIDDLERIVER,16421,BIT (Bituminous Coal),415.8,156.77999999999997,7.978294253333332
CURTISBAY,16421,DFO (Distillate Fuel Oil),710.35,138.39,10.295884899999999
DUNDALK,16421,NG (Natural Gas),124.3,25.759999999999998,1.6200184495
LUSBY,17454,NUC (Nuclear),1920.32,554.8700000000001,4.890004058500001
BRANDYWINE,17454,NG (Natural Gas),288.81,79.44,5.366272649999999
AQUASCO,17454,BIT (Bituminous Coal),2646.9799999999996,665.83,11.0761659025
KINGGEORGE,17454,BIT (Bituminous Coal),258.3,117.51,0.0
SILVERSPRING,16768,NG (Natural Gas),12.600000000000001,3.49,1.16821569175
COLLEGEPARK,16768,NG (Natural Gas),29.1,7.5,2.31598241775
INDIANHEAD,18762,BIT (Bituminous Coal),12.4,3.1100000000000003,0.0
NEWBURG,18762,DFO (Distillate Fuel Oil),295.97999999999996,92.48,1.4490833333333333
SILVERSPRING_39,17054,NG (Natural Gas),41.71000000000001,11.190000000000001,1.7275765346249998
CURTISBAY_40,17413,NG (Natural Gas),1718.15,612.03,2.72728744525
NEWBURG_41,17461,BIT (Bituminous Coal),1252.0,349.21000000000004,26.830000740000003
GLENARM,16528,NG (Natural Gas),144.0,40.67,3.9197174283333336
SCOTTSVILLE,21298,NG (Natural Gas),946.12,311.29,7.12913693425
CLARKSVILLE,21298,BIT (Bituminous Coal),139.8,31.66,8.8301955605
NEWCANTON,21298,NG (Natural Gas),558.99,122.37,6.361647334
CLOVER,21298,BIT (Bituminous Coal),848.0,286.02,22.100192085
ROXBORO,21298,BIT (Bituminous Coal),3304.0,1141.67,22.413313461999998
SALEM,17846,DFO (Distillate Fuel Oil),5.1,0.8099999999999999,0.042166666666666665
EDEN,17846,NG (Natural Gas),691.11,224.15999999999997,7.0126887726666665
OAKWOOD,18262,NG (Natural Gas),88.0,36.980000000000004,4.893022933
CLEVELAND,18262,BIT (Bituminous Coal),712.5,287.62,13.724316289999999
GLENLYN,18262,BIT (Bituminous Coal),337.5,143.07,5.803602965
SAINTPAUL,18262,BIT (Bituminous Coal),668.0,177.63,0.0
BRISTOL_42,17728,NG (Natural Gas),285.0,86.71000000000001,4.9713938768
ROGERSVILLE,17728,NG (Natural Gas),249.22,70.73,6.8927038629999995
HARRISONBURG,18402,DFO (Distillate Fuel Oil),6.5,2.33,0.0
ELKTON,18402,NG (Natural Gas),7.6,2.42,0.0
NARROWS,18402,BIT (Bituminous Coal),27.2,8.56,8.08062282225
COVINGTON,18402,DFO (Distillate Fuel Oil),127.3,32.81,1.736161412333333
BREMOBLUFF,19493,NG (Natural Gas),254.2,74.16,5.736844974
