,YAD,AECI,HST,TAL,DUK,FPC,CPLE,CPLW,EEI,ERCOT,FPL,GRID,ISNE,JEA,LGEE,MISO,NSB,NYISO,NWMT,OVEC,PJM,AEC,PNM,SEC,SC,SEPA,SOCO,SWPP,SPA,TEC,TVA,WACM,WAUW
5562,0,3703,89,464,16566,9618,11069,727,0,65445,21408,0,18702,2136,6398,98954,82,26347,1618,0,135453,731,2003,0,3620,0,38172,46398,112,3648,27672,2920,103
5563,0,3874,92,473,16794,9973,11434,721,0,67427,21867,0,19325,2080,6459,100945,87,27009,1652,0,137397,745,2108,0,3723,0,39560,48297,107,3754,28613,3000,105
5564,0,3948,97,461,16949,9975,11672,730,0,68857,21876,0,19917,1983,6487,101152,86,27434,1703,0,137448,744,2213,0,3771,0,40517,49476,112,3792,29310,3108,101
5565,0,3970,101,482,17052,9818,11542,747,0,70198,21685,0,20532,1969,6200,101199,85,27740,1772,0,136876,732,2295,0,3775,0,40979,50082,111,3704,29304,3188,111
5566,0,3905,103,482,16973,9456,11399,756,0,71107,21399,0,20987,1977,5684,101406,86,27882,1780,0,135115,730,2185,0,3720,0,40629,50331,104,3547,29182,3241,110
5567,0,3835,104,459,16675,9074,11162,756,0,71128,20872,0,20784,1981,5356,100883,85,27374,1802,0,131586,716,2426,0,3581,0,39784,49902,103,3406,28461,3220,113
5568,0,3720,101,449,16114,8654,10781,730,0,69665,20060,0,20010,1947,5125,99472,78,26397,1802,0,127236,714,2402,0,3412,0,38582,48949,97,3252,27146,3176,113
5569,0,3555,101,443,15853,8444,10519,708,0,67321,19626,0,19356,1952,4985,96776,75,25883,1777,0,123981,697,2309,0,3323,0,37560,47365,79,3167,26208,3106,112
5570,0,3443,96,422,15053,7940,9892,667,0,65446,18498,0,18032,1865,4799,94511,70,24713,1741,0,118060,689,2221,0,3112,0,35989,46087,98,2993,24989,3019,113
5571,0,3230,88,388,13871,7206,9054,614,0,62400,17001,0,16334,1703,4472,89941,62,23173,1706,0,109159,639,2216,0,2826,0,33210,44094,83,2758,23085,2985,104
5572,0,2920,78,354,12671,6448,8259,542,0,57900,15394,0,14972,1556,4125,84353,56,21441,1659,0,101308,575,2066,0,2652,0,30531,40956,77,2516,21097,2918,106
5573,0,2601,71,328,11706,5879,7576,492,0,53485,13998,0,14087,1431,3838,78786,50,20102,1536,0,96080,521,1861,0,2434,0,28836,37981,67,2331,19316,2661,93
5574,0,2406,66,308,11090,5460,7067,456,0,49962,13034,0,13345,1341,3661,74316,47,19223,1441,0,91939,487,1700,0,2210,0,27828,35725,74,2214,18072,2373,90
5575,0,2246,63,289,10704,5196,6740,437,0,47270,12383,0,12858,1275,3485,71351,44,18718,1374,0,88572,467,1600,0,2177,0,26715,33912,64,2137,17145,2284,86
5576,0,2167,61,279,10528,5014,6543,433,0,45266,11988,0,12604,1244,3371,69363,43,18452,1340,0,86570,450,1532,0,2140,0,25902,32545,68,2068,16468,2217,82
5577,0,2105,60,275,10609,4991,6502,433,0,44039,11863,0,12748,1251,3377,68221,43,18525,1299,0,86493,439,1482,0,2101,0,25529,31765,60,2060,16119,2142,83
5578,0,2084,63,287,11131,5216,6739,461,0,43825,12390,0,13210,1331,3453,68936,44,19175,1286,0,89920,446,1443,0,2166,0,25963,31477,72,2174,16254,2120,82
5579,0,2156,64,315,12215,5659,7252,519,0,45009,13361,0,14113,1453,3760,72181,44,20410,1281,0,95839,476,1441,0,2340,0,27422,32149,71,2350,17081,2139,79
5580,0,2391,60,334,12693,5933,7546,543,0,47161,13778,0,15330,1501,3892,75715,47,21799,1322,0,99449,505,1486,0,2434,0,28190,33693,76,2394,17973,2238,85
5581,0,2425,64,357,13088,6399,7939,566,0,47464,15057,0,16293,1573,4154,78592,53,22940,1399,0,102849,514,1557,0,2503,0,29048,34353,79,2541,18804,2214,87
5582,0,2543,72,384,13685,7051,8392,602,0,49309,16713,0,17061,1699,4418,81531,64,23947,1456,0,107843,542,1619,0,2780,0,30213,35270,77,2799,20073,2310,93
5583,0,2683,78,395,14668,7791,8896,642,0,52725,18287,0,17705,1823,4783,85798,69,24935,1513,0,114189,604,1689,0,2954,0,32856,36808,87,3084,21739,2498,99
5584,0,2913,85,423,15898,8567,9423,693,0,56831,19785,0,18472,1967,5067,90176,76,25758,1568,0,120177,667,1770,0,3077,0,35384,38733,85,3315,23526,2670,102
5585,0,3197,90,447,17136,9244,9911,735,0,60828,20992,0,19100,2061,5429,93989,81,26111,1604,0,125773,708,1869,0,3273,0,37317,40794,95,3550,25280,2750,109
5586,0,3358,94,464,18192,9850,10885,771,0,64378,21990,0,19704,2182,5707,97077,87,26775,1646,0,131097,757,1972,0,3412,0,39304,42646,104,3745,26645,2770,109
5587,0,3611,97,478,19178,10290,11188,786,0,67466,22799,0,19780,2271,5986,99884,88,27446,1698,0,134829,779,2051,0,3421,0,40735,44132,100,3883,27849,2863,113
5588,0,3736,102,472,19720,10643,11583,768,0,69715,23327,0,19696,2338,6147,101197,93,27952,1742,0,136685,784,2159,0,3475,0,41683,44911,108,4023,28546,2951,123
5589,0,3799,105,466,19851,10876,11643,741,0,70879,23547,0,19738,2395,6220,101700,93,28182,1814,0,137199,787,2261,0,3533,0,42163,45286,105,4164,29187,3018,122
5590,0,3843,104,461,19382,10857,11603,745,0,71623,23339,0,19678,2417,6148,101460,92,27905,1869,0,136033,784,2342,0,3629,0,42183,45282,102,4182,29294,3022,127
5591,0,3751,102,452,18168,10460,11470,756,0,71433,22459,0,19511,2342,6140,100252,87,26857,1895,0,132758,767,2368,0,3549,0,41300,44614,105,4047,29124,3033,130
5592,0,3675,100,441,17090,9831,11001,738,0,69779,21281,0,19278,2248,5942,97920,80,25961,1898,0,128028,743,2287,0,3468,0,39904,43568,91,3815,28256,3039,131
5593,0,3481,99,435,16606,9384,10472,720,0,67213,20645,0,18950,2179,5797,94977,78,25665,1886,0,125177,716,2141,0,3332,0,38666,42166,88,3597,27212,2972,131
5594,0,3352,94,422,15808,8667,9700,685,0,65271,19350,0,17971,2043,5575,93219,72,24769,1827,0,119998,697,2073,0,3115,0,36951,40897,89,3318,26146,2902,120
5595,0,3122,86,386,14464,7723,8745,614,0,62263,17754,0,16491,1865,5178,88483,64,23365,1777,0,110862,644,2048,0,2894,0,34049,39179,91,3010,24287,2888,119
5596,0,2772,78,349,13274,6881,7887,565,0,57712,16136,0,14980,1680,4760,82634,58,21706,1695,0,102597,577,1934,0,2635,0,31357,36647,82,2723,22290,2737,113
5597,0,2520,71,320,12262,6234,7242,509,0,53297,14753,0,14108,1531,4455,77426,54,20371,1619,0,97551,519,1759,0,2485,0,29325,33989,72,2507,20339,2525,103
5598,0,2249,66,303,11579,5763,6785,471,0,49557,13764,0,14007,1417,4178,73187,49,19393,1490,0,93454,488,1609,0,2301,0,28416,31953,66,2350,19033,2410,93
5599,0,2154,62,284,11078,5443,6478,452,0,46966,13034,0,13836,1351,3987,70127,47,18695,1411,0,89753,457,1515,0,2203,0,27324,30545,70,2238,18113,2419,92
5600,0,2082,58,274,10784,5233,6266,440,0,45055,12621,0,13836,1323,3878,68092,46,18252,1377,0,87409,440,1452,0,2091,0,26325,29501,67,2160,17382,2366,87
5601,0,2014,59,272,10761,5169,6281,442,0,43856,12500,0,14006,1316,3738,67093,44,18173,1341,0,87161,427,1403,0,2100,0,26193,29016,69,2154,17033,2315,81
5602,0,2021,62,284,11226,5381,6570,471,0,43543,12988,0,14273,1392,3750,67740,45,18761,1300,0,90145,437,1373,0,2174,0,26703,28812,66,2248,17143,2300,74
5603,0,2111,63,315,12160,5813,7068,523,0,44696,13916,0,14932,1518,4012,70184,44,19933,1233,0,94988,466,1380,0,2324,0,28445,29624,70,2371,18105,2305,83
5604,0,2317,59,329,12647,6057,7382,556,0,46824,14160,0,15899,1559,4131,73989,50,21242,1383,0,98340,505,1431,0,2364,0,28945,31421,75,2425,19025,2382,85
5605,0,2314,62,346,13392,6497,7835,582,0,47243,15187,0,16800,1649,4299,76627,57,22446,1434,0,102979,514,1516,0,2475,0,29098,32355,73,2587,19556,2472,91
5606,0,2312,70,377,14391,7179,8520,610,0,49226,16782,0,17466,1713,4478,78679,63,23520,1478,0,107461,541,1556,0,2759,0,30927,33176,79,2835,20463,2563,92
5607,0,2331,75,425,15679,7984,9344,646,0,52701,18199,0,18232,1930,4744,81826,69,24432,1567,0,113076,594,1623,0,3018,0,33492,34162,79,3110,21721,2649,98
5608,0,2353,79,465,17132,8787,10200,700,0,56528,19547,0,19081,2080,4872,84901,77,25160,1560,0,118490,659,1679,0,3271,0,36144,35441,88,3385,23107,2737,100
5609,0,2539,84,493,18341,9476,10979,718,0,60075,20374,0,19934,2231,5047,87793,82,25733,1633,0,123047,712,1762,0,3510,0,38011,36700,98,3642,24204,2816,109
5610,0,2636,89,508,19260,10030,11594,686,0,63407,21209,0,20663,2351,5174,90138,87,26279,1651,0,127431,743,1837,0,3629,0,39675,38001,92,3853,25188,2932,107
5611,0,2746,91,529,19456,10417,11763,671,0,66682,22005,0,21109,2411,5283,92197,88,26626,1667,0,130269,763,1919,0,3708,0,40996,39446,85,3998,26170,3015,114
5612,0,2896,93,537,19347,10640,11601,685,0,69068,22326,0,21431,2429,5399,93233,92,26748,1706,0,131735,776,2029,0,3775,0,41999,40621,104,4105,26620,3086,114
5613,0,3022,96,517,18496,10777,11447,715,0,70461,22186,0,21840,2392,5510,93863,90,26896,1715,0,132755,796,2113,0,3795,0,42630,41483,85,4206,26668,3127,116
5614,0,3079,96,481,17517,10723,11172,737,0,71083,21577,0,21822,2394,5533,93696,90,26815,1712,0,131816,802,2192,0,3739,0,42473,42045,86,4228,26268,3160,118
5615,0,3134,97,465,16878,10350,10732,743,0,70678,20958,0,21236,2350,5407,92674,87,26052,1703,0,127741,798,2258,0,3597,0,41672,41732,98,4067,25413,3143,122
5616,0,3103,96,448,16201,9824,10164,718,0,68913,20160,0,20601,2259,5136,90836,81,25338,1655,0,122691,789,2284,0,3497,0,40278,40821,87,3845,24261,3102,114
5617,0,3001,95,441,15920,9488,9780,707,0,66275,19763,0,20139,2196,4977,88325,78,24803,1621,0,119098,766,2202,0,3447,0,39108,39352,85,3722,23563,2998,117
5618,0,2985,90,421,15145,8811,9120,656,0,64319,18703,0,18872,2055,4852,87334,73,23197,1558,0,112917,745,2122,0,3209,0,37366,38465,87,3458,23023,2919,114
5619,0,2826,82,388,13944,7913,8394,606,0,61449,17211,0,17182,1870,4518,83505,64,21591,1534,0,104554,686,2133,0,3022,0,34564,36988,82,3150,21541,2919,112
5620,0,2522,74,354,12784,7041,7672,546,0,57223,15690,0,15612,1678,4197,78049,58,20038,1492,0,96791,620,2009,0,2743,0,32028,34529,80,2862,19847,2741,106
5621,0,2240,68,324,11903,6338,7103,491,0,52925,14378,0,14421,1517,3948,73593,51,18749,1412,0,91615,558,1851,0,2532,0,29709,32067,66,2610,18215,2577,98
5622,0,2091,63,306,11261,5820,6716,466,0,49528,13428,0,14063,1450,3759,69852,49,17843,1329,0,87821,514,1707,0,2379,0,28736,30324,73,2442,17248,2402,90
5623,0,1999,60,292,10822,5487,6484,451,0,47088,12758,0,13708,1354,3609,67533,47,17231,1275,0,84902,490,1624,0,2312,0,27896,29167,52,2301,16488,2328,81
5624,0,1906,58,279,10545,5254,6343,439,0,45317,12332,0,13809,1333,3526,65860,44,16770,1246,0,83557,462,1561,0,2266,0,27081,28298,66,2216,16087,2273,85
5625,0,1870,58,279,10568,5212,6323,443,0,44136,12350,0,13778,1326,3487,65120,44,16651,1262,0,83491,462,1499,0,2201,0,26730,27700,72,2175,15831,2247,80
5626,0,1897,62,291,10996,5406,6601,470,0,43919,12879,0,14068,1396,3578,65700,45,17093,1232,0,85643,464,1454,0,2148,0,27264,27618,70,2273,16111,2235,82
5627,0,1970,64,319,11898,5858,7028,521,0,44983,13839,0,14279,1515,3864,67839,46,18058,1243,0,89759,486,1450,0,2325,0,28832,28546,65,2468,17017,2247,79
5628,0,2190,61,339,12329,6106,7361,553,0,47036,14243,0,14753,1555,4041,70910,51,19098,1280,0,91746,513,1498,0,2423,0,29259,30359,69,2505,17936,2336,79
5629,0,2228,61,365,12933,6559,7840,568,0,47427,15380,0,15251,1637,4224,73329,57,19786,1352,0,94553,529,1580,0,2642,0,30130,31478,71,2646,18541,2427,88
5630,0,2248,67,389,13824,7261,8418,589,0,49321,16868,0,15391,1771,4291,76034,65,20208,1413,0,97020,571,1621,0,2918,0,32199,32468,82,2903,19628,2524,90
5631,0,2335,74,432,14959,8057,9158,631,0,52583,18384,0,15421,1921,4356,78864,72,20477,1441,0,99198,630,1696,0,3139,0,34586,33646,79,3191,20770,2603,94
5632,0,2405,83,464,16090,8738,9929,662,0,56184,19669,0,15685,2077,4343,81313,77,20685,1466,0,100503,688,1770,0,3388,0,37006,34955,81,3428,21951,2678,98
5633,0,2520,85,495,17117,9186,10576,683,0,59719,20559,0,15713,2189,4388,83504,74,20850,1464,0,101689,742,1725,0,3644,0,38658,36372,89,3627,23287,2742,100
5634,0,2619,82,523,17948,9367,11136,725,0,62569,21073,0,15767,2300,4383,85327,77,21032,1504,0,102713,786,1956,0,3756,0,39895,37538,87,3782,24411,2812,101
5635,0,2712,75,544,18586,9612,11445,745,0,64550,21302,0,15978,2383,4387,87614,84,21182,1511,0,103042,805,2057,0,3812,0,40865,38703,85,3813,25310,2856,105
5636,0,2767,80,553,18822,9838,11392,749,0,65536,21421,0,16106,2444,4349,88594,84,21284,1546,0,102785,821,2168,0,3788,0,41069,39567,89,3854,25713,2938,107
5637,0,2871,90,546,18664,9954,11154,742,0,65918,21486,0,16423,2466,4291,88799,88,21213,1579,0,102392,808,2210,0,3702,0,40224,40293,90,3854,25642,2982,115
5638,0,2967,91,528,18244,9905,10839,722,0,65663,21237,0,16396,2451,4206,88806,80,21019,1597,0,101199,791,2233,0,3616,0,39121,40701,94,3825,25307,3037,113
5639,0,2987,91,481,17342,9711,10281,697,0,64005,20502,0,16070,2361,4105,87578,77,20523,1629,0,98440,763,2205,0,3598,0,37927,40365,84,3775,24670,3063,116
5640,0,2919,88,458,16219,9218,9762,687,0,61616,19518,0,15841,2230,4036,84955,75,20040,1627,0,95356,737,2138,0,3433,0,36504,39263,85,3613,23557,2988,119
5641,0,2795,88,448,15526,8880,9357,672,0,59071,18970,0,15590,2180,4031,82128,71,19874,1600,0,93982,710,2073,0,3385,0,35483,37621,78,3472,22747,2914,114
5642,0,2779,84,431,14573,8296,8721,649,0,57799,17997,0,14731,2031,3927,81028,67,19110,1580,0,91111,686,2018,0,3234,0,33960,36753,87,3255,21994,2809,113
5643,0,2685,79,399,13533,7588,8058,592,0,55748,16920,0,13762,1879,3793,77719,62,18067,1558,0,85958,644,2023,0,2937,0,31783,35535,79,3017,20722,2804,108
5644,0,2533,73,375,12443,6884,7388,541,0,52632,15776,0,12778,1692,3541,73078,56,16885,1519,0,81031,596,1947,0,2716,0,29959,33610,73,2773,19280,2718,104
5645,0,2326,67,340,11556,6304,6815,491,0,49427,14584,0,11360,1535,3296,68979,51,15854,1448,0,76279,558,1798,0,2678,0,27970,31465,60,2555,17925,2552,95
5646,0,2100,62,318,10863,5825,6416,468,0,46449,13620,0,10938,1428,3124,66570,48,15044,1354,0,73190,510,1666,0,2595,0,26946,29644,78,2393,16806,2380,92
5647,0,2021,59,301,10387,5482,6082,448,0,44198,12913,0,10869,1351,2976,64152,46,14495,1295,0,71328,482,1569,0,2519,0,26118,28369,56,2250,16017,2257,78
5648,0,1885,57,290,10041,5244,5900,441,0,42520,12471,0,10795,1300,2901,62465,44,14178,1239,0,70072,459,1483,0,2440,0,25297,27460,60,2163,15501,2217,71
5649,0,1863,56,283,9872,5124,5763,431,0,41307,12197,0,10957,1278,2830,61403,44,14052,1239,0,69480,444,1426,0,2417,0,24492,26801,46,2129,15128,2192,81
5650,0,1795,57,284,9895,5138,5776,444,0,40787,12187,0,10935,1284,2799,61345,44,14169,1235,0,69959,443,1392,0,2413,0,24246,26596,59,2127,15097,2152,79
5651,0,1877,57,288,10088,5272,5868,457,0,40885,12401,0,11001,1314,2856,61792,44,14426,1227,0,70710,440,1379,0,2432,0,24385,26798,61,2172,15265,2136,81
5652,0,1924,58,290,10255,5448,6020,484,0,41461,12826,0,11250,1381,2927,62597,46,15089,1231,0,72642,447,1389,0,2512,0,24526,27303,67,2232,15395,2186,83
5653,0,1945,65,314,10704,6058,6389,524,0,42033,14389,0,11441,1510,3055,63721,51,15967,1271,0,75709,480,1409,0,2685,0,25621,27706,43,2459,16048,2201,82
5654,0,2075,73,357,11116,6979,6740,558,0,44367,16315,0,11664,1697,3243,66624,62,16654,1307,0,78533,539,1444,0,2893,0,27735,28824,65,2778,16962,2278,86
5655,0,2270,77,393,11417,7898,7024,579,0,47544,17983,0,11770,1872,3409,70003,70,17149,1349,0,81578,605,1519,0,3076,0,30586,30284,59,3082,18073,2372,91
5656,0,2396,80,434,11511,8747,7177,596,0,51321,19142,0,11970,2001,3585,72907,77,17462,1408,0,83803,681,1606,0,3226,0,33368,31837,67,3352,19041,2440,95
5657,0,2458,82,470,11529,9426,7271,610,0,55220,19913,0,12164,2161,3767,75329,82,17616,1452,0,85754,739,1710,0,3368,0,35708,33234,67,3594,20387,2550,102
5658,0,2583,78,498,11464,9956,7285,626,0,58460,20041,0,12350,2266,3933,77063,85,17709,1488,0,87288,801,1807,0,3479,0,37527,34347,66,3755,21618,2641,101
5659,0,2648,77,518,11365,10315,7252,625,0,61287,20039,0,12591,2327,4056,78245,87,17882,1492,0,88571,842,1910,0,3587,0,38610,35567,76,3874,22529,2718,103
5660,0,2711,81,532,11271,10572,7240,626,0,63529,20256,0,12902,2356,4257,79034,87,18091,1509,0,89939,871,2007,0,3627,0,38835,36539,72,3974,23207,2769,108
5661,0,2785,86,542,11179,10674,7194,619,0,64668,20515,0,13345,2369,4372,79716,87,18355,1530,0,91305,883,2096,0,3582,0,38574,37230,80,4030,23656,2830,105
5662,0,2812,88,543,11122,10616,7086,616,0,64598,20654,0,13842,2351,4440,80016,88,18538,1572,0,91900,887,2188,0,3518,0,37815,37664,75,4029,23616,2911,108
5663,0,2798,85,533,10996,10328,6964,596,0,63290,20370,0,14020,2273,4383,79942,83,18398,1612,0,90745,869,2246,0,3370,0,36567,37606,77,3939,23208,2953,111
5664,0,2740,84,508,10887,9734,6873,576,0,61071,19438,0,13940,2156,4171,78308,78,18164,1610,0,88285,825,2275,0,3266,0,34916,36844,66,3739,22338,2987,101
5665,0,2663,85,481,11053,9287,6879,570,0,58567,18994,0,13879,2092,3944,76212,73,18207,1594,0,87235,778,2241,0,3202,0,33801,35634,69,3625,21697,2909,105
5666,0,2668,83,448,10773,8678,6602,544,0,57341,17995,0,13245,1984,3844,75482,70,17678,1570,0,84758,747,2163,0,3067,0,32506,35070,80,3410,20911,2826,104
5667,0,2566,78,407,10205,7917,6200,507,0,55067,16889,0,12355,1842,3588,72825,62,16879,1561,0,80893,686,2116,0,2869,0,30467,33988,68,3181,19677,2818,102
5668,0,2377,73,373,9550,7220,5771,469,0,52101,15640,0,11420,1706,3313,69213,58,15932,1531,0,76820,637,1988,0,2720,0,28427,32296,60,2946,18065,2703,99
5669,0,2201,67,341,8960,6767,5348,428,0,49070,14574,0,10692,1569,3058,67176,53,15101,1440,0,72411,581,1841,0,2320,0,26378,30388,56,2710,16745,2611,92
5670,0,2000,62,318,8515,6213,5057,404,0,46335,13543,0,10146,1456,2879,63105,49,14483,1369,0,69884,537,1700,0,2239,0,25591,28771,66,2523,15744,2404,85
5671,0,1888,59,299,8275,5860,4877,389,0,44124,12844,0,9848,1404,2804,60928,47,14046,1298,0,67925,504,1593,0,2164,0,24855,27696,52,2384,15008,2413,82
5672,0,1825,57,286,8132,5603,4743,383,0,42472,12375,0,9867,1335,2733,59620,44,13749,1260,0,66691,472,1535,0,2091,0,24113,26932,61,2278,14556,2269,79
5673,0,1767,55,277,8078,5423,4746,382,0,41279,12092,0,9851,1293,2725,58858,46,13596,1226,0,66065,458,1489,0,2063,0,23475,26385,52,2190,14167,2261,78
5674,0,1757,56,272,8167,5357,4783,385,0,40580,12025,0,9969,1296,2701,58304,45,13665,1191,0,66580,445,1437,0,2060,0,23323,26010,54,2166,14145,2201,82
5675,0,1773,56,275,8361,5404,4928,400,0,40394,12218,0,10184,1320,2724,58754,46,13765,1207,0,67162,451,1414,0,2083,0,23367,26052,51,2154,14207,2194,72
5676,0,1837,55,277,8584,5578,5093,423,0,40594,12632,0,10610,1350,2740,59094,46,14229,1195,0,66876,452,1420,0,2158,0,23450,26302,53,2178,14388,2183,79
5677,0,1920,63,298,9252,6260,5497,461,0,40880,14363,0,10895,1430,2924,60097,56,15030,1220,0,69719,487,1416,0,2330,0,24024,26629,59,2425,15096,2114,78
5678,0,2102,76,327,9803,7162,5861,496,0,43348,16561,0,11306,1557,3162,63220,64,15750,1253,0,73723,559,1434,0,2538,0,25114,27754,55,2781,16220,2111,77
5679,0,2229,84,356,10175,8016,6090,499,0,47198,18425,0,11466,1691,3309,66550,71,16299,1322,0,77024,617,1497,0,2715,0,26189,28951,63,3092,17218,2286,85
5680,0,2294,92,392,10536,8833,6286,510,0,51616,19895,0,11687,1801,3542,69216,78,16791,1376,0,80162,655,1602,0,2863,0,27206,30054,63,3372,18026,2384,87
5681,0,2410,97,425,10899,9610,6535,524,0,56027,20972,0,11757,1913,3853,71659,81,17209,1391,0,82920,768,1712,0,3004,0,28334,31201,74,3627,18917,2503,91
5682,0,2442,96,445,11195,10212,6711,533,0,59567,21470,0,11764,2016,4059,73662,85,17441,1431,0,85419,774,1844,0,3109,0,29426,32370,73,3856,19624,2490,93
5683,0,2512,99,465,11636,10649,6830,533,0,61526,21682,0,11784,2083,4299,75000,86,17608,1469,0,87772,801,1967,0,3216,0,30297,33549,81,3992,20272,2432,90
5684,0,2583,101,486,11975,10930,6929,538,0,63043,21677,0,12084,2121,4505,76021,90,17919,1482,0,90133,796,2091,0,3260,0,30933,34678,70,4075,20509,2692,92
5685,0,2683,104,496,12339,11067,7058,542,0,64311,21409,0,12397,2119,4650,77170,89,18307,1486,0,92442,767,2196,0,3213,0,31200,35816,68,4136,20591,2754,92
5686,0,2765,98,497,12544,10993,7099,554,0,65334,21090,0,13128,2097,4746,78160,86,18619,1508,0,93824,746,2297,0,3150,0,31214,36944,79,4187,20612,2848,98
5687,0,2867,95,482,12515,10719,7102,556,0,65637,20551,0,13552,2034,4681,78582,82,18549,1503,0,93271,729,2353,0,2993,0,30803,37741,74,4112,20604,2900,94
5688,0,2864,95,467,12327,10164,7095,556,0,65103,19853,0,13650,1971,4546,77726,77,18401,1526,0,91542,702,2420,0,2902,0,30283,37522,83,3934,20145,2936,96
5689,0,2803,97,460,12444,9794,7208,558,0,63366,19437,0,13593,1945,4497,77355,74,18486,1504,0,91628,692,2408,0,2837,0,30458,36724,76,3848,20130,2885,94
5690,0,2800,93,441,11954,9085,6896,533,0,62179,18478,0,12786,1844,4389,77416,71,17896,1483,0,88714,664,2325,0,2704,0,29688,36198,84,3626,19661,2748,88
5691,0,2606,86,407,11009,8230,6328,492,0,59758,17139,0,11702,1687,4113,74529,62,16925,1463,0,83503,624,2278,0,2510,0,27830,34935,76,3331,18669,2698,94
5692,0,2398,79,368,10082,7381,5751,449,0,56011,15696,0,10724,1530,3787,71107,58,15766,1437,0,78409,558,2117,0,2364,0,25831,32802,74,3043,17357,2657,87
5693,0,2126,71,334,9383,6520,5299,415,0,52045,14365,0,10301,1398,3539,67461,0,14796,1346,0,75035,503,1914,0,2025,0,24541,30596,63,2780,16245,2454,81
5694,0,1994,66,309,8929,6053,5052,398,0,48926,13428,0,10072,1305,3373,64743,48,14151,1252,0,72119,475,1733,0,1972,0,24032,28962,69,2604,15510,2186,82
5695,0,1925,63,292,8678,5697,4897,389,0,46797,12853,0,10051,1231,3342,63091,48,13746,1204,0,71058,456,1629,0,1845,0,23612,27885,57,2475,15039,2105,75
5696,0,1865,61,283,8486,5489,4808,387,0,45420,12515,0,10061,1207,3264,62652,49,13591,1174,0,70634,438,1549,0,1826,0,23234,27266,72,2374,14763,2010,76
5697,0,1845,61,282,8642,5457,4859,392,0,44676,12524,0,10309,1227,3301,62955,47,13716,1160,0,70778,436,1497,0,1796,0,23324,26959,71,2375,14717,1872,74
5698,0,1877,64,293,9271,5701,5270,421,0,44735,13164,0,10651,1313,3432,63975,47,14353,1158,0,73204,453,1455,0,1840,0,24008,27107,75,2459,15197,1906,72
5699,0,1991,65,321,10378,6137,5883,484,0,46180,14059,0,11400,1429,3753,66757,49,15432,1179,0,78907,483,1443,0,1923,0,25554,28154,70,2637,16241,1926,71
5700,0,2195,62,339,10817,6368,6062,509,0,48821,14425,0,12219,1474,4002,72926,53,16542,1227,0,82624,523,1495,0,1939,0,26236,30281,82,2667,17500,2011,78
5701,0,2267,65,349,11137,6733,6274,529,0,49151,15722,0,12532,1584,4090,75241,59,17398,1321,0,85916,498,1579,0,2085,0,26736,31459,85,2779,17911,2129,81
5702,0,2318,73,363,11571,7420,6538,545,0,50811,17458,0,12733,1666,4120,77598,66,17956,1390,0,88240,506,1634,0,2196,0,27143,32502,89,3031,18221,2067,84
5703,0,2420,81,369,12028,8221,6978,557,0,54277,18937,0,12650,1826,4247,80048,73,18350,1412,0,90689,510,1721,0,2277,0,28108,33973,73,3340,18642,2294,88
5704,0,2652,89,373,12586,9044,7471,572,0,58502,20146,0,12721,1959,4306,82456,78,18707,1447,0,92739,539,1826,0,2365,0,29082,35865,81,3647,19093,2361,94
5705,0,2879,95,379,13140,9779,7890,576,0,62820,21047,0,12906,2075,4310,84610,83,19010,1480,0,94464,621,1950,0,2436,0,30011,37792,88,3874,19383,2461,90
5706,0,3024,92,398,13660,10309,8259,592,0,66692,21180,0,13201,2189,4315,86660,87,19389,1486,0,96252,629,2076,0,2505,0,30779,39644,87,4007,19666,2541,93
5707,0,3162,78,423,13984,10571,8488,585,0,70163,20964,0,13404,2268,4331,88219,87,19741,1487,0,97229,634,2197,0,2599,0,31341,41254,95,4056,19881,2596,93
5708,0,3172,81,442,14129,10671,8671,584,0,72817,20752,0,13668,2295,4310,88859,91,20083,1504,0,97782,623,2289,0,2664,0,31805,42348,92,3988,20135,2646,94
5709,0,3166,84,456,14266,10598,8829,585,0,73857,20671,0,14196,2297,4259,89016,89,20412,1510,0,98569,621,2403,0,2592,0,31869,43192,107,3803,20577,2709,98
5710,0,3120,87,482,14183,10196,8811,594,0,74338,20483,0,14830,2300,4275,89152,89,20528,1540,0,98904,615,2498,0,2635,0,31712,43640,94,3608,20778,2764,97
5711,0,3161,89,472,14052,9519,8668,592,0,74238,20100,0,15075,2270,4253,88747,86,20137,1538,0,97880,624,2574,0,2629,0,31413,43468,101,3441,20848,2813,100
5712,0,3131,90,437,13786,8867,8373,599,0,73271,19639,0,14972,2146,4197,88047,81,19652,1549,0,96818,625,2587,0,2599,0,31070,42795,89,3298,20704,2800,96
5713,0,3058,92,424,13791,8423,8304,604,0,70845,19285,0,14702,2084,4244,86736,76,19513,1549,0,97017,634,2529,0,2575,0,31233,41476,92,3244,20785,2774,94
5714,0,3014,87,400,13108,7789,7771,579,0,69171,18160,0,13653,1957,4170,85697,70,18620,1519,0,93475,620,2457,0,2459,0,30309,40524,91,3048,20416,2692,96
5715,0,2817,80,368,12034,7056,7076,534,0,66069,16729,0,12341,1773,3932,81864,60,17375,1521,0,87224,584,2400,0,2282,0,28263,38368,92,2779,19368,2673,92
5716,0,2531,72,331,10991,6338,6369,476,0,61537,15235,0,11162,1626,3735,77803,55,16079,1497,0,82121,528,2206,0,2248,0,26372,35023,80,2510,18052,2543,93
