,YAD,AECI,HST,TAL,DUK,FPC,CPLE,CPLW,EEI,ERCOT,FPL,GRID,ISNE,JEA,LGEE,MISO,NSB,NYISO,NWMT,OVEC,PJM,AEC,PNM,SEC,SC,SEPA,SOCO,SWPP,SPA,TEC,TVA,WACM,WAUW
0,0,3075,81,296,11267,6716,6493,595,0,38397,15856,0,15595,1648,4024,74304,0,19586,1613,0,94016,462,1822,59,2287,0,24248,32031,64,2651,16402,3554,117
1,0,3113,76,287,10811,6317,6236,575,0,40387,14553,0,14829,1648,3971,73391,0,18891,1700,0,90385,463,1971,150,2276,0,23673,32422,67,2482,16079,3710,123
2,0,3033,68,276,10287,5838,5941,531,0,39769,13322,0,14119,1606,3900,71531,0,18198,1689,0,86724,460,1998,168,2239,0,22860,32066,66,2292,15438,3659,120
3,0,2948,62,261,9796,5409,5673,507,0,39016,12400,0,13481,1505,3745,69562,0,17423,1664,0,82978,438,1950,151,2163,0,21851,31716,63,2097,14967,3579,117
4,0,2935,56,246,9294,4996,5357,479,0,38473,11456,0,12795,1407,3542,67744,0,16613,1642,0,79536,415,1917,185,2056,0,20930,31283,66,1932,14381,3485,113
5,0,2852,59,232,8804,4637,5051,448,0,37829,10309,0,12132,1301,3332,65652,0,15774,1614,0,76608,383,1862,230,1944,0,19980,30820,68,1812,13865,3375,118
6,0,2804,50,220,8376,4314,4779,430,0,37301,10799,0,11614,1016,2886,64400,36,15053,1581,0,73926,353,1779,250,1782,0,19395,30320,58,1717,13399,3285,109
7,0,2779,49,212,8040,4072,4583,414,0,36953,10279,0,11497,970,2816,63181,34,14481,1545,0,72062,361,1713,239,1738,0,18688,29962,65,1636,12930,3183,107
8,0,2789,47,204,7750,3770,4407,398,0,37114,9678,0,11369,917,2760,62090,31,13927,0,0,70756,344,1648,201,1688,0,18388,29881,53,1546,12578,3105,103
9,0,2772,43,198,7591,3571,4263,389,0,37154,9240,0,11270,881,2756,61266,29,13566,0,0,69515,326,1608,187,1689,0,17904,29797,68,1464,12415,3037,103
10,0,2787,42,196,7554,3474,4263,398,0,37290,8981,0,11310,873,2805,61045,28,13353,0,0,68853,318,1594,172,1733,0,17721,29845,58,1435,12374,3007,104
11,0,2849,41,199,7689,3484,4317,408,0,37839,8958,0,11516,891,2863,61307,28,13475,0,0,68963,324,1590,176,1761,0,17737,30109,61,1445,12562,3014,102
12,0,2953,40,205,7971,3617,4440,430,0,38789,9114,0,11849,920,2960,62048,30,13846,0,0,69854,320,1594,172,1828,0,17833,30626,61,1477,12874,3036,103
13,0,3043,39,207,8210,3715,4511,457,0,39875,9427,0,11539,942,3037,63538,30,14199,0,0,70903,334,1618,168,1944,0,17781,31254,64,1494,13373,3076,104
14,0,3138,44,216,8512,4123,4672,486,0,40423,10552,0,11729,1000,3146,64632,37,14570,0,0,72179,345,1651,185,1975,0,18167,31756,65,1628,13672,3120,106
15,0,3241,52,234,8989,4723,5053,526,0,40910,12388,0,12187,1095,3235,65834,44,15172,0,0,74696,375,1682,119,2067,0,19276,31980,61,1843,14219,3178,109
16,0,3371,59,258,9425,5312,5302,549,0,41689,13863,0,12331,1194,3351,67618,47,15796,0,0,77250,413,1705,121,2088,0,20392,32502,71,2064,14801,3228,111
17,0,3445,63,279,9673,5797,5441,553,0,42151,14951,0,12149,1279,3416,68974,53,16202,0,0,78965,440,1742,147,2096,0,21266,32940,63,2255,15135,3301,108
18,0,3478,66,294,9701,6166,5531,556,0,42199,15738,0,12082,1356,3443,69474,53,16281,0,0,79373,455,1762,174,2080,0,21717,33046,77,2388,15435,3372,112
19,0,3454,69,303,9612,6409,5572,543,0,41796,16167,0,12154,1409,3444,69372,55,16245,0,0,79311,462,1781,181,2041,0,21800,32933,73,2489,15184,3349,115
20,0,3411,69,309,9520,6545,5501,533,0,41310,16353,0,12349,1447,3457,68904,54,16420,0,0,79817,453,1782,196,2065,0,21552,32574,72,2546,15135,3398,109
21,0,3403,68,307,9516,6576,5508,528,0,40941,16295,0,13037,1464,3464,68906,57,16772,0,0,80800,450,1766,205,2055,0,21439,32284,75,2567,14971,3376,106
22,0,3388,68,303,9654,6490,5605,538,0,40981,15942,0,14316,1451,3465,69463,55,17713,0,0,83593,444,1768,191,2139,0,21427,32285,81,2541,15248,3331,111
23,0,3515,67,301,10374,6375,6122,582,0,41819,15612,0,15392,1446,3699,71883,54,18830,0,0,89012,447,1787,175,2253,0,22254,32885,73,2518,16039,3336,108
24,0,3669,71,306,10641,6468,6197,609,0,44042,15819,0,15287,1461,3783,75152,54,18788,0,0,89834,486,1835,181,2276,0,23289,34346,93,2549,16942,3381,113
25,0,3619,70,298,10510,6146,5992,602,0,45407,15104,0,14862,1402,3772,75388,52,18508,0,0,89119,483,1988,156,2225,0,23131,34838,80,2426,16854,3636,114
26,0,3569,68,284,10266,5762,5835,596,0,45254,14266,0,14305,1358,3675,74401,47,18070,0,0,87728,462,2026,166,2152,0,22610,34587,84,2282,16694,3650,115
27,0,3486,66,270,9912,5338,5549,567,0,44858,13404,0,13503,1260,3620,73117,44,17388,0,0,85318,452,2007,195,2045,0,21887,34108,86,2122,16458,3609,110
28,0,3368,61,252,9413,4857,5181,540,0,43911,12376,0,12504,1188,3531,70832,39,16399,0,0,81720,454,1976,202,1903,0,20855,33265,82,1934,15933,3549,109
29,0,3205,56,234,8913,4357,4814,514,0,42221,11159,0,11894,1080,3365,68585,34,15460,0,0,78215,420,1910,242,1787,0,19761,32082,76,1749,15270,3445,104
30,0,3078,51,217,8507,3915,4532,489,0,40502,10147,0,11614,975,3261,66319,31,14781,0,0,76219,394,1811,221,1729,0,19108,30996,76,1612,14708,3296,101
31,0,2987,47,204,8352,3642,4365,483,0,39250,9476,0,11124,943,3196,64620,28,14410,0,0,75598,337,1721,194,1698,0,18718,30254,70,1513,14209,3178,98
32,0,2980,45,196,8274,3471,4323,483,0,38575,9015,0,11046,923,3137,63697,28,14207,0,0,75736,316,1661,190,1606,0,18305,29925,72,1447,14065,3114,94
33,0,2969,43,192,8382,3399,4354,490,0,38434,8749,0,11164,901,3174,63330,27,14215,0,0,75872,303,1648,154,1588,0,18230,29858,72,1415,14134,3062,96
34,0,2988,43,192,8694,3457,4521,508,0,38845,8755,0,11593,936,3271,63883,26,14547,0,0,77069,305,1630,164,1558,0,18586,29943,69,1442,14380,3037,91
35,0,3045,44,203,9464,3699,4972,546,0,40086,9185,0,12692,1001,3412,65501,29,15509,0,0,81476,319,1641,182,1510,0,19247,30447,74,1544,14934,3054,95
36,0,3238,44,226,10668,4141,5623,615,0,42475,10129,0,14279,1118,3700,69576,32,17189,0,0,88974,342,1674,163,1506,0,20731,31737,70,1707,16017,3124,94
37,0,3466,44,245,11490,4434,6078,642,0,45296,10927,0,15390,1190,3969,74541,36,18528,0,0,94629,363,1727,208,1559,0,22187,33556,81,1792,17341,3244,96
38,0,3567,48,250,11679,4883,6197,657,0,47481,12106,0,15296,1234,4108,77959,38,18925,0,0,96052,381,1820,241,1642,0,22921,34915,84,1900,17969,3408,102
39,0,3509,55,259,11697,5068,6240,661,0,48623,13406,0,14725,1286,4128,78952,44,19077,0,0,96343,397,1853,193,1776,0,23576,35052,87,2004,18113,3510,108
40,0,3522,59,275,11628,5419,6197,654,0,49687,14518,0,14298,1327,4241,79945,46,19018,0,0,96829,405,1895,183,1912,0,24149,35136,82,2166,18371,3480,110
41,0,3531,63,287,11700,5745,6174,646,0,50686,15515,0,14062,1363,4314,80355,51,18859,0,0,96764,420,1901,195,1995,0,24486,35044,85,2373,18654,3440,111
42,0,3496,67,294,11588,6045,6115,634,0,51306,16248,0,13877,1395,4277,80563,52,18733,0,0,96228,428,1861,214,2001,0,24529,34753,80,2497,18714,3361,108
43,0,3482,70,299,11561,6260,6061,623,0,51411,16848,0,14127,1409,4294,80667,52,18897,0,0,96516,429,1832,214,1965,0,24631,34363,94,2583,18664,3312,107
44,0,3436,70,302,11569,6427,6059,618,0,51492,17250,0,14611,1447,4208,80602,52,19070,0,0,96338,427,1797,223,1950,0,24672,34027,86,2656,18623,3229,105
45,0,3436,71,302,11555,6557,6112,613,0,51258,17352,0,15287,1452,4292,80223,51,19330,0,0,96454,429,1782,248,1974,0,24622,33719,83,2698,18595,3182,106
46,0,3438,73,300,11730,6580,6330,633,0,51148,17040,0,16423,1443,4189,80038,52,20115,0,0,98841,436,1771,258,1998,0,24739,33529,84,2694,18708,3142,105
47,0,3534,73,299,12462,6507,6935,669,0,51402,16571,0,17416,1480,4365,81731,51,21109,0,0,103309,448,1793,224,2122,0,25571,33893,89,2633,19220,3154,104
48,0,3756,77,310,12733,6678,7093,687,0,52713,16719,0,17351,1550,4425,84464,55,20963,0,0,103563,499,1832,229,2106,0,26639,34999,94,2656,19858,3293,110
49,0,3716,76,304,12599,6345,6983,685,0,53301,16002,0,16943,1501,4424,84416,50,20518,0,0,102023,508,1991,212,2089,0,26462,35569,91,2510,19818,3543,113
50,0,3699,72,289,12265,5973,6809,672,0,52365,15066,0,16268,1439,4286,82901,47,19859,0,0,99984,494,2042,434,2000,0,25929,35174,91,2368,19475,3554,114
51,0,3581,68,272,11711,5524,6483,623,0,51084,14125,0,15240,1339,4213,80937,43,18942,0,0,95984,467,2031,434,1902,0,24929,34583,75,2204,18928,3531,107
52,0,3452,64,251,10974,5028,6065,578,0,49232,13162,0,13913,1250,4023,78025,37,17616,0,0,90866,438,2012,220,1798,0,23732,33587,86,2030,18163,3483,108
53,0,3279,60,230,10301,4497,5624,535,0,46676,11940,0,12869,1136,3812,74594,34,16316,0,0,86151,404,1949,274,1637,0,22529,32185,76,1859,17137,3365,102
54,0,3120,54,212,9969,4088,5318,511,0,44330,10889,0,12558,1048,3664,71422,31,15369,0,0,82740,371,1845,238,1562,0,21517,30911,73,1706,16335,3215,94
55,0,3077,50,200,9711,3788,5143,494,0,42503,10115,0,12233,991,3594,69618,29,14858,0,0,80814,339,1742,186,1541,0,20869,30162,82,1580,15920,3108,91
56,0,3076,47,192,9595,3606,5070,488,0,41460,9644,0,12196,954,3591,68439,26,14575,1368,0,80448,329,1697,170,1470,0,20389,29727,71,1516,15604,3023,89
57,0,3041,45,189,9620,3524,5078,486,0,41063,9381,0,12178,941,3489,67706,27,14453,1351,0,80257,326,1678,153,1512,0,20211,29597,73,1469,15378,2957,86
58,0,3091,44,190,9832,3563,5163,495,0,41013,9421,0,12325,972,3553,67894,27,14643,1331,0,81009,323,1670,143,1542,0,20446,29753,78,1477,15627,2984,89
59,0,3202,45,200,10479,3788,5625,532,0,41991,9859,0,13177,1046,3737,69158,27,15482,1339,0,84212,337,1676,164,1633,0,21320,30234,79,1571,16052,3008,86
60,0,3356,48,225,11614,4227,6243,597,0,44028,10726,0,14314,1157,4056,72493,32,17057,1355,0,91596,364,1704,158,1771,0,22584,31397,84,1732,17115,3058,87
61,0,3619,47,246,12185,4536,6514,629,0,46589,11428,0,15340,1218,4334,77344,34,18333,1433,0,96677,396,1771,196,1793,0,23680,33315,85,1841,18330,3190,92
62,0,3663,49,251,12219,4849,6482,637,0,48267,12510,0,15458,1266,4348,80247,40,18755,1532,0,97188,401,1872,176,1799,0,24006,34587,90,1961,18714,3355,96
63,0,3527,54,260,12215,5212,6471,638,0,48688,13751,0,15238,1311,4412,79829,41,18975,1608,0,96808,403,1942,137,1828,0,24571,34490,94,2087,18863,3443,103
64,0,3337,59,270,12182,5605,6448,636,0,48868,14975,0,14621,1369,4442,79379,48,19142,1614,0,96840,439,1897,184,1920,0,24937,34161,94,2237,18947,3411,104
65,0,3195,64,273,12054,5887,6408,600,0,48986,15774,0,14108,1421,4444,78848,47,19158,1609,0,96041,429,1862,214,1946,0,25198,33782,84,2368,19021,3408,102
66,0,3126,68,276,11874,6151,6309,617,0,48518,16438,0,13995,1458,4387,77955,51,19021,1592,0,95078,425,1825,222,1963,0,25227,33344,87,2499,18794,3343,101
67,0,3002,70,281,11734,6306,6300,604,0,47459,16898,0,14075,1490,4289,76984,51,18993,1568,0,94238,434,1772,243,1976,0,25117,32831,92,2580,18596,3273,102
68,0,2952,72,286,11577,6467,6167,587,0,46276,17159,0,14334,1494,4230,76222,52,19034,1557,0,93218,437,1722,243,1941,0,25068,32438,77,2637,18401,3257,98
69,0,2901,73,288,11487,6570,6292,584,0,45191,17095,0,14810,1502,4132,75460,54,19276,1543,0,93287,441,1692,258,1954,0,24941,31911,98,2675,18068,3220,98
70,0,2950,74,289,11554,6567,6468,594,0,44499,16803,0,15803,1481,4144,75351,54,20021,1538,0,95547,444,1667,221,1985,0,25012,31723,76,2661,18326,3169,97
71,0,3074,74,292,12183,6550,6926,632,0,44740,16560,0,16766,1491,4316,77398,53,20888,1548,0,101637,458,1673,192,2050,0,25614,32014,89,2646,19000,3177,96
72,0,3307,79,306,12558,6732,7117,664,0,46493,16879,0,16695,1544,4466,81102,54,20775,1578,0,103784,515,1728,206,2242,0,26596,33221,88,2707,19841,3273,100
73,0,3373,77,302,12449,6434,7010,658,0,48608,16137,0,16275,1494,4508,81557,52,20340,1648,0,103292,522,1895,182,2259,0,26551,33850,81,2599,19829,3507,104
74,0,3354,73,292,12174,6081,6810,645,0,48826,15176,0,15637,1432,4409,80499,49,19730,1637,0,101909,506,1972,154,2167,0,26010,33586,96,2463,19539,3540,102
75,0,3315,69,277,11632,5663,6474,614,0,48665,14220,0,14654,1342,4415,78941,43,18835,1626,0,98959,491,1970,136,2077,0,25000,33137,85,2268,19051,3511,102
76,0,3215,63,258,10906,5166,5937,568,0,47793,13185,0,13420,1234,4211,76560,40,17620,1596,0,94328,462,1964,142,2011,0,23703,32270,85,2089,18309,3468,95
77,0,3063,58,240,10260,4645,5592,532,0,46033,11875,0,12372,1130,4057,73085,36,16376,1535,0,90254,409,1903,191,1857,0,22599,31015,76,1909,17404,3359,97
78,0,2940,52,222,9760,4220,5524,502,0,44201,10767,0,11892,1038,3888,70447,30,15497,1464,0,87368,386,1830,171,1680,0,21682,29881,74,1743,16571,3215,89
79,0,2842,48,209,9477,3907,5163,489,0,43065,9960,0,11725,984,3785,68794,30,14960,1389,0,85477,362,1738,154,1731,0,20999,29170,76,1637,15923,3093,88
80,0,2821,44,202,9348,3748,5084,483,0,42520,9449,0,11543,948,3794,67570,28,14684,1353,0,84715,348,1673,128,1656,0,20509,28885,62,1569,15637,3013,82
81,0,2816,43,199,9342,3673,5085,491,0,42375,9167,0,11534,904,3729,67258,27,14594,1320,0,84825,342,1634,141,1697,0,20247,28738,69,1547,15421,2928,87
82,0,2835,42,201,9550,3728,5233,494,0,42747,9169,0,11660,920,3771,67289,28,14858,1323,0,86507,343,1623,152,1727,0,20429,28906,75,1578,15464,2940,79
83,0,2885,43,212,10192,3961,5724,529,0,43729,9656,0,12626,1000,3910,68369,28,15749,1304,0,90241,346,1632,169,1775,0,21120,29410,74,1668,15878,2968,86
84,0,3023,44,235,11242,4406,6368,590,0,46029,10545,0,14091,1157,4181,72281,32,17441,1339,0,97691,367,1666,207,1966,0,22411,30606,77,1841,16830,3035,86
85,0,3219,44,259,11916,4798,6661,623,0,48835,11413,0,15067,1212,4466,77406,34,18698,1383,0,102386,403,1734,277,2012,0,23579,32257,78,1960,17807,3167,87
86,0,3304,48,269,11985,5103,6684,633,0,50168,12463,0,14887,1275,4504,80510,40,18980,1498,0,102360,405,1831,283,1999,0,24044,33553,87,2060,18113,3309,94
87,0,3222,53,271,12095,5415,6716,643,0,49272,13782,0,14311,1310,4484,80423,43,18973,1573,0,101061,411,1866,269,2031,0,24422,33411,82,2175,18213,3406,103
88,0,3145,57,276,12311,5768,6767,656,0,47032,15046,0,13924,1350,4483,79600,48,18855,1584,0,99453,424,1846,226,2100,0,24828,32770,88,2325,18171,3358,101
89,0,3013,61,280,12388,6070,6754,635,0,44968,15931,0,13641,1375,4415,78423,50,18700,1575,0,97364,424,1802,230,2093,0,25008,32182,87,2458,18231,3222,103
90,0,2845,63,281,12330,6302,6714,632,0,42773,16589,0,13408,1404,4326,77220,52,18456,1553,0,95775,425,1764,227,2056,0,24951,31328,83,2558,18050,3160,104
91,0,2656,65,277,12247,6424,6694,627,0,40648,17074,0,13644,1443,4272,75959,54,18441,1541,0,94578,413,1708,237,2120,0,24806,30517,86,2622,18007,3090,102
92,0,2560,69,275,12137,6439,6563,609,0,39118,17299,0,13964,1441,4273,74987,54,18442,1514,0,93468,410,1662,236,2056,0,24382,29830,96,2587,17838,3030,96
93,0,2474,71,270,11999,6280,6663,607,0,37866,17234,0,14379,1394,4167,73968,55,18611,1514,0,93005,414,1653,221,2026,0,24055,29125,95,2525,17771,2990,100
94,0,2411,72,266,11992,6094,6823,608,0,36965,16791,0,15321,1374,4147,73380,52,19223,1515,0,94566,410,1605,205,2105,0,24033,28543,85,2407,17960,2950,95
95,0,2517,71,267,12293,6012,7127,639,0,36699,16368,0,16057,1414,4200,74501,53,20078,1496,0,98457,432,1605,180,2232,0,24668,28533,96,2378,18566,2961,102
96,0,2796,75,280,12333,5971,7074,648,0,37951,16327,0,15835,1413,4286,77693,52,19891,1535,0,98880,499,1659,180,2278,0,25996,29704,87,2325,19411,3042,98
97,0,2939,72,278,12054,5725,6864,634,0,40163,15450,0,15369,1368,4180,78404,46,19379,1580,0,97204,523,1817,146,2320,0,26298,30686,77,2211,19235,3240,104
98,0,3009,68,272,11741,5483,6608,625,0,40531,14415,0,14804,1311,4175,77430,45,18874,1584,0,95065,526,1885,123,2178,0,26164,30709,86,2114,19043,3249,101
99,0,3022,64,261,11359,5179,6252,610,0,40716,13600,0,14060,1267,4054,76460,41,18184,1558,0,92189,521,1882,114,2122,0,25881,30582,78,2015,18777,3237,98
100,0,3005,61,248,10891,4805,5868,586,0,40568,12770,0,13077,1182,3952,74557,37,17166,1526,0,88575,514,1881,129,1981,0,25097,30230,83,1877,18254,3212,98
101,0,2949,56,234,10392,4371,5508,555,0,39772,11769,0,12289,1118,3803,71718,33,16064,1490,0,84168,491,1848,147,1940,0,24318,29568,74,1732,17661,3096,92
102,0,2883,51,222,10012,3980,5150,539,0,38624,10748,0,11585,1060,3613,68922,30,15127,1428,0,81126,474,1767,170,1833,0,23536,28723,71,1591,16970,2977,91
103,0,2743,47,212,9835,3719,5012,524,0,37784,10033,0,11105,1004,3555,66843,30,14519,1359,0,79576,474,1684,141,1771,0,23141,28179,70,1471,16625,2875,90
104,0,2772,44,207,9775,3553,4984,527,0,37489,9512,0,10831,979,3507,65557,28,14201,1312,0,78530,348,1640,135,1726,0,22750,27743,67,1405,16424,2779,84
105,0,2752,42,205,9868,3499,5013,529,0,37574,9230,0,10746,976,3497,65069,27,14038,1289,0,77865,342,1606,125,1717,0,22703,27674,70,1389,16342,2735,80
106,0,2797,42,209,10034,3492,5209,541,0,38068,9164,0,11115,994,3510,65232,28,14083,1270,0,78330,343,1588,99,1781,0,22825,27867,76,1385,16419,2727,81
107,0,2851,43,219,10411,3616,5516,564,0,38929,9318,0,11251,1025,3598,66164,28,14382,1278,0,79669,346,1619,105,1842,0,23357,28214,69,1418,16849,2730,84
108,0,2933,44,234,10963,3874,5894,603,0,40404,9725,0,11863,1101,3748,68211,32,14998,1288,0,80928,367,1630,116,2009,0,24091,28855,71,1490,17396,2778,79
109,0,3099,44,251,11471,4196,6258,641,0,42325,10255,0,12382,1180,3896,70710,34,15740,1302,0,83416,403,1661,148,2110,0,24900,29885,75,1605,18228,2835,87
110,0,3189,47,268,11788,4607,6470,672,0,43916,11264,0,13147,1271,3984,72800,40,16472,1355,0,85987,405,1714,184,2088,0,25561,30712,86,1730,18792,2935,88
111,0,3146,51,285,11622,4952,6473,673,0,43855,12153,0,13784,1337,4021,73553,43,17205,1415,0,87626,411,1746,167,2186,0,26050,30774,78,1875,18698,3009,91
112,0,2963,54,291,11263,5141,6345,655,0,41933,12815,0,14092,1355,3911,72645,48,17624,1446,0,88191,424,1740,133,2173,0,25737,30047,77,1937,18176,3055,99
113,0,2709,57,289,10904,5176,6252,628,0,39737,13256,0,14194,1346,3807,70938,50,17812,1486,0,87747,424,1708,146,2149,0,24990,29098,76,1973,17577,3051,95
114,0,2554,59,281,10488,5159,6061,602,0,37714,13399,0,14184,1309,3716,68978,52,17795,1478,0,86419,425,1665,149,2166,0,24060,28184,68,1992,16950,3011,95
115,0,2388,61,269,10160,5113,5804,580,0,36133,13612,0,14128,1273,3577,67159,54,17724,1457,0,84835,413,1626,150,2150,0,23199,27314,65,1987,16274,2948,96
116,0,2264,65,260,9914,5077,5600,561,0,35018,13827,0,14169,1243,3468,65555,54,17675,1440,0,83212,410,1608,147,2124,0,22530,26552,58,1973,15724,2907,91
117,0,2201,66,255,9870,5043,5652,560,0,34292,13905,0,14362,1229,3432,64439,55,17753,1410,0,82689,414,1578,144,2133,0,22116,25952,53,1939,15428,2874,90
118,0,2181,65,257,10101,5075,5849,575,0,33905,13696,0,15047,1254,3393,64512,52,18268,1406,0,83858,410,1566,141,2179,0,22151,25738,67,1916,15392,2846,88
119,0,2224,63,268,10793,5212,6361,616,0,33867,13465,0,15516,1304,3580,66326,53,18996,1424,0,88750,432,1583,142,2201,0,22902,25904,55,1950,15992,2878,92
120,0,2484,66,293,11426,5545,6611,658,0,34838,13754,0,15264,1372,3786,70230,52,18949,1479,0,91023,499,1648,158,2249,0,24735,27297,78,2050,17357,3020,93
121,0,2604,63,297,11439,5470,6654,654,0,36712,13251,0,14738,1375,3825,71218,46,18560,1558,0,90377,523,1808,157,2238,0,25161,28429,63,2009,17636,3193,99
122,0,2642,60,296,11376,5318,6626,653,0,36745,12497,0,14218,1365,3764,70770,45,18139,1547,0,89342,526,1847,139,2239,0,25322,28526,72,1951,17663,3201,99
123,0,2677,56,290,11165,5118,6510,633,0,36344,11812,0,13569,1360,3729,69871,41,17532,1518,0,87403,521,1833,101,2133,0,25033,28627,73,1881,17613,3144,98
124,0,2664,51,280,10845,4861,6248,614,0,36103,10968,0,12777,1331,3638,68614,37,16720,1492,0,84774,514,1809,68,2095,0,24672,28307,66,1793,17377,3098,96
125,0,2597,47,269,10440,4562,6098,586,0,35366,10072,0,11943,1284,3510,66416,33,15844,1437,0,81490,491,1756,52,1950,0,23930,27714,62,1698,17044,3001,96
126,0,2563,42,258,10127,4331,5849,563,0,34553,9200,0,11261,1237,3433,65205,30,15023,1378,0,79053,474,1676,12,1894,0,23412,26984,66,1596,16656,2879,92
127,0,2431,37,251,9957,4168,5767,559,0,33528,8630,0,11039,1158,3348,63663,29,14433,1322,0,77783,486,1584,12,1862,0,23185,26311,65,1524,16430,2775,84
128,0,2484,35,247,9921,4072,5744,557,0,32950,8227,0,11195,1155,3321,62723,30,14041,1280,0,77371,478,1539,135,1881,0,23029,25937,70,1482,16317,2704,85
129,0,2472,32,246,9988,4085,5803,565,0,32733,8083,0,11350,1138,3306,62390,30,13853,1248,0,77314,491,1500,125,1883,0,23097,25789,66,1489,16382,2642,83
130,0,2512,32,250,10155,4173,5937,582,0,32890,8109,0,11433,1158,3370,62424,31,13851,1241,0,77707,494,1464,99,1929,0,23340,25772,70,1510,16656,2635,84
131,0,2551,32,261,10514,4372,6132,609,0,33408,8415,0,11703,1206,3456,63263,32,14064,1227,0,78270,516,1458,105,1957,0,24026,25963,70,1564,17031,2630,86
132,0,2638,33,276,11039,4731,6471,642,0,34328,9024,0,11951,1278,3601,64169,37,14553,1240,0,79295,540,1474,116,2085,0,24637,26556,69,1661,17700,2660,83
133,0,2767,33,292,11618,5235,6843,677,0,35696,9804,0,12012,1379,3755,66175,43,15162,1270,0,81569,577,1493,17,2261,0,25492,27259,76,1798,18353,2716,87
134,0,2857,37,308,11962,5683,6963,717,0,36757,10921,0,12633,1459,3867,68199,47,15826,1322,0,83415,616,1542,12,2412,0,26491,28038,92,1947,18829,2745,90
135,0,2933,42,306,11470,5650,6565,691,0,37353,11663,0,12977,1428,3847,69430,48,16478,1389,0,83780,608,1588,288,2416,0,26213,28372,80,2003,18629,2862,90
136,0,2815,46,292,10792,5452,6120,639,0,36942,12009,0,13118,1360,3671,68894,46,16938,1425,0,82962,553,1639,288,2362,0,24784,28324,72,2003,17438,3002,93
137,0,2720,49,278,10277,5223,5768,587,0,36018,12199,0,13133,1280,3537,67880,43,16933,1451,0,81717,491,1643,111,2255,0,23436,27926,64,1981,16394,3060,93
138,0,2584,52,269,9912,5101,5630,555,0,35408,12451,0,13050,1240,3409,66842,42,16950,1462,0,80845,440,1640,118,2219,0,22845,27596,72,1963,15665,3054,94
139,0,2536,56,264,9709,5017,5455,533,0,34927,12617,0,13134,1215,3366,66544,41,17056,1484,0,79963,426,1655,120,2080,0,22642,27410,68,1938,15279,3047,96
140,0,2491,58,260,9534,4973,5406,513,0,34613,12752,0,13372,1198,3270,65976,41,17194,1474,0,79556,414,1674,129,2061,0,22250,27087,71,1943,14944,3014,93
141,0,2423,59,258,9515,4975,5449,511,0,34248,12822,0,13923,1192,3285,65724,40,17502,1455,0,80294,410,1673,139,2027,0,21740,26813,64,1955,14733,2942,92
142,0,2456,59,261,9756,5079,5622,523,0,34117,12819,0,15078,1209,3280,66367,39,18363,1462,0,83596,408,1677,162,2054,0,21824,26777,76,1976,14875,2906,89
143,0,2481,60,271,10481,5265,6149,569,0,34325,12920,0,16211,1269,3506,68926,43,19540,1475,0,90423,421,1680,174,2212,0,22352,27164,59,2017,15492,2891,96
144,0,2660,64,294,11208,5656,6543,612,0,35416,13516,0,16203,1363,3681,72394,46,19712,1522,0,93513,485,1698,181,2361,0,24168,28498,65,2134,16948,3009,97
145,0,2737,63,296,11210,5592,6584,613,0,37229,13116,0,15829,1353,3713,72912,45,19443,1596,0,93308,502,1852,172,2362,0,24495,29029,81,2098,17151,3248,101
146,0,2687,60,292,11175,5472,6608,615,0,37195,12519,0,15376,1332,3699,72260,42,19056,1594,0,92838,513,1912,151,2353,0,24604,28806,65,2042,17156,3347,105
147,0,2642,56,282,10823,5201,6357,586,0,36568,11771,0,14557,1283,3596,70719,38,18346,1572,0,90500,501,1881,122,2319,0,24058,28273,83,1940,16826,3310,98
148,0,2528,50,266,10308,4811,6174,552,0,35439,10845,0,13560,1220,3452,68289,35,17394,1535,0,86863,488,1850,84,2263,0,23135,27437,71,1815,16364,3242,98
149,0,2394,44,250,9795,4422,5892,520,0,33570,9825,0,12934,1154,3235,65204,33,16406,1467,0,83708,457,1784,67,2166,0,22427,26195,69,1683,15766,3131,95
150,0,2212,38,237,9450,4176,5651,501,0,31505,8945,0,12423,1110,3148,62720,30,15724,1389,0,81828,428,1681,2,2153,0,21807,24989,67,1581,15170,2997,90
151,0,2109,35,230,9298,4068,5582,488,0,30029,8446,0,12230,1089,3151,61160,30,15326,1337,0,81383,430,1600,2,2093,0,21489,24229,75,1536,14876,2887,89
152,0,2071,33,228,9288,4036,5602,490,0,28963,8239,0,12316,1090,3122,60265,29,15155,1288,0,81512,431,1609,0,2091,0,21543,23842,69,1511,14722,2818,84
153,0,2115,32,230,9451,4083,5731,499,0,28581,8226,0,12280,1108,3120,59996,30,15158,1270,0,82132,439,1521,0,2147,0,21790,23706,73,1533,14716,2797,84
154,0,2123,34,240,9863,4301,6063,519,0,28518,8556,0,12756,1166,3239,60337,31,15498,1250,0,83272,458,1518,0,2213,0,22688,23753,64,1605,14918,2670,84
155,0,2122,38,264,10835,4725,6712,563,0,29294,9416,0,13619,1297,3380,62627,34,16546,1264,0,88125,489,1528,17,2286,0,24038,24182,77,1761,15448,2677,84
156,0,2246,42,306,12438,5480,7715,641,0,31213,10730,0,15459,1472,3800,67113,39,18377,1284,0,96737,561,1558,69,2416,0,26861,25557,70,1977,16756,2774,85
157,0,2442,41,338,13012,5907,7926,671,0,34198,11584,0,16503,1555,4019,72670,44,19652,1344,0,102011,635,1628,59,2559,0,28881,27791,80,2075,18260,3044,87
