,YAD,AECI,HST,TAL,DUK,FPC,CPLE,CPLW,EEI,FPL,GRID,ISNE,JEA,LGEE,MISO,NSB,NYISO,NWMT,OVEC,PJM,AEC,PNM,SEC,SC,SEPA,SOCO,SWPP,SPA,TEC,TVA,WACM,WAUW,NB,ERCOT
2019-02-14 05:00:00,0,2992,40,290,11994,5156,6808,660,0,9930,0,13091,1314,4290,74642,42,17131,1749,0,95574,590,1770,71,1824,0,27511,30908,79,1916,19626,3387,120,0,0
2019-02-14 06:00:00,0,2839,36,284,11778,4909,6731,635,0,9197,0,12555,1275,4099,71549,40,16331,1713,0,93194,569,1753,71,1754,0,26443,29594,76,1819,18912,3341,119,0,0
2019-02-14 07:00:00,0,2686,33,279,11779,4801,6776,643,0,8757,0,12421,1276,4015,69727,39,15857,1665,0,91587,554,1677,83,1756,0,25841,28270,77,1781,18211,3215,119,0,0
2019-02-14 08:00:00,0,2612,31,274,11939,4867,6898,649,0,8653,0,12466,1300,3964,68676,38,15572,1589,0,91275,549,1575,77,1715,0,26451,27476,76,1778,18094,3068,121,0,0
2019-02-14 09:00:00,0,2614,30,276,12195,5007,7080,661,0,8695,0,12786,1352,3921,67815,39,15504,1529,0,91621,554,1482,79,1698,0,26650,27101,74,1816,18081,2939,116,0,0
2019-02-14 10:00:00,0,2583,32,290,12774,5328,7443,687,0,8987,0,12936,1420,3960,67592,40,15787,1489,0,92614,563,1431,62,1723,0,26747,26938,76,1923,18137,2897,118,0,0
2019-02-14 11:00:00,0,2583,37,319,13825,6046,8149,724,0,10046,0,13485,1597,4178,69212,44,16711,1469,0,96386,585,1398,99,1937,0,27642,26905,72,2176,18295,2815,113,0,0
2019-02-14 12:00:00,0,2613,42,371,15496,7017,9178,821,0,11818,0,14902,1852,4522,73673,51,18412,1468,0,104342,617,1387,100,2142,0,28811,27367,80,2502,19042,2822,114,0,0
2019-02-14 13:00:00,0,2781,42,397,16061,7473,9427,862,0,12875,0,15613,1301,4802,79341,58,19423,1464,0,108376,694,1390,66,2144,0,31813,28667,77,2594,20380,2828,103,0,0
2019-02-14 14:00:00,0,2976,40,407,15224,7065,8657,835,0,12927,0,15257,1813,4662,81023,54,19702,1478,0,105575,768,1424,88,2153,0,33555,30916,86,2512,21648,2893,106,0,0
2019-02-14 15:00:00,0,3013,42,382,13813,6372,7675,778,0,12756,0,14832,1613,4644,80358,51,19582,1542,0,102018,720,1543,137,2072,0,32629,31885,83,2364,21261,3009,109,0,0
2019-02-14 16:00:00,0,2875,44,352,12662,5735,6945,708,0,12703,0,14907,1490,4580,79278,47,19354,1659,0,99496,626,1631,76,2093,0,30451,31483,76,2236,20286,3126,123,0,0
2019-02-14 17:00:00,0,2710,47,329,11890,5300,6435,651,0,12600,0,14877,1384,4405,78057,44,19022,1734,0,97147,551,1677,48,2050,0,28404,30978,81,2137,19411,3177,122,0,0
2019-02-14 18:00:00,0,2564,49,307,11396,5050,6113,627,0,12487,0,14507,1324,4325,76385,43,18727,1709,0,95492,498,1664,41,2033,0,27015,30636,74,2074,18785,3150,123,0,0
2019-02-14 19:00:00,0,2492,51,303,11229,4950,5924,605,0,12495,0,14258,1300,4198,75356,41,18605,1700,0,94662,463,1666,52,1950,0,26112,30148,73,2042,18206,3172,121,0,0
2019-02-14 20:00:00,0,2419,53,322,11139,4917,5776,588,0,12592,0,13917,1273,4112,74636,40,18486,1685,0,93820,440,1632,85,1968,0,25324,29660,74,2030,17607,3180,125,0,0
2019-02-14 21:00:00,0,2272,56,282,11102,4921,5803,577,0,12827,0,14383,1261,4082,73669,40,18561,1670,0,93152,422,1614,55,1970,0,25138,29415,77,2042,17332,3173,118,0,0
2019-02-14 22:00:00,0,2267,59,279,11215,5032,5930,603,0,12993,0,14856,1277,3971,72891,41,18998,1645,0,94248,414,1583,39,2054,0,24789,29063,56,2065,17072,3140,122,0,0
2019-02-14 23:00:00,0,2282,61,285,11620,5145,6266,635,0,13070,0,16044,1306,3951,73416,43,19866,1634,0,96533,412,1567,70,2181,0,24750,29019,70,2098,17168,3112,118,0,0
2019-02-15 00:00:00,0,2295,66,312,12402,5502,6813,677,0,13547,0,16499,1375,4156,75284,46,20365,1624,0,100013,436,1586,87,2440,0,25062,29369,67,2209,17433,3110,117,0,0
2019-02-15 01:00:00,0,2431,67,332,12437,5610,6904,680,0,13512,0,16194,1371,4186,77904,46,20050,1659,0,99856,486,1612,73,2536,0,26021,29928,71,2232,18241,3143,116,0,0
2019-02-15 02:00:00,0,2720,64,329,12230,5405,6873,660,0,12893,0,15669,1330,4124,77754,44,19535,1697,0,98422,540,1641,62,2588,0,26873,31325,71,2155,18755,3184,122,0,0
2019-02-15 03:00:00,0,2804,58,318,11767,5087,6626,637,0,12027,0,14825,1262,3961,76500,40,18697,1740,0,95496,541,1704,151,2535,0,26745,31746,70,2026,18855,3307,123,0,0
2019-02-15 04:00:00,0,2847,52,306,11122,4637,6248,591,0,11023,0,13705,1175,3818,74157,37,17560,1777,0,91913,534,1763,137,2484,0,25890,31657,74,1856,17602,3388,130,0,0
2019-02-15 05:00:00,0,2868,45,295,10448,4204,5875,552,0,9909,0,12916,1090,3640,71420,33,16379,1761,0,87823,507,1730,71,2405,0,24593,31078,66,1703,17287,3334,129,0,0
2019-02-15 06:00:00,0,2902,39,285,9997,3916,5607,525,0,8990,0,12488,1028,3439,69120,30,15480,1728,0,85191,475,1696,71,2438,0,23466,30180,70,1568,16611,3274,130,0,0
2019-02-15 07:00:00,0,2816,36,282,9791,3745,5456,513,0,8456,0,12406,993,3363,67716,29,14997,1689,0,83386,444,1623,83,2406,0,22328,29209,58,1492,14934,3170,124,0,0
2019-02-15 08:00:00,0,2857,34,277,9739,3682,5432,514,0,8172,0,12275,997,3282,67619,29,14712,1604,0,82354,429,1532,77,2470,0,22543,28705,63,1454,14729,3008,122,0,0
2019-02-15 09:00:00,0,2869,32,279,9796,3720,5442,520,0,8071,0,12274,1001,3273,67586,30,14618,1544,0,82355,419,1439,79,2593,0,22451,28511,56,1465,14372,2894,113,0,0
2019-02-15 10:00:00,0,2946,34,288,10068,3888,5586,537,0,8269,0,12350,1077,3239,68293,30,14832,1522,0,83156,418,1387,62,2733,0,22451,28488,61,1522,14253,2677,116,0,0
2019-02-15 11:00:00,0,3013,39,310,10871,4375,6047,579,0,9163,0,13014,1205,3407,69284,33,15675,1484,0,85459,419,1360,99,2923,0,22477,28670,68,1700,14188,2728,110,0,0
2019-02-15 12:00:00,0,3101,43,354,12236,5127,6751,642,0,10584,0,14337,1382,3744,73240,40,17265,1480,0,91972,437,1339,100,3345,0,22526,29236,73,1957,14825,2715,116,0,0
2019-02-15 13:00:00,0,3275,42,383,12707,5552,6943,678,0,11441,0,15152,1455,3969,78861,45,18361,1488,0,96539,475,1331,66,3393,0,24481,30559,66,2047,16066,2721,111,0,0
2019-02-15 14:00:00,0,3540,43,369,12485,5523,6687,676,0,11994,0,15226,1462,4039,81228,47,18874,1505,0,96905,521,1361,88,3182,0,25927,32624,85,2038,17335,2776,112,0,0
2019-02-15 15:00:00,0,3603,47,340,12225,5338,6379,661,0,12506,0,15116,1440,4113,81442,44,19118,1540,0,96058,501,1439,137,2715,0,25856,34018,86,2037,17457,2917,116,0,0
2019-02-15 16:00:00,0,3637,50,325,11870,5261,6150,631,0,13050,0,15265,1397,4161,81467,44,19251,1634,0,94806,472,1547,76,2473,0,25708,34301,93,2068,17463,3123,124,0,0
2019-02-15 17:00:00,0,3648,54,314,11324,5229,5943,596,0,13513,0,15191,1345,4099,81482,44,19212,1729,0,93017,454,1574,48,2255,0,25401,34603,97,2088,17451,3197,129,0,0
2019-02-15 18:00:00,0,3687,58,304,10976,5274,5768,576,0,13855,0,15122,1312,4132,81115,41,19020,1708,0,91357,431,1566,41,2133,0,25052,34733,79,2118,17426,3258,131,0,0
2019-02-15 19:00:00,0,3718,62,295,10795,5323,5697,570,0,14231,0,14932,1283,4213,80602,41,18735,1546,0,90229,425,1538,52,2041,0,24516,34530,89,2154,17222,3234,129,0,0
2019-02-15 20:00:00,0,3697,65,291,10690,5355,5596,558,0,14459,0,14653,1262,4182,80154,42,18455,1825,0,89654,406,1516,85,1997,0,24169,34142,92,2174,17240,3289,126,0,0
2019-02-15 21:00:00,0,3681,67,302,10660,5411,5634,559,0,14500,0,14578,1255,4123,79393,41,18375,1636,0,89634,399,1491,55,1961,0,23781,33969,79,2192,17178,3193,125,0,0
2019-02-15 22:00:00,0,3676,68,272,10708,5451,5692,570,0,14269,0,14904,1262,4114,78902,43,18715,1612,0,90352,393,1461,39,2033,0,23486,33774,84,2213,17172,3104,124,0,0
2019-02-15 23:00:00,0,3744,68,276,10910,5415,5880,592,0,14014,0,15576,1265,4209,79427,42,19427,1593,0,92815,400,1438,70,2138,0,23449,33660,83,2201,17446,3048,119,0,0
2019-02-16 00:00:00,0,3801,71,290,11417,5555,6234,615,0,14177,0,15613,1340,4375,81239,46,19647,1569,0,95588,411,1438,87,2368,0,23774,33732,90,2238,17904,2981,121,0,0
2019-02-16 01:00:00,0,3903,70,293,11165,5553,6211,611,0,13880,0,15101,1352,4371,82800,44,19280,1564,0,94984,441,1429,73,2397,0,24549,34104,95,2225,18730,2976,119,0,0
2019-02-16 02:00:00,0,3982,67,284,11037,5284,6066,600,0,13154,0,14496,1303,4331,82013,42,18724,1591,0,93515,468,1458,62,2355,0,24761,34921,87,2128,18880,3010,121,0,0
2019-02-16 03:00:00,0,3971,60,272,10656,4955,5834,577,0,12346,0,13960,1247,4243,80488,39,17988,1630,0,91042,458,1511,151,2325,0,24374,34797,80,2009,18661,3133,122,0,0
2019-02-16 04:00:00,0,3906,54,264,10141,4542,5485,549,0,11458,0,13039,1171,4101,78177,35,17039,1685,0,87633,437,1587,137,2221,0,23588,34267,99,1855,18385,3222,128,0,0
2019-02-16 05:00:00,0,3814,48,240,9536,4145,5195,514,0,10280,0,12366,1098,3989,75156,32,16045,1676,0,84559,422,1593,36,2063,0,22517,33590,87,1690,17919,3204,126,0,0
2019-02-16 06:00:00,0,3691,41,226,9076,3799,4879,486,0,9290,0,12014,1033,3878,72553,30,15293,1651,0,82165,386,1589,71,2003,0,21392,32595,74,1561,17288,3193,122,0,0
2019-02-16 07:00:00,0,3580,37,215,8768,3596,4691,471,0,8611,0,11900,987,3862,70505,28,14835,1610,0,81144,366,1539,83,1955,0,20410,31654,80,1489,16662,3094,121,0,0
2019-02-16 08:00:00,0,3543,35,206,8607,3504,4630,467,0,8237,0,11742,972,3787,69119,28,14536,1553,0,80479,366,1465,77,1953,0,20055,30994,80,1463,16538,2997,118,0,0
2019-02-16 09:00:00,0,3486,33,196,8573,3477,4591,463,0,8035,0,11703,972,3809,68668,27,14423,1493,0,80550,419,1389,79,1848,0,19913,30683,80,1450,16347,2917,115,0,0
2019-02-16 10:00:00,0,3523,32,196,8639,3539,4668,469,0,8029,0,11874,988,3843,68486,30,14513,1451,0,81126,418,1385,62,1893,0,19639,30668,80,1460,15410,2818,114,0,0
2019-02-16 11:00:00,0,3533,34,201,8882,3702,4829,489,0,8302,0,11952,1039,3890,69274,30,14882,1431,0,82947,419,1292,99,2106,0,19569,30786,82,1510,16260,2787,111,0,0
2019-02-16 12:00:00,0,3560,35,212,9332,4044,5089,516,0,8895,0,12291,1101,4069,70977,35,15601,1415,0,86430,437,1301,65,2353,0,19223,31009,89,1607,16563,2769,111,0,0
2019-02-16 13:00:00,0,3659,36,223,9900,4369,5430,557,0,9787,0,12913,1160,4181,73606,37,16263,1420,0,90034,475,1297,85,2387,0,19484,31692,85,1696,17262,2801,111,0,0
2019-02-16 14:00:00,0,3781,40,234,10484,4738,5805,586,0,11049,0,13157,1225,4310,75178,44,16865,1422,0,92158,521,1315,85,2329,0,20274,32626,83,1842,18041,2813,112,0,0
2019-02-16 15:00:00,0,3859,47,248,10985,4928,6151,597,0,12079,0,12798,1256,4330,76712,43,17187,1450,0,94012,501,1367,137,2245,0,21311,33282,86,1961,18731,2883,111,0,0
2019-02-16 16:00:00,0,3906,52,260,11250,5064,6389,587,0,12869,0,12528,1266,4288,77616,44,17280,1503,0,94247,472,1418,76,2189,0,22298,33966,110,2064,19597,2967,114,0,0
2019-02-16 17:00:00,0,3836,58,266,11274,5183,6523,572,0,13445,0,12288,1264,4197,77164,44,17202,1561,0,93319,454,1468,48,2083,0,22820,34262,91,2146,19746,3063,115,0,0
2019-02-16 18:00:00,0,3717,62,270,11114,5285,6609,546,0,13959,0,12056,1250,4044,76008,44,17061,1610,0,91815,431,1497,41,2027,0,22764,34097,97,2194,19694,3177,120,0,0
2019-02-16 19:00:00,0,3573,65,271,10958,5338,6660,534,0,14257,0,11853,1255,3842,74382,44,16806,1619,0,89811,425,1489,52,2000,0,22690,33521,104,2234,19296,3193,118,0,0
2019-02-16 20:00:00,0,3423,66,268,10848,5404,6716,521,0,14520,0,11950,1251,3721,72983,43,16713,1624,0,88088,406,1495,85,1979,0,22674,32830,89,2255,18814,3263,114,0,0
2019-02-16 21:00:00,0,3355,69,267,10800,5456,6839,525,0,14681,0,12479,1254,3728,72163,43,16841,1607,0,87679,399,1491,55,1958,0,22457,32289,86,2288,18288,3146,118,0,0
2019-02-16 22:00:00,0,3265,69,267,10914,5490,7038,535,0,14626,0,13289,1270,3754,72058,45,17334,1573,0,88640,393,1479,39,2010,0,21964,31890,79,2286,18084,3219,118,0,0
2019-02-16 23:00:00,0,3217,68,270,11184,5447,7355,568,0,14352,0,14551,1257,3818,72897,45,18256,1560,0,92224,400,1477,70,2061,0,21904,31889,73,2247,17976,3163,115,0,0
2019-02-17 00:00:00,0,3328,68,284,11797,5559,7696,590,0,14356,0,15056,1335,4044,75299,47,18891,1547,0,96954,411,1468,87,2181,0,22027,32140,88,2263,18338,3213,114,0,0
2019-02-17 01:00:00,0,3527,67,292,11815,5560,7680,603,0,14103,0,14780,1320,4127,77698,45,18733,1559,0,97774,441,1476,73,2188,0,23015,32698,93,2238,19043,3202,113,0,0
2019-02-17 02:00:00,0,3603,63,282,11670,5297,7608,593,0,13339,0,14388,1297,4134,77005,44,18424,1574,0,97038,468,1521,62,2156,0,23629,33520,92,2143,19433,3227,118,0,0
2019-02-17 03:00:00,0,3588,60,268,11410,4982,7457,572,0,12540,0,13833,1233,4101,75867,39,17898,1627,0,95552,458,1617,151,2064,0,23300,33347,77,2028,19175,3283,120,0,0
2019-02-17 04:00:00,0,3498,56,251,11042,4609,7210,546,0,11605,0,13114,1155,4047,73855,36,17221,1686,0,93230,437,1732,137,1962,0,22788,32832,85,1888,18910,3380,123,0,0
2019-02-17 05:00:00,0,3437,51,234,10593,4188,6982,518,0,10541,0,12490,1074,3958,71450,32,16435,1676,0,90869,422,1725,36,1890,0,21976,32126,79,1750,18304,3363,123,0,0
2019-02-17 06:00:00,0,3311,46,218,10233,3859,6812,497,0,9539,0,12155,1005,3835,69223,28,15824,1651,0,88835,386,1705,71,1791,0,21381,31201,88,1615,17662,3321,120,0,0
2019-02-17 07:00:00,0,3186,41,206,10041,3567,6747,489,0,8821,0,11860,946,3767,67577,26,15413,1630,0,87698,366,1660,83,1717,0,20721,30195,72,1497,16861,3227,121,0,0
2019-02-17 08:00:00,0,3115,39,198,9979,3417,6744,485,0,8409,0,11721,921,3739,66296,27,15155,1575,0,86791,272,1600,77,1686,0,19964,29458,78,1430,16432,3131,114,0,0
2019-02-17 09:00:00,0,3068,37,193,10037,3341,6786,489,0,8165,0,11700,913,3687,65612,25,15032,1524,0,86296,318,1515,79,1707,0,19425,29046,73,1403,16047,3027,113,0,0
2019-02-17 10:00:00,0,3082,35,192,10184,3325,6868,497,0,8090,0,11840,901,3738,65611,25,15087,1490,0,86861,299,1445,62,1703,0,19334,28865,70,1396,15897,2954,109,0,0
2019-02-17 11:00:00,0,3063,36,195,10510,3406,7039,520,0,8181,0,12201,915,3746,66087,28,15374,1475,0,87738,305,1436,99,1774,0,19344,28866,77,1419,15770,2904,110,0,0
2019-02-17 12:00:00,0,3072,37,203,11007,3650,7283,551,0,8597,0,12595,929,3862,66722,29,15861,1480,0,90512,306,1418,65,1907,0,19527,29100,81,1490,15879,2884,112,0,0
2019-02-17 13:00:00,0,3159,39,211,11598,3962,7560,598,0,9363,0,12859,1006,3956,67695,33,16279,1486,0,92771,317,1428,85,1989,0,19542,29702,69,1573,16175,2914,110,0,0
2019-02-17 14:00:00,0,3249,48,225,12293,4468,7839,648,0,11060,0,12733,1105,4066,68929,39,16633,1503,0,93511,334,1444,85,2115,0,20239,30535,85,1758,16692,2944,112,0,0
2019-02-17 15:00:00,0,3393,57,244,12653,4939,7877,678,0,12746,0,12435,1183,4191,71163,43,16781,1519,0,93122,362,1477,137,2214,0,21316,31163,81,1936,17183,3001,113,0,0
2019-02-17 16:00:00,0,3501,63,258,12777,5282,7670,684,0,13948,0,12152,1234,4104,72607,46,16856,1577,0,92755,407,1537,76,2209,0,22567,31689,90,2101,17580,3053,120,0,0
2019-02-17 17:00:00,0,3528,68,267,12825,5589,7523,680,0,14812,0,12159,1266,4136,73044,46,16777,1645,0,92740,421,1554,48,2178,0,23184,31820,85,2250,17759,3111,121,0,0
2019-02-17 18:00:00,0,3483,71,276,12929,5897,7478,675,0,15541,0,11748,1312,4152,73308,47,16802,1696,0,93765,420,1545,41,2100,0,23303,31562,76,2402,17633,3174,121,0,0
2019-02-17 19:00:00,0,3439,73,282,12934,6229,7454,660,0,16035,0,11802,1322,4032,73558,48,16999,1721,0,93615,418,1517,52,2082,0,23450,31147,84,2530,17407,3183,130,0,0
2019-02-17 20:00:00,0,3370,75,284,12893,6424,7453,649,0,16331,0,12099,1325,3939,73392,50,17010,1719,0,92613,434,1510,85,2039,0,23474,30725,71,2615,17357,3143,122,0,0
2019-02-17 21:00:00,0,3315,76,285,12846,6599,7476,645,0,16454,0,12685,1334,3932,73176,49,17109,1699,0,92493,436,1515,55,2025,0,23880,30164,58,2677,17209,3122,126,0,0
2019-02-17 22:00:00,0,3238,77,287,13042,6642,7580,642,0,16424,0,13762,1321,3994,73501,50,17630,1685,0,94352,442,1502,39,2087,0,23727,29666,80,2685,17071,3096,121,0,0
2019-02-17 23:00:00,0,3242,75,290,13365,6616,7831,666,0,16031,0,15117,1309,4056,74641,49,18634,1668,0,97669,440,1483,70,2105,0,23766,29440,60,2643,17163,3068,122,0,0
2019-02-18 00:00:00,0,3238,75,302,13766,6563,8050,690,0,15769,0,15596,1347,4157,76966,51,19184,1651,0,100077,447,1464,87,2137,0,24147,29658,71,2586,17651,3059,123,0,0
2019-02-18 01:00:00,0,3409,75,312,13707,6498,7940,686,0,15565,0,15233,1354,4155,78896,50,18926,1665,0,99835,464,1487,73,2217,0,24977,30692,77,2548,18281,3106,122,0,0
2019-02-18 02:00:00,0,3580,73,305,13487,6137,7755,673,0,14827,0,14711,1298,4118,78501,47,18539,1682,0,98444,496,1534,62,2235,0,25394,32378,76,2416,18386,3267,125,0,0
2019-02-18 03:00:00,0,3679,69,290,12937,5651,7372,631,0,13883,0,13947,1222,4013,76903,42,17946,1738,0,95501,489,1621,29,2225,0,25090,33139,79,2266,18394,3390,126,0,0
2019-02-18 04:00:00,0,3657,65,270,12317,5093,6952,591,0,12869,0,13049,1130,3832,74493,39,17165,1797,0,91715,463,1756,29,2151,0,24263,33077,71,2079,17997,3478,130,0,0
2019-02-18 05:00:00,0,3565,59,250,11713,4511,6552,555,0,11577,0,12267,1038,3691,71856,34,16300,1791,0,88474,437,1750,36,2021,0,23067,32637,66,1890,17492,3455,131,0,0
2019-02-18 06:00:00,0,3449,54,231,11298,4052,6196,526,0,10682,0,12078,961,3641,69591,30,15623,1755,0,85753,396,1730,84,2013,0,22180,31743,76,1725,16741,3403,128,0,0
2019-02-18 07:00:00,0,3356,49,216,11027,3740,6129,508,0,9962,0,12206,908,3567,68180,28,15224,1705,0,84615,360,1669,77,2033,0,21449,30936,68,1618,16196,3303,128,0,0
2019-02-18 08:00:00,0,3338,47,207,10900,3564,6058,498,0,9546,0,12284,884,3606,67449,26,14997,1633,0,84674,331,1585,73,2019,0,20918,30421,72,1554,15970,3167,122,0,0
2019-02-18 09:00:00,0,3341,44,203,10898,3488,6040,509,0,9400,0,12468,877,3661,67407,26,14920,1564,0,84892,318,1519,70,2059,0,20827,30420,75,1524,15903,3065,117,0,0
2019-02-18 10:00:00,0,3388,46,205,11113,3546,6201,520,0,9495,0,12424,898,3731,68199,26,15113,1534,0,85424,303,1469,73,2092,0,20571,30594,66,1570,16020,2995,121,0,0
2019-02-18 11:00:00,0,3446,47,219,11885,3806,6609,555,0,10053,0,12835,958,3987,70479,28,15724,1530,0,88938,312,1467,78,2155,0,20587,30963,75,1679,16533,2988,110,0,0
2019-02-18 12:00:00,0,3539,48,246,13062,4260,7258,626,0,10941,0,13495,1066,4347,74731,31,16735,1536,0,94942,316,1430,88,2260,0,21522,31634,78,1840,17523,2977,115,0,0
2019-02-18 13:00:00,0,3668,47,268,13580,4683,7527,656,0,11839,0,14375,1128,4640,80373,37,17564,1536,0,99283,353,1441,96,2405,0,23016,33151,99,1945,18703,3004,117,0,0
2019-02-18 14:00:00,0,3918,53,278,13416,5075,7504,668,0,13378,0,15120,1201,4693,82732,40,18343,1557,0,100850,388,1470,106,2540,0,24608,35333,96,2085,20057,3059,117,0,0
2019-02-18 15:00:00,0,3971,60,288,12829,5482,7371,676,0,14977,0,15712,1285,4780,83441,46,19008,1594,0,101716,414,1537,114,2592,0,25298,36462,95,2232,20673,3192,119,0,0
2019-02-18 16:00:00,0,3930,66,287,12144,5855,7135,657,0,16368,0,16083,1389,4859,83629,48,19461,1698,0,101541,423,1637,134,2596,0,25781,36666,97,2386,21018,3340,127,0,0
2019-02-18 17:00:00,0,3770,72,287,11650,6258,6687,652,0,17403,0,16212,1487,4833,82965,51,19597,1762,0,100359,444,1663,94,2456,0,25864,36361,92,2543,20832,3416,131,0,0
2019-02-18 18:00:00,0,3588,77,288,11381,6623,6341,645,0,18174,0,16158,1559,4831,81880,54,19392,1785,0,99416,445,1647,49,2452,0,25668,35791,91,2694,20519,3498,133,0,0
2019-02-18 19:00:00,0,3428,81,287,11324,6969,6114,625,0,18779,0,16008,1603,4779,80749,55,19333,1801,0,98796,451,1613,55,2368,0,25201,34872,103,2842,20084,3523,132,0,0
2019-02-18 20:00:00,0,3258,83,284,11169,7278,5978,607,0,19155,0,15809,1573,4711,79908,57,19246,1787,0,98263,449,1606,58,2376,0,24846,33884,82,2976,19568,3556,131,0,0
2019-02-18 21:00:00,0,3145,85,280,11115,7393,5940,603,0,19236,0,15789,1513,4672,79043,58,19169,1773,0,98473,446,1577,57,2372,0,24645,33150,82,3065,19107,3476,122,0,0
2019-02-18 22:00:00,0,3092,86,286,11208,7472,6048,616,0,19014,0,16088,1470,4644,78872,59,19432,1749,0,100406,444,1584,51,2364,0,24348,32606,80,3077,18870,3418,122,0,0
2019-02-18 23:00:00,0,3106,86,284,11605,7417,6175,654,0,18414,0,16892,1495,4730,79709,60,20174,1728,0,103749,455,1562,48,2461,0,24520,32456,83,3031,18971,3388,122,0,0
2019-02-19 00:00:00,0,3244,88,310,12525,7355,6882,709,0,18114,0,17167,1523,4888,82398,58,20892,1710,0,107760,484,1586,47,2535,0,25114,32855,84,2988,19570,3381,118,0,0
2019-02-19 01:00:00,0,3449,88,326,12819,7231,7013,724,0,17738,0,16686,1515,4894,85397,55,20676,1717,0,108123,529,1622,48,2574,0,26678,33824,94,2933,20848,3333,119,0,0
2019-02-19 02:00:00,0,3676,84,309,12670,6683,6970,717,0,16622,0,16067,1440,4882,85160,49,20190,1725,0,106614,571,1677,140,2463,0,27573,35429,98,2738,21791,3534,120,0,0
2019-02-19 03:00:00,0,3702,78,297,12227,6069,6742,689,0,15470,0,15200,1331,4704,83664,43,19410,1785,0,103249,556,1781,124,2409,0,27329,35809,91,2504,21945,3624,127,0,0
2019-02-19 04:00:00,0,3704,70,276,11545,5333,6401,656,0,14119,0,14177,1206,4550,80717,39,18394,1853,0,98494,527,1904,110,2203,0,26478,35574,106,2252,21695,3716,133,0,0
2019-02-19 05:00:00,0,3594,62,247,11074,4655,6107,617,0,12581,0,13339,1081,4399,77175,34,17359,1860,0,95225,498,1902,92,2085,0,25159,34769,86,2016,21031,3689,135,0,0
2019-02-19 06:00:00,0,3454,56,218,10684,4174,5955,598,0,11254,0,13041,992,4275,74668,30,16604,1814,0,93558,443,1884,79,1983,0,24089,33408,97,1825,20152,3610,135,0,0
2019-02-19 07:00:00,0,3353,51,205,10606,3863,5949,584,0,10396,0,13042,926,4259,73759,27,16212,1758,0,92406,416,1813,74,1971,0,23220,32401,90,1692,19587,3526,128,0,0
2019-02-19 08:00:00,0,3285,48,197,10674,3653,6059,636,0,9882,0,13241,892,4250,73095,27,16023,1682,0,92257,397,1705,70,1873,0,23059,31771,88,1594,19152,3401,125,0,0
2019-02-19 09:00:00,0,3286,47,193,10830,3559,6214,610,0,9667,0,13339,879,4244,72614,25,15998,1620,0,93029,380,1605,64,1916,0,23145,31555,84,1542,19048,3283,123,0,0
2019-02-19 10:00:00,0,3298,47,194,11375,3600,6533,635,0,9726,0,13599,918,4341,73308,26,16299,1598,0,94664,385,1557,75,1922,0,23145,31531,83,1545,19228,3206,120,0,0
2019-02-19 11:00:00,0,3340,50,211,12409,3920,7193,689,0,10419,0,14158,1011,4507,74702,28,17149,1590,0,99438,391,1532,83,2079,0,23397,31636,91,1694,19571,3169,123,0,0
2019-02-19 12:00:00,0,3449,53,248,14065,4543,8117,773,0,11726,0,15466,1184,4886,79316,33,18600,1597,0,108167,410,1516,100,2245,0,23622,32159,89,1925,20228,3170,117,0,0
2019-02-19 13:00:00,0,3611,51,276,14728,4879,8458,818,0,12575,0,16355,1228,5128,85183,37,19659,1595,0,112371,463,1517,102,2311,0,25843,33498,93,1986,21745,3103,122,0,0
2019-02-19 14:00:00,0,3889,55,286,14518,5057,8254,809,0,13667,0,16450,1256,5124,86679,41,20021,1610,0,110047,520,1560,101,2308,0,27609,35796,98,2036,23193,3154,122,0,0
2019-02-19 15:00:00,0,3879,60,289,14217,5277,8042,785,0,14860,0,16219,1271,5024,86044,43,20147,1679,0,106403,511,1637,102,2349,0,27923,36790,95,2140,23210,3283,121,0,0
2019-02-19 16:00:00,0,3761,64,292,14061,5643,7912,743,0,15948,0,15935,1292,4878,84679,46,20022,1795,0,103627,498,1763,111,2302,0,28183,36628,107,2266,22838,3468,130,0,0
2019-02-19 17:00:00,0,3631,69,311,13910,6022,7840,795,0,16885,0,15600,1300,4784,83556,47,19827,1890,0,101017,493,1793,113,2204,0,28322,36337,104,2454,22364,3541,137,0,0
2019-02-19 18:00:00,0,3534,72,305,13809,6479,7841,744,0,17632,0,15807,1298,4679,82372,47,19641,1867,0,99133,490,1810,111,2117,0,28473,36085,92,2667,22143,3559,131,0,0
2019-02-19 19:00:00,0,3390,73,305,13812,6893,7807,733,0,18044,0,15750,1307,4626,81404,50,19444,1815,0,98415,474,1815,110,2059,0,28563,35623,94,2860,21822,3543,129,0,0
2019-02-19 20:00:00,0,3282,75,307,13840,7196,7775,724,0,18380,0,15596,1316,4543,80728,48,19268,1718,0,98448,470,1799,61,2011,0,28721,35199,103,2991,21788,3515,127,0,0
2019-02-19 21:00:00,0,3301,76,307,13964,7449,7878,738,0,18461,0,15744,1312,4560,80101,51,19369,1697,0,98836,458,1737,57,1975,0,28793,35024,95,3085,21719,3453,123,0,0
2019-02-19 22:00:00,0,3330,79,293,14344,7527,8096,760,0,18237,0,15916,1341,4541,79984,52,19891,1731,0,99949,449,1708,64,1935,0,28990,34808,89,3108,21632,3426,118,0,0
