,YAD,AECI,HST,TAL,DUK,FPC,CPLE,CPLW,EEI,FPL,GRID,ISNE,JEA,LGEE,MISO,NSB,NYISO,NWMT,OVEC,PJM,AEC,PNM,SEC,SC,SEPA,SOCO,SWPP,SPA,TEC,TVA,WACM,WAUW,NB,ERCOT
2019-01-02 16:00:00,0,3509,59,275,11628,5419,6197,654,0,14518,0,14298,1327,4241,79945,46,19018,1498,0,96829,397,1820,183,1912,0,23576,35052,61,2166,18113,3408,102,0,0
2019-01-02 17:00:00,0,3522,63,287,11700,5745,6174,646,0,15515,0,14062,1363,4314,80355,51,18859,1573,0,96764,405,1853,195,1995,0,24149,35136,82,2373,18371,3510,108,0,0
2019-01-02 18:00:00,0,3531,67,294,11588,6045,6115,634,0,16248,0,13877,1395,4277,80563,52,18733,1584,0,96228,420,1895,214,2001,0,24486,35044,85,2497,18654,3480,110,0,0
2019-01-02 19:00:00,0,3496,70,299,11561,6260,6061,623,0,16848,0,14127,1409,4294,80667,52,18897,1575,0,96516,428,1901,214,1965,0,24529,34753,80,2583,18714,3440,111,0,0
2019-01-02 20:00:00,0,3482,70,302,11569,6427,6059,618,0,17250,0,14611,1447,4208,80602,52,19070,1553,0,96338,429,1861,223,1950,0,24631,34363,73,2656,18664,3361,108,0,0
2019-01-02 21:00:00,0,3436,71,302,11555,6557,6112,613,0,17352,0,15287,1452,4292,80223,51,19330,1541,0,96454,427,1832,248,1974,0,24672,34027,86,2698,18623,3312,107,0,0
2019-01-02 22:00:00,0,3436,73,300,11730,6580,6330,633,0,17040,0,16423,1443,4189,80038,52,20115,1514,0,98841,429,1797,258,1998,0,24622,33719,83,2694,18595,3229,105,0,0
2019-01-02 23:00:00,0,3438,73,299,12462,6507,6935,669,0,16571,0,17416,1480,4365,81731,51,21109,1514,0,103309,436,1782,224,2122,0,24739,33529,84,2633,18708,3182,106,0,0
2019-01-03 00:00:00,0,3534,77,310,12733,6678,7093,687,0,16719,0,17351,1550,4425,84464,55,20963,1613,0,103563,448,1771,229,2106,0,25571,33893,89,2656,19220,3142,105,0,0
2019-01-03 01:00:00,0,3756,76,304,12599,6345,6983,685,0,16002,0,16943,1501,4424,84416,50,20518,1613,0,102023,499,1793,212,2089,0,26639,34999,94,2510,19858,3154,104,0,0
2019-01-03 02:00:00,0,3716,72,289,12265,5973,6809,672,0,15066,0,16268,1439,4286,82901,47,19859,1613,0,99984,508,1832,166,2000,0,26462,35569,91,2368,19818,3293,110,0,0
2019-01-03 03:00:00,0,3699,68,272,11711,5524,6483,623,0,14125,0,15240,1339,4213,80937,43,18942,1700,0,95984,494,1991,195,1902,0,25929,35174,91,2204,19475,3543,113,0,0
2019-01-03 04:00:00,0,3581,64,251,10974,5028,6065,578,0,13162,0,13913,1250,4023,78025,37,17616,1689,0,90866,467,2042,220,1798,0,24929,34583,75,2030,18928,3554,114,0,0
2019-01-03 05:00:00,0,3452,60,230,10301,4497,5624,535,0,11940,0,12869,1136,3812,74594,34,16316,1664,0,86151,438,2031,274,1637,0,23732,33587,86,1859,18163,3531,107,0,0
2019-01-03 06:00:00,0,3279,54,212,9969,4088,5318,511,0,10889,0,12558,1048,3664,71422,31,15369,1642,0,82740,404,2012,238,1562,0,22529,32185,76,1706,17137,3483,108,0,0
2019-01-03 07:00:00,0,3120,50,200,9711,3788,5143,494,0,10115,0,12233,991,3594,69618,29,14858,1614,0,80814,371,1949,186,1541,0,21517,30911,73,1580,16335,3365,102,0,0
2019-01-03 08:00:00,0,3077,47,192,9595,3606,5070,488,0,9644,0,12196,954,3591,68439,26,14575,1581,0,80448,339,1845,170,1470,0,20869,30162,82,1516,15920,3215,94,0,0
2019-01-03 09:00:00,0,3076,45,189,9620,3524,5078,486,0,9381,0,12178,941,3489,67706,27,14453,1545,0,80257,329,1742,153,1512,0,20389,29727,71,1469,15604,3108,91,0,0
2019-01-03 10:00:00,0,3041,44,190,9832,3563,5163,495,0,9421,0,12325,972,3553,67894,27,14643,1368,0,81009,326,1697,143,1542,0,20211,29597,73,1477,15378,3023,89,0,0
2019-01-03 11:00:00,0,3091,45,200,10479,3788,5625,532,0,9859,0,13177,1046,3737,69158,27,15482,1351,0,84212,323,1678,164,1633,0,20446,29753,78,1571,15627,2957,86,0,0
2019-01-03 12:00:00,0,3202,48,225,11614,4227,6243,597,0,10726,0,14314,1157,4056,72493,32,17057,1331,0,91596,337,1670,158,1771,0,21320,30234,79,1732,16052,2984,89,0,0
2019-01-03 13:00:00,0,3356,47,246,12185,4536,6514,629,0,11428,0,15340,1218,4334,77344,34,18333,1339,0,96677,364,1676,196,1793,0,22584,31397,84,1841,17115,3008,86,0,0
2019-01-03 14:00:00,0,3619,49,251,12219,4849,6482,637,0,12510,0,15458,1266,4348,80247,40,18755,1355,0,97188,396,1704,176,1799,0,23680,33315,85,1961,18330,3058,87,0,0
2019-01-03 15:00:00,0,3663,54,260,12215,5212,6471,638,0,13751,0,15238,1311,4412,79829,41,18975,1433,0,96808,401,1771,137,1828,0,24006,34587,90,2087,18714,3190,92,0,0
2019-01-03 16:00:00,0,3527,59,270,12182,5605,6448,636,0,14975,0,14621,1369,4442,79379,48,19142,1532,0,96840,403,1872,184,1920,0,24571,34490,94,2237,18863,3355,96,0,0
2019-01-03 17:00:00,0,3337,64,273,12054,5887,6408,600,0,15774,0,14108,1421,4444,78848,47,19158,1608,0,96041,439,1942,214,1946,0,24937,34161,94,2368,18947,3443,103,0,0
2019-01-03 18:00:00,0,3195,68,276,11874,6151,6309,617,0,16438,0,13995,1458,4387,77955,51,19021,1614,0,95078,429,1897,222,1963,0,25198,33782,84,2499,19021,3411,104,0,0
2019-01-03 19:00:00,0,3126,70,281,11734,6306,6300,604,0,16898,0,14075,1490,4289,76984,51,18993,1609,0,94238,425,1862,243,1976,0,25227,33344,87,2580,18794,3408,102,0,0
2019-01-03 20:00:00,0,3002,72,286,11577,6467,6167,587,0,17159,0,14334,1494,4230,76222,52,19034,1592,0,93218,434,1825,243,1941,0,25117,32831,92,2637,18596,3343,101,0,0
2019-01-03 21:00:00,0,2952,73,288,11487,6570,6292,584,0,17095,0,14810,1502,4132,75460,54,19276,1568,0,93287,437,1772,258,1954,0,25068,32438,77,2675,18401,3273,102,0,0
2019-01-03 22:00:00,0,2901,74,289,11554,6567,6468,594,0,16803,0,15803,1481,4144,75351,54,20021,1557,0,95547,441,1722,221,1985,0,24941,31911,98,2661,18068,3257,98,0,0
2019-01-03 23:00:00,0,2950,74,292,12183,6550,6926,632,0,16560,0,16766,1491,4316,77398,53,20888,1543,0,101637,444,1692,192,2050,0,25012,31723,76,2646,18326,3220,98,0,0
2019-01-04 00:00:00,0,3074,79,306,12558,6732,7117,664,0,16879,0,16695,1544,4466,81102,54,20775,1538,0,103784,458,1667,206,2242,0,25614,32014,89,2707,19000,3169,97,0,0
2019-01-04 01:00:00,0,3307,77,302,12449,6434,7010,658,0,16137,0,16275,1494,4508,81557,52,20340,1548,0,103292,515,1673,182,2259,0,26596,33221,88,2599,19841,3177,96,0,0
2019-01-04 02:00:00,0,3373,73,292,12174,6081,6810,645,0,15176,0,15637,1432,4409,80499,49,19730,1578,0,101909,522,1728,154,2167,0,26551,33850,81,2463,19829,3273,100,0,0
2019-01-04 03:00:00,0,3354,69,277,11632,5663,6474,614,0,14220,0,14654,1342,4415,78941,43,18835,1648,0,98959,506,1895,136,2077,0,26010,33586,96,2268,19539,3507,104,0,0
2019-01-04 04:00:00,0,3315,63,258,10906,5166,5937,568,0,13185,0,13420,1234,4211,76560,40,17620,1637,0,94328,491,1972,142,2011,0,25000,33137,85,2089,19051,3540,102,0,0
2019-01-04 05:00:00,0,3215,58,240,10260,4645,5592,532,0,11875,0,12372,1130,4057,73085,36,16376,1626,0,90254,462,1970,191,1857,0,23703,32270,85,1909,18309,3511,102,0,0
2019-01-04 06:00:00,0,3063,52,222,9760,4220,5524,502,0,10767,0,11892,1038,3888,70447,30,15497,1596,0,87368,409,1964,171,1680,0,22599,31015,76,1743,17404,3468,95,0,0
2019-01-04 07:00:00,0,2940,48,209,9477,3907,5163,489,0,9960,0,11725,984,3785,68794,30,14960,1535,0,85477,386,1903,154,1731,0,21682,29881,74,1637,16571,3359,97,0,0
2019-01-04 08:00:00,0,2842,44,202,9348,3748,5084,483,0,9449,0,11543,948,3794,67570,28,14684,1464,0,84715,362,1830,128,1656,0,20999,29170,76,1569,15923,3215,89,0,0
2019-01-04 09:00:00,0,2821,43,199,9342,3673,5085,491,0,9167,0,11534,904,3729,67258,27,14594,1389,0,84825,348,1738,141,1697,0,20509,28885,62,1547,15637,3093,88,0,0
2019-01-04 10:00:00,0,2816,42,201,9550,3728,5233,494,0,9169,0,11660,920,3771,67289,28,14858,1353,0,86507,342,1673,152,1727,0,20247,28738,69,1578,15421,3013,82,0,0
2019-01-04 11:00:00,0,2835,43,212,10192,3961,5724,529,0,9656,0,12626,1000,3910,68369,28,15749,1320,0,90241,343,1634,169,1775,0,20429,28906,75,1668,15464,2928,87,0,0
2019-01-04 12:00:00,0,2885,44,235,11242,4406,6368,590,0,10545,0,14091,1157,4181,72281,32,17441,1323,0,97691,346,1623,207,1966,0,21120,29410,74,1841,15878,2940,79,0,0
2019-01-04 13:00:00,0,3023,44,259,11916,4798,6661,623,0,11413,0,15067,1212,4466,77406,34,18698,1304,0,102386,367,1632,277,2012,0,22411,30606,77,1960,16830,2968,86,0,0
2019-01-04 14:00:00,0,3219,48,269,11985,5103,6684,633,0,12463,0,14887,1275,4504,80510,40,18980,1339,0,102360,403,1666,283,1999,0,23579,32257,78,2060,17807,3035,86,0,0
2019-01-04 15:00:00,0,3304,53,271,12095,5415,6716,643,0,13782,0,14311,1310,4484,80423,43,18973,1383,0,101061,405,1734,269,2031,0,24044,33553,87,2175,18113,3167,87,0,0
2019-01-04 16:00:00,0,3222,57,276,12311,5768,6767,656,0,15046,0,13924,1350,4483,79600,48,18855,1498,0,99453,411,1831,226,2100,0,24422,33411,82,2325,18213,3309,94,0,0
2019-01-04 17:00:00,0,3145,61,280,12388,6070,6754,635,0,15931,0,13641,1375,4415,78423,50,18700,1573,0,97364,424,1866,230,2093,0,24828,32770,88,2458,18171,3406,103,0,0
2019-01-04 18:00:00,0,3013,63,281,12330,6302,6714,632,0,16589,0,13408,1404,4326,77220,52,18456,1584,0,95775,424,1846,227,2056,0,25008,32182,87,2558,18231,3358,101,0,0
2019-01-04 19:00:00,0,2845,65,277,12247,6424,6694,627,0,17074,0,13644,1443,4272,75959,54,18441,1575,0,94578,425,1802,237,2120,0,24951,31328,83,2622,18050,3222,103,0,0
2019-01-04 20:00:00,0,2656,69,275,12137,6439,6563,609,0,17299,0,13964,1441,4273,74987,54,18442,1553,0,93468,413,1764,236,2056,0,24806,30517,86,2587,18007,3160,104,0,0
2019-01-04 21:00:00,0,2560,71,270,11999,6280,6663,607,0,17234,0,14379,1394,4167,73968,55,18611,1541,0,93005,410,1708,221,2026,0,24382,29830,96,2525,17838,3090,102,0,0
2019-01-04 22:00:00,0,2474,72,266,11992,6094,6823,608,0,16791,0,15321,1374,4147,73380,52,19223,1514,0,94566,414,1662,205,2105,0,24055,29125,95,2407,17771,3030,96,0,0
2019-01-04 23:00:00,0,2411,71,267,12293,6012,7127,639,0,16368,0,16057,1414,4200,74501,53,20078,1514,0,98457,410,1653,180,2232,0,24033,28543,85,2378,17960,2990,100,0,0
2019-01-05 00:00:00,0,2517,75,280,12333,5971,7074,648,0,16327,0,15835,1413,4286,77693,52,19891,1515,0,98880,432,1605,180,2278,0,24668,28533,96,2325,18566,2950,95,0,0
2019-01-05 01:00:00,0,2796,72,278,12054,5725,6864,634,0,15450,0,15369,1368,4180,78404,46,19379,1496,0,97204,499,1605,146,2320,0,25996,29704,87,2211,19411,2961,102,0,0
2019-01-05 02:00:00,0,2939,68,272,11741,5483,6608,625,0,14415,0,14804,1311,4175,77430,45,18874,1535,0,95065,523,1659,123,2178,0,26298,30686,77,2114,19235,3042,98,0,0
2019-01-05 03:00:00,0,3009,64,261,11359,5179,6252,610,0,13600,0,14060,1267,4054,76460,41,18184,1580,0,92189,526,1817,114,2122,0,26164,30709,86,2015,19043,3240,104,0,0
2019-01-05 04:00:00,0,3022,61,248,10891,4805,5868,586,0,12770,0,13077,1182,3952,74557,37,17166,1584,0,88575,521,1885,129,1981,0,25881,30582,78,1877,18777,3249,101,0,0
2019-01-05 05:00:00,0,3005,56,234,10392,4371,5508,555,0,11769,0,12289,1118,3803,71718,33,16064,1558,0,84168,514,1882,147,1940,0,25097,30230,83,1732,18254,3237,98,0,0
2019-01-05 06:00:00,0,2949,51,222,10012,3980,5150,539,0,10748,0,11585,1060,3613,68922,30,15127,1526,0,81126,491,1881,170,1833,0,24318,29568,74,1591,17661,3212,98,0,0
2019-01-05 07:00:00,0,2883,47,212,9835,3719,5012,524,0,10033,0,11105,1004,3555,66843,30,14519,1490,0,79576,474,1848,141,1771,0,23536,28723,71,1471,16970,3096,92,0,0
2019-01-05 08:00:00,0,2743,44,207,9775,3553,4984,527,0,9512,0,10831,979,3507,65557,28,14201,1428,0,78530,474,1767,135,1726,0,23141,28179,70,1405,16625,2977,91,0,0
2019-01-05 09:00:00,0,2772,42,205,9868,3499,5013,529,0,9230,0,10746,976,3497,65069,27,14038,1359,0,77865,348,1684,125,1717,0,22750,27743,67,1389,16424,2875,90,0,0
2019-01-05 10:00:00,0,2752,42,209,10034,3492,5209,541,0,9164,0,11115,994,3510,65232,28,14083,1312,0,78330,342,1640,99,1781,0,22703,27674,70,1385,16342,2779,84,0,0
2019-01-05 11:00:00,0,2797,43,219,10411,3616,5516,564,0,9318,0,11251,1025,3598,66164,28,14382,1289,0,79669,343,1606,105,1842,0,22825,27867,76,1418,16419,2735,80,0,0
2019-01-05 12:00:00,0,2851,44,234,10963,3874,5894,603,0,9725,0,11863,1101,3748,68211,32,14998,1270,0,80928,346,1588,116,2009,0,23357,28214,69,1490,16849,2727,81,0,0
2019-01-05 13:00:00,0,2933,44,251,11471,4196,6258,641,0,10255,0,12382,1180,3896,70710,34,15740,1278,0,83416,367,1619,148,2110,0,24091,28855,71,1605,17396,2730,84,0,0
2019-01-05 14:00:00,0,3099,47,268,11788,4607,6470,672,0,11264,0,13147,1271,3984,72800,40,16472,1288,0,85987,403,1630,184,2088,0,24900,29885,75,1730,18228,2778,79,0,0
2019-01-05 15:00:00,0,3189,51,285,11622,4952,6473,673,0,12153,0,13784,1337,4021,73553,43,17205,1302,0,87626,405,1661,167,2186,0,25561,30712,86,1875,18792,2835,87,0,0
2019-01-05 16:00:00,0,3146,54,291,11263,5141,6345,655,0,12815,0,14092,1355,3911,72645,48,17624,1355,0,88191,411,1714,133,2173,0,26050,30774,78,1937,18698,2935,88,0,0
2019-01-05 17:00:00,0,2963,57,289,10904,5176,6252,628,0,13256,0,14194,1346,3807,70938,50,17812,1415,0,87747,424,1746,146,2149,0,25737,30047,77,1973,18176,3009,91,0,0
2019-01-05 18:00:00,0,2709,59,281,10488,5159,6061,602,0,13399,0,14184,1309,3716,68978,52,17795,1446,0,86419,424,1740,149,2166,0,24990,29098,76,1992,17577,3055,99,0,0
2019-01-05 19:00:00,0,2554,61,269,10160,5113,5804,580,0,13612,0,14128,1273,3577,67159,54,17724,1486,0,84835,425,1708,150,2150,0,24060,28184,68,1987,16950,3051,95,0,0
2019-01-05 20:00:00,0,2388,65,260,9914,5077,5600,561,0,13827,0,14169,1243,3468,65555,54,17675,1478,0,83212,413,1665,147,2124,0,23199,27314,65,1973,16274,3011,95,0,0
2019-01-05 21:00:00,0,2264,66,255,9870,5043,5652,560,0,13905,0,14362,1229,3432,64439,55,17753,1457,0,82689,410,1626,144,2133,0,22530,26552,58,1939,15724,2948,96,0,0
2019-01-05 22:00:00,0,2201,65,257,10101,5075,5849,575,0,13696,0,15047,1254,3393,64512,52,18268,1440,0,83858,414,1608,141,2179,0,22116,25952,53,1916,15428,2907,91,0,0
2019-01-05 23:00:00,0,2181,63,268,10793,5212,6361,616,0,13465,0,15516,1304,3580,66326,53,18996,1410,0,88750,410,1578,142,2201,0,22151,25738,67,1950,15392,2874,90,0,0
2019-01-06 00:00:00,0,2224,66,293,11426,5545,6611,658,0,13754,0,15264,1372,3786,70230,52,18949,1406,0,91023,432,1566,158,2249,0,22902,25904,55,2050,15992,2846,88,0,0
2019-01-06 01:00:00,0,2484,63,297,11439,5470,6654,654,0,13251,0,14738,1375,3825,71218,46,18560,1424,0,90377,499,1583,157,2238,0,24735,27297,78,2009,17357,2878,92,0,0
2019-01-06 02:00:00,0,2604,60,296,11376,5318,6626,653,0,12497,0,14218,1365,3764,70770,45,18139,1479,0,89342,523,1648,139,2239,0,25161,28429,63,1951,17636,3020,93,0,0
2019-01-06 03:00:00,0,2642,56,290,11165,5118,6510,633,0,11812,0,13569,1360,3729,69871,41,17532,1558,0,87403,526,1808,101,2133,0,25322,28526,72,1881,17663,3193,99,0,0
2019-01-06 04:00:00,0,2677,51,280,10845,4861,6248,614,0,10968,0,12777,1331,3638,68614,37,16720,1547,0,84774,521,1847,68,2095,0,25033,28627,73,1793,17613,3201,99,0,0
2019-01-06 05:00:00,0,2664,47,269,10440,4562,6098,586,0,10072,0,11943,1284,3510,66416,33,15844,1518,0,81490,514,1833,52,1950,0,24672,28307,66,1698,17377,3144,98,0,0
2019-01-06 06:00:00,0,2597,42,258,10127,4331,5849,563,0,9200,0,11261,1237,3433,65205,30,15023,1492,0,79053,491,1809,170,1894,0,23930,27714,62,1596,17044,3098,96,0,0
2019-01-06 07:00:00,0,2563,37,251,9957,4168,5767,559,0,8630,0,11039,1158,3348,63663,29,14433,1437,0,77783,474,1756,141,1862,0,23412,26984,66,1524,16656,3001,96,0,0
2019-01-06 08:00:00,0,2431,35,247,9921,4072,5744,557,0,8227,0,11195,1155,3321,62723,30,14041,1378,0,77371,486,1676,135,1881,0,23185,26311,65,1482,16430,2879,92,0,0
2019-01-06 09:00:00,0,2484,32,246,9988,4085,5803,565,0,8083,0,11350,1138,3306,62390,30,13853,1322,0,77314,478,1584,125,1883,0,23029,25937,70,1489,16317,2775,84,0,0
2019-01-06 10:00:00,0,2472,32,250,10155,4173,5937,582,0,8109,0,11433,1158,3370,62424,31,13851,1280,0,77707,491,1539,99,1929,0,23097,25789,66,1510,16382,2704,85,0,0
2019-01-06 11:00:00,0,2512,32,261,10514,4372,6132,609,0,8415,0,11703,1206,3456,63263,32,14064,1248,0,78270,494,1500,105,1957,0,23340,25772,70,1564,16656,2642,83,0,0
2019-01-06 12:00:00,0,2551,33,276,11039,4731,6471,642,0,9024,0,11951,1278,3601,64169,37,14553,1241,0,79295,516,1464,116,2085,0,24026,25963,70,1661,17031,2635,84,0,0
2019-01-06 13:00:00,0,2638,33,292,11618,5235,6843,677,0,9804,0,12012,1379,3755,66175,43,15162,1227,0,81569,540,1458,148,2261,0,24637,26556,69,1798,17700,2630,86,0,0
2019-01-06 14:00:00,0,2767,37,308,11962,5683,6963,717,0,10921,0,12633,1459,3867,68199,47,15826,1240,0,83415,577,1474,184,2412,0,25492,27259,76,1947,18353,2660,83,0,0
2019-01-06 15:00:00,0,2857,42,306,11470,5650,6565,691,0,11663,0,12977,1428,3847,69430,48,16478,1270,0,83780,616,1493,288,2416,0,26491,28038,92,2003,18829,2716,87,0,0
2019-01-06 16:00:00,0,2933,46,292,10792,5452,6120,639,0,12009,0,13118,1360,3671,68894,46,16938,1322,0,82962,608,1542,288,2362,0,26213,28372,80,2003,18629,2745,90,0,0
