Generator,Type,Time,Value,$/MWh
BELMONT,Coal,5,0.0,33.472222301281434
BELMONT,Coal,6,0.0,33.472222301281434
BELMONT,Coal,7,0.0,33.472222301281434
BELMONT,Coal,8,0.0,33.472222301281434
BELMONT,Coal,9,0.0,33.472222301281434
BELMONT,Coal,10,0.0,33.472222301281434
BELMONT,Coal,11,0.0,33.472222301281434
BELMONT,Coal,12,0.0,33.472222301281434
BELMONT,Coal,13,0.0,33.472222301281434
BELMONT,Coal,14,0.0,33.472222301281434
BELMONT,Coal,15,0.0,33.472222301281434
BELMONT,Coal,16,0.0,33.472222301281434
BELMONT,Coal,17,0.0,33.472222301281434
BELMONT,Coal,18,0.0,33.472222301281434
BELMONT,Coal,19,0.0,33.472222301281434
BELMONT,Coal,20,0.0,33.472222301281434
BELMONT,Coal,21,0.0,33.472222301281434
BELMONT,Coal,22,0.0,33.472222301281434
BELMONT,Coal,23,0.0,33.472222301281434
BELMONT,Coal,24,0.0,33.472222301281434
SAVANNAH,Coal,1,0.0,4.784756539087158
SAVANNAH,Coal,2,0.0,4.784756539087158
SAVANNAH,Coal,3,0.0,4.784756539087158
SAVANNAH,Coal,4,0.0,4.784756539087158
SAVANNAH,Coal,5,0.0,4.784756539087158
SAVANNAH,Coal,6,0.0,4.784756539087158
SAVANNAH,Coal,7,0.0,4.784756539087158
SAVANNAH,Coal,8,0.0,4.784756539087158
SAVANNAH,Coal,9,0.0,4.784756539087158
SAVANNAH,Coal,10,0.0,4.784756539087158
SAVANNAH,Coal,11,0.0,4.784756539087158
SAVANNAH,Coal,12,0.0,4.784756539087158
SAVANNAH,Coal,13,0.0,4.784756539087158
SAVANNAH,Coal,14,0.0,4.784756539087158
SAVANNAH,Coal,15,0.0,4.784756539087158
SAVANNAH,Coal,16,0.0,4.784756539087158
SAVANNAH,Coal,17,0.0,4.784756539087158
SAVANNAH,Coal,18,0.0,4.784756539087158
SAVANNAH,Coal,19,0.0,4.784756539087158
SAVANNAH,Coal,20,0.0,4.784756539087158
SAVANNAH,Coal,21,0.0,4.784756539087158
SAVANNAH,Coal,22,0.0,4.784756539087158
SAVANNAH,Coal,23,0.0,4.784756539087158
SAVANNAH,Coal,24,0.0,4.784756539087158
EASTOVER,Coal,1,0.0,66.88620394511037
EASTOVER,Coal,2,0.0,66.88620394511037
EASTOVER,Coal,3,0.0,66.88620394511037
EASTOVER,Coal,4,0.0,66.88620394511037
EASTOVER,Coal,5,0.0,66.88620394511037
EASTOVER,Coal,6,0.0,66.88620394511037
EASTOVER,Coal,7,0.0,66.88620394511037
EASTOVER,Coal,8,0.0,66.88620394511037
EASTOVER,Coal,9,0.0,66.88620394511037
EASTOVER,Coal,10,0.0,66.88620394511037
EASTOVER,Coal,11,0.0,66.88620394511037
EASTOVER,Coal,12,0.0,66.88620394511037
EASTOVER,Coal,13,0.0,66.88620394511037
EASTOVER,Coal,14,0.0,66.88620394511037
EASTOVER,Coal,15,0.0,66.88620394511037
EASTOVER,Coal,16,0.0,66.88620394511037
EASTOVER,Coal,17,0.0,66.88620394511037
EASTOVER,Coal,18,0.0,66.88620394511037
EASTOVER,Coal,19,0.0,66.88620394511037
EASTOVER,Coal,20,0.0,66.88620394511037
EASTOVER,Coal,21,0.0,66.88620394511037
EASTOVER,Coal,22,0.0,66.88620394511037
EASTOVER,Coal,23,0.0,66.88620394511037
EASTOVER,Coal,24,0.0,66.88620394511037
COPE,Coal,1,0.0,68.16038713616749
COPE,Coal,2,0.0,68.16038713616749
COPE,Coal,3,0.0,68.16038713616749
COPE,Coal,4,0.0,68.16038713616749
COPE,Coal,5,0.0,68.16038713616749
COPE,Coal,6,0.0,68.16038713616749
COPE,Coal,7,0.0,68.16038713616749
COPE,Coal,8,0.0,68.16038713616749
COPE,Coal,9,0.0,68.16038713616749
COPE,Coal,10,0.0,68.16038713616749
COPE,Coal,11,0.0,68.16038713616749
COPE,Coal,12,0.0,68.16038713616749
COPE,Coal,13,0.0,68.16038713616749
COPE,Coal,14,0.0,68.16038713616749
COPE,Coal,15,0.0,68.16038713616749
COPE,Coal,16,0.0,68.16038713616749
COPE,Coal,17,0.0,68.16038713616749
COPE,Coal,18,0.0,68.16038713616749
COPE,Coal,19,0.0,68.16038713616749
COPE,Coal,20,0.0,68.16038713616749
COPE,Coal,21,0.0,68.16038713616749
COPE,Coal,22,0.0,68.16038713616749
COPE,Coal,23,0.0,68.16038713616749
COPE,Coal,24,0.0,68.16038713616749
LUGOFF,Coal,1,0.0,18.08284555511148
LUGOFF,Coal,2,0.0,18.08284555511148
LUGOFF,Coal,3,0.0,18.08284555511148
LUGOFF,Coal,4,0.0,18.08284555511148
LUGOFF,Coal,5,0.0,18.08284555511148
LUGOFF,Coal,6,0.0,18.08284555511148
LUGOFF,Coal,7,0.0,18.08284555511148
LUGOFF,Coal,8,0.0,18.08284555511148
LUGOFF,Coal,9,0.0,18.08284555511148
LUGOFF,Coal,10,0.0,18.08284555511148
LUGOFF,Coal,11,0.0,18.08284555511148
LUGOFF,Coal,12,0.0,18.08284555511148
LUGOFF,Coal,13,0.0,18.08284555511148
LUGOFF,Coal,14,0.0,18.08284555511148
LUGOFF,Coal,15,0.0,18.08284555511148
LUGOFF,Coal,16,0.0,18.08284555511148
LUGOFF,Coal,17,0.0,18.08284555511148
LUGOFF,Coal,18,0.0,18.08284555511148
LUGOFF,Coal,19,0.0,18.08284555511148
LUGOFF,Coal,20,0.0,18.08284555511148
LUGOFF,Coal,21,0.0,18.08284555511148
LUGOFF,Coal,22,0.0,18.08284555511148
LUGOFF,Coal,23,0.0,18.08284555511148
LUGOFF,Coal,24,0.0,18.08284555511148
CROSS,Coal,1,0.0,22.45581786092499
CROSS,Coal,2,0.0,22.45581786092499
CROSS,Coal,3,0.0,22.45581786092499
CROSS,Coal,4,0.0,22.45581786092499
CROSS,Coal,5,0.0,22.45581786092499
CROSS,Coal,6,0.0,22.45581786092499
CROSS,Coal,7,0.0,22.45581786092499
CROSS,Coal,8,0.0,22.45581786092499
CROSS,Coal,9,0.0,22.45581786092499
CROSS,Coal,10,0.0,22.45581786092499
CROSS,Coal,11,0.0,22.45581786092499
CROSS,Coal,12,0.0,22.45581786092499
CROSS,Coal,13,0.0,22.45581786092499
CROSS,Coal,14,0.0,22.45581786092499
CROSS,Coal,15,0.0,22.45581786092499
CROSS,Coal,16,0.0,22.45581786092499
CROSS,Coal,17,0.0,22.45581786092499
CROSS,Coal,18,0.0,22.45581786092499
CROSS,Coal,19,0.0,22.45581786092499
CROSS,Coal,20,0.0,22.45581786092499
CROSS,Coal,21,0.0,22.45581786092499
CROSS,Coal,22,0.0,22.45581786092499
CROSS,Coal,23,0.0,22.45581786092499
CROSS,Coal,24,0.0,22.45581786092499
CHARLESTON,Coal,1,0.0,31.028598136543906
CHARLESTON,Coal,2,0.0,31.028598136543906
CHARLESTON,Coal,3,0.0,31.028598136543906
CHARLESTON,Coal,4,0.0,31.028598136543906
CHARLESTON,Coal,5,0.0,31.028598136543906
CHARLESTON,Coal,6,0.0,31.028598136543906
CHARLESTON,Coal,7,0.0,31.028598136543906
CHARLESTON,Coal,8,0.0,31.028598136543906
CHARLESTON,Coal,9,0.0,31.028598136543906
CHARLESTON,Coal,10,0.0,31.028598136543906
CHARLESTON,Coal,11,0.0,31.028598136543906
CHARLESTON,Coal,12,0.0,31.028598136543906
CHARLESTON,Coal,13,0.0,31.028598136543906
CHARLESTON,Coal,14,0.0,31.028598136543906
CHARLESTON,Coal,15,0.0,31.028598136543906
CHARLESTON,Coal,16,0.0,31.028598136543906
CHARLESTON,Coal,17,0.0,31.028598136543906
CHARLESTON,Coal,18,0.0,31.028598136543906
CHARLESTON,Coal,19,0.0,31.028598136543906
CHARLESTON,Coal,20,0.0,31.028598136543906
CHARLESTON,Coal,21,0.0,31.028598136543906
CHARLESTON,Coal,22,0.0,31.028598136543906
CHARLESTON,Coal,23,0.0,31.028598136543906
CHARLESTON,Coal,24,0.0,31.028598136543906
GOOSECREEK,Coal,1,0.0,10.505212496326934
GOOSECREEK,Coal,2,0.0,10.505212496326934
GOOSECREEK,Coal,3,0.0,10.505212496326934
GOOSECREEK,Coal,4,0.0,10.505212496326934
GOOSECREEK,Coal,5,0.0,10.505212496326934
GOOSECREEK,Coal,6,0.0,10.505212496326934
GOOSECREEK,Coal,7,0.0,10.505212496326934
GOOSECREEK,Coal,8,0.0,10.505212496326934
GOOSECREEK,Coal,9,0.0,10.505212496326934
GOOSECREEK,Coal,10,0.0,10.505212496326934
GOOSECREEK,Coal,11,0.0,10.505212496326934
GOOSECREEK,Coal,12,0.0,10.505212496326934
GOOSECREEK,Coal,13,0.0,10.505212496326934
GOOSECREEK,Coal,14,0.0,10.505212496326934
GOOSECREEK,Coal,15,0.0,10.505212496326934
GOOSECREEK,Coal,16,0.0,10.505212496326934
GOOSECREEK,Coal,17,0.0,10.505212496326934
GOOSECREEK,Coal,18,0.0,10.505212496326934
GOOSECREEK,Coal,19,0.0,10.505212496326934
GOOSECREEK,Coal,20,0.0,10.505212496326934
GOOSECREEK,Coal,21,0.0,10.505212496326934
GOOSECREEK,Coal,22,0.0,10.505212496326934
GOOSECREEK,Coal,23,0.0,10.505212496326934
GOOSECREEK,Coal,24,0.0,10.505212496326934
CARTERSVILLE,Coal,1,0.0,105.22721557071851
CARTERSVILLE,Coal,2,0.0,105.22721557071851
CARTERSVILLE,Coal,3,0.0,105.22721557071851
CARTERSVILLE,Coal,4,0.0,105.22721557071851
CARTERSVILLE,Coal,5,0.0,105.22721557071851
CARTERSVILLE,Coal,6,0.0,105.22721557071851
CARTERSVILLE,Coal,7,0.0,105.22721557071851
CARTERSVILLE,Coal,8,0.0,105.22721557071851
CARTERSVILLE,Coal,9,0.0,105.22721557071851
CARTERSVILLE,Coal,10,0.0,105.22721557071851
CARTERSVILLE,Coal,11,0.0,105.22721557071851
CARTERSVILLE,Coal,12,0.0,105.22721557071851
CARTERSVILLE,Coal,13,0.0,105.22721557071851
CARTERSVILLE,Coal,14,0.0,105.22721557071851
CARTERSVILLE,Coal,15,0.0,105.22721557071851
CARTERSVILLE,Coal,16,0.0,105.22721557071851
CARTERSVILLE,Coal,17,0.0,105.22721557071851
CARTERSVILLE,Coal,18,0.0,105.22721557071851
CARTERSVILLE,Coal,19,0.0,105.22721557071851
CARTERSVILLE,Coal,20,0.0,105.22721557071851
CARTERSVILLE,Coal,21,0.0,105.22721557071851
CARTERSVILLE,Coal,22,0.0,105.22721557071851
CARTERSVILLE,Coal,23,0.0,105.22721557071851
CARTERSVILLE,Coal,24,0.0,105.22721557071851
GADSDEN,Coal,1,0.0,14.405428564891444
GADSDEN,Coal,2,0.0,14.405428564891444
GADSDEN,Coal,3,0.0,14.405428564891444
GADSDEN,Coal,4,0.0,14.405428564891444
GADSDEN,Coal,5,0.0,14.405428564891444
GADSDEN,Coal,6,0.0,14.405428564891444
GADSDEN,Coal,7,0.0,14.405428564891444
GADSDEN,Coal,8,0.0,14.405428564891444
GADSDEN,Coal,9,0.0,14.405428564891444
GADSDEN,Coal,10,0.0,14.405428564891444
GADSDEN,Coal,11,0.0,14.405428564891444
GADSDEN,Coal,12,0.0,14.405428564891444
GADSDEN,Coal,13,0.0,14.405428564891444
GADSDEN,Coal,14,0.0,14.405428564891444
GADSDEN,Coal,15,0.0,14.405428564891444
GADSDEN,Coal,16,0.0,14.405428564891444
GADSDEN,Coal,17,0.0,14.405428564891444
GADSDEN,Coal,18,0.0,14.405428564891444
GADSDEN,Coal,19,0.0,14.405428564891444
GADSDEN,Coal,20,0.0,14.405428564891444
GADSDEN,Coal,21,0.0,14.405428564891444
GADSDEN,Coal,22,0.0,14.405428564891444
GADSDEN,Coal,23,0.0,14.405428564891444
GADSDEN,Coal,24,0.0,14.405428564891444
STEVENSON,Coal,1,0.0,42.13699132914088
STEVENSON,Coal,2,0.0,42.13699132914088
STEVENSON,Coal,3,0.0,42.13699132914088
STEVENSON,Coal,4,0.0,42.13699132914088
STEVENSON,Coal,5,0.0,42.13699132914088
STEVENSON,Coal,6,0.0,42.13699132914088
STEVENSON,Coal,7,0.0,42.13699132914088
STEVENSON,Coal,8,0.0,42.13699132914088
STEVENSON,Coal,9,0.0,42.13699132914088
STEVENSON,Coal,10,0.0,42.13699132914088
STEVENSON,Coal,11,0.0,42.13699132914088
STEVENSON,Coal,12,0.0,42.13699132914088
STEVENSON,Coal,13,0.0,42.13699132914088
STEVENSON,Coal,14,0.0,42.13699132914088
STEVENSON,Coal,15,0.0,42.13699132914088
STEVENSON,Coal,16,0.0,42.13699132914088
STEVENSON,Coal,17,0.0,42.13699132914088
STEVENSON,Coal,18,0.0,42.13699132914088
STEVENSON,Coal,19,0.0,42.13699132914088
STEVENSON,Coal,20,0.0,42.13699132914088
STEVENSON,Coal,21,0.0,42.13699132914088
STEVENSON,Coal,22,0.0,42.13699132914088
STEVENSON,Coal,23,0.0,42.13699132914088
STEVENSON,Coal,24,0.0,42.13699132914088
MILLEDGEVILLE,Coal,1,0.0,45.48671484295148
MILLEDGEVILLE,Coal,2,0.0,45.48671484295148
MILLEDGEVILLE,Coal,3,0.0,45.48671484295148
MILLEDGEVILLE,Coal,4,0.0,45.48671484295148
MILLEDGEVILLE,Coal,5,0.0,45.48671484295148
MILLEDGEVILLE,Coal,6,0.0,45.48671484295148
MILLEDGEVILLE,Coal,7,0.0,45.48671484295148
MILLEDGEVILLE,Coal,8,0.0,45.48671484295148
MILLEDGEVILLE,Coal,9,0.0,45.48671484295148
MILLEDGEVILLE,Coal,10,0.0,45.48671484295148
MILLEDGEVILLE,Coal,11,0.0,45.48671484295148
MILLEDGEVILLE,Coal,12,0.0,45.48671484295148
MILLEDGEVILLE,Coal,13,0.0,45.48671484295148
MILLEDGEVILLE,Coal,14,0.0,45.48671484295148
MILLEDGEVILLE,Coal,15,0.0,45.48671484295148
MILLEDGEVILLE,Coal,16,0.0,45.48671484295148
MILLEDGEVILLE,Coal,17,0.0,45.48671484295148
MILLEDGEVILLE,Coal,18,0.0,45.48671484295148
MILLEDGEVILLE,Coal,19,0.0,45.48671484295148
MILLEDGEVILLE,Coal,20,0.0,45.48671484295148
MILLEDGEVILLE,Coal,21,0.0,45.48671484295148
MILLEDGEVILLE,Coal,22,0.0,45.48671484295148
MILLEDGEVILLE,Coal,23,0.0,45.48671484295148
MILLEDGEVILLE,Coal,24,0.0,45.48671484295148
JULIETTE,Coal,1,0.0,53.374379818210805
JULIETTE,Coal,2,0.0,53.374379818210805
JULIETTE,Coal,3,0.0,53.374379818210805
JULIETTE,Coal,4,0.0,53.374379818210805
JULIETTE,Coal,5,0.0,53.374379818210805
JULIETTE,Coal,6,0.0,53.374379818210805
JULIETTE,Coal,7,0.0,53.374379818210805
JULIETTE,Coal,8,0.0,53.374379818210805
JULIETTE,Coal,9,0.0,53.374379818210805
JULIETTE,Coal,10,0.0,53.374379818210805
JULIETTE,Coal,11,0.0,53.374379818210805
JULIETTE,Coal,12,0.0,53.374379818210805
JULIETTE,Coal,13,0.0,53.374379818210805
JULIETTE,Coal,14,0.0,53.374379818210805
JULIETTE,Coal,15,0.0,53.374379818210805
JULIETTE,Coal,16,0.0,53.374379818210805
JULIETTE,Coal,17,0.0,53.374379818210805
JULIETTE,Coal,18,0.0,53.374379818210805
JULIETTE,Coal,19,0.0,53.374379818210805
JULIETTE,Coal,20,0.0,53.374379818210805
JULIETTE,Coal,21,0.0,53.374379818210805
JULIETTE,Coal,22,0.0,53.374379818210805
JULIETTE,Coal,23,0.0,53.374379818210805
JULIETTE,Coal,24,0.0,53.374379818210805
NEWNAN,Coal,1,0.0,37.72228383674581
NEWNAN,Coal,2,0.0,37.72228383674581
NEWNAN,Coal,3,0.0,37.72228383674581
NEWNAN,Coal,4,0.0,37.72228383674581
NEWNAN,Coal,5,0.0,37.72228383674581
NEWNAN,Coal,6,0.0,37.72228383674581
NEWNAN,Coal,7,0.0,37.72228383674581
NEWNAN,Coal,8,0.0,37.72228383674581
NEWNAN,Coal,9,0.0,37.72228383674581
NEWNAN,Coal,10,0.0,37.72228383674581
NEWNAN,Coal,11,0.0,37.72228383674581
NEWNAN,Coal,12,0.0,37.72228383674581
NEWNAN,Coal,13,0.0,37.72228383674581
NEWNAN,Coal,14,0.0,37.72228383674581
NEWNAN,Coal,15,0.0,37.72228383674581
NEWNAN,Coal,16,0.0,37.72228383674581
NEWNAN,Coal,17,0.0,37.72228383674581
NEWNAN,Coal,18,0.0,37.72228383674581
NEWNAN,Coal,19,0.0,37.72228383674581
NEWNAN,Coal,20,0.0,37.72228383674581
NEWNAN,Coal,21,0.0,37.72228383674581
NEWNAN,Coal,22,0.0,37.72228383674581
NEWNAN,Coal,23,0.0,37.72228383674581
NEWNAN,Coal,24,0.0,37.72228383674581
ROOPVILLE_76,Coal,1,0.0,54.379610719608905
ROOPVILLE_76,Coal,2,0.0,54.379610719608905
ROOPVILLE_76,Coal,3,0.0,54.379610719608905
ROOPVILLE_76,Coal,4,0.0,54.379610719608905
ROOPVILLE_76,Coal,5,0.0,54.379610719608905
ROOPVILLE_76,Coal,6,0.0,54.379610719608905
ROOPVILLE_76,Coal,7,0.0,54.379610719608905
ROOPVILLE_76,Coal,8,0.0,54.379610719608905
ROOPVILLE_76,Coal,9,0.0,54.379610719608905
ROOPVILLE_76,Coal,10,0.0,54.379610719608905
ROOPVILLE_76,Coal,11,0.0,54.379610719608905
ROOPVILLE_76,Coal,12,0.0,54.379610719608905
ROOPVILLE_76,Coal,13,0.0,54.379610719608905
ROOPVILLE_76,Coal,14,0.0,54.379610719608905
ROOPVILLE_76,Coal,15,0.0,54.379610719608905
ROOPVILLE_76,Coal,16,0.0,54.379610719608905
ROOPVILLE_76,Coal,17,0.0,54.379610719608905
ROOPVILLE_76,Coal,18,0.0,54.379610719608905
ROOPVILLE_76,Coal,19,0.0,54.379610719608905
ROOPVILLE_76,Coal,20,0.0,54.379610719608905
ROOPVILLE_76,Coal,21,0.0,54.379610719608905
ROOPVILLE_76,Coal,22,0.0,54.379610719608905
ROOPVILLE_76,Coal,23,0.0,54.379610719608905
ROOPVILLE_76,Coal,24,0.0,54.379610719608905
ALBANY_77,Coal,1,0.0,2.260328759955
ALBANY_77,Coal,2,0.0,2.260328759955
ALBANY_77,Coal,3,0.0,2.260328759955
ALBANY_77,Coal,4,0.0,2.260328759955
ALBANY_77,Coal,5,0.0,2.260328759955
ALBANY_77,Coal,6,0.0,2.260328759955
ALBANY_77,Coal,7,0.0,2.260328759955
ALBANY_77,Coal,8,0.0,2.260328759955
ALBANY_77,Coal,9,0.0,2.260328759955
ALBANY_77,Coal,10,0.0,2.260328759955
ALBANY_77,Coal,11,0.0,2.260328759955
ALBANY_77,Coal,12,0.0,2.260328759955
ALBANY_77,Coal,13,0.0,2.260328759955
ALBANY_77,Coal,14,0.0,2.260328759955
ALBANY_77,Coal,15,0.0,2.260328759955
ALBANY_77,Coal,16,0.0,2.260328759955
ALBANY_77,Coal,17,0.0,2.260328759955
ALBANY_77,Coal,18,0.0,2.260328759955
ALBANY_77,Coal,19,0.0,2.260328759955
ALBANY_77,Coal,20,0.0,2.260328759955
ALBANY_77,Coal,21,0.0,2.260328759955
ALBANY_77,Coal,22,0.0,2.260328759955
ALBANY_77,Coal,23,0.0,2.260328759955
ALBANY_77,Coal,24,0.0,2.260328759955
WARWICK,Coal,1,0.0,0.0
WARWICK,Coal,2,0.0,0.0
WARWICK,Coal,3,0.0,0.0
WARWICK,Coal,4,0.0,0.0
WARWICK,Coal,5,0.0,0.0
WARWICK,Coal,6,0.0,0.0
WARWICK,Coal,7,0.0,0.0
WARWICK,Coal,8,0.0,0.0
WARWICK,Coal,9,0.0,0.0
WARWICK,Coal,10,0.0,0.0
WARWICK,Coal,11,0.0,0.0
WARWICK,Coal,12,0.0,0.0
WARWICK,Coal,13,0.0,0.0
WARWICK,Coal,14,0.0,0.0
WARWICK,Coal,15,0.0,0.0
WARWICK,Coal,16,0.0,0.0
WARWICK,Coal,17,0.0,0.0
WARWICK,Coal,18,0.0,0.0
WARWICK,Coal,19,0.0,0.0
WARWICK,Coal,20,0.0,0.0
WARWICK,Coal,21,0.0,0.0
WARWICK,Coal,22,0.0,0.0
WARWICK,Coal,23,0.0,0.0
WARWICK,Coal,24,0.0,0.0
FERNANDINABEACH,Coal,1,0.0,0.0
FERNANDINABEACH,Coal,2,0.0,0.0
FERNANDINABEACH,Coal,3,0.0,0.0
FERNANDINABEACH,Coal,4,0.0,0.0
FERNANDINABEACH,Coal,5,0.0,0.0
FERNANDINABEACH,Coal,6,0.0,0.0
FERNANDINABEACH,Coal,7,0.0,0.0
FERNANDINABEACH,Coal,8,0.0,0.0
FERNANDINABEACH,Coal,9,0.0,0.0
FERNANDINABEACH,Coal,10,0.0,0.0
FERNANDINABEACH,Coal,11,0.0,0.0
FERNANDINABEACH,Coal,12,0.0,0.0
FERNANDINABEACH,Coal,13,0.0,0.0
FERNANDINABEACH,Coal,14,0.0,0.0
FERNANDINABEACH,Coal,15,0.0,0.0
FERNANDINABEACH,Coal,16,0.0,0.0
FERNANDINABEACH,Coal,17,0.0,0.0
FERNANDINABEACH,Coal,18,0.0,0.0
FERNANDINABEACH,Coal,19,0.0,0.0
FERNANDINABEACH,Coal,20,0.0,0.0
FERNANDINABEACH,Coal,21,0.0,0.0
FERNANDINABEACH,Coal,22,0.0,0.0
FERNANDINABEACH,Coal,23,0.0,0.0
FERNANDINABEACH,Coal,24,0.0,0.0
PENSACOLA,Coal,1,0.0,37.928372424633515
PENSACOLA,Coal,2,0.0,37.928372424633515
PENSACOLA,Coal,3,0.0,37.928372424633515
PENSACOLA,Coal,4,0.0,37.928372424633515
PENSACOLA,Coal,5,0.0,37.928372424633515
PENSACOLA,Coal,6,0.0,37.928372424633515
PENSACOLA,Coal,7,0.0,37.928372424633515
PENSACOLA,Coal,8,0.0,37.928372424633515
PENSACOLA,Coal,9,0.0,37.928372424633515
PENSACOLA,Coal,10,0.0,37.928372424633515
PENSACOLA,Coal,11,0.0,37.928372424633515
PENSACOLA,Coal,12,0.0,37.928372424633515
PENSACOLA,Coal,13,0.0,37.928372424633515
PENSACOLA,Coal,14,0.0,37.928372424633515
PENSACOLA,Coal,15,0.0,37.928372424633515
PENSACOLA,Coal,16,0.0,37.928372424633515
PENSACOLA,Coal,17,0.0,37.928372424633515
PENSACOLA,Coal,18,0.0,37.928372424633515
PENSACOLA,Coal,19,0.0,37.928372424633515
PENSACOLA,Coal,20,0.0,37.928372424633515
PENSACOLA,Coal,21,0.0,37.928372424633515
PENSACOLA,Coal,22,0.0,37.928372424633515
PENSACOLA,Coal,23,0.0,37.928372424633515
PENSACOLA,Coal,24,0.0,37.928372424633515
SNEADS,Coal,1,0.0,0.0
SNEADS,Coal,2,0.0,0.0
SNEADS,Coal,3,0.0,0.0
SNEADS,Coal,4,0.0,0.0
SNEADS,Coal,5,0.0,0.0
SNEADS,Coal,6,0.0,0.0
SNEADS,Coal,7,0.0,0.0
SNEADS,Coal,8,0.0,0.0
SNEADS,Coal,9,0.0,0.0
SNEADS,Coal,10,0.0,0.0
SNEADS,Coal,11,0.0,0.0
SNEADS,Coal,12,0.0,0.0
SNEADS,Coal,13,0.0,0.0
SNEADS,Coal,14,0.0,0.0
SNEADS,Coal,15,0.0,0.0
SNEADS,Coal,16,0.0,0.0
SNEADS,Coal,17,0.0,0.0
SNEADS,Coal,18,0.0,0.0
SNEADS,Coal,19,0.0,0.0
SNEADS,Coal,20,0.0,0.0
SNEADS,Coal,21,0.0,0.0
SNEADS,Coal,22,0.0,0.0
SNEADS,Coal,23,0.0,0.0
SNEADS,Coal,24,0.0,0.0
ORLANDO_94,Coal,1,0.0,68.35208863458104
ORLANDO_94,Coal,2,0.0,68.35208863458104
ORLANDO_94,Coal,3,0.0,68.35208863458104
ORLANDO_94,Coal,4,0.0,68.35208863458104
ORLANDO_94,Coal,5,0.0,68.35208863458104
ORLANDO_94,Coal,6,0.0,68.35208863458104
ORLANDO_94,Coal,7,0.0,68.35208863458104
ORLANDO_94,Coal,8,0.0,68.35208863458104
ORLANDO_94,Coal,9,0.0,68.35208863458104
ORLANDO_94,Coal,10,0.0,68.35208863458104
ORLANDO_94,Coal,11,0.0,68.35208863458104
ORLANDO_94,Coal,12,0.0,68.35208863458104
ORLANDO_94,Coal,13,0.0,68.35208863458104
ORLANDO_94,Coal,14,0.0,68.35208863458104
ORLANDO_94,Coal,15,0.0,68.35208863458104
ORLANDO_94,Coal,16,0.0,68.35208863458104
ORLANDO_94,Coal,17,0.0,68.35208863458104
ORLANDO_94,Coal,18,0.0,68.35208863458104
ORLANDO_94,Coal,19,0.0,68.35208863458104
ORLANDO_94,Coal,20,0.0,68.35208863458104
ORLANDO_94,Coal,21,0.0,68.35208863458104
ORLANDO_94,Coal,22,0.0,68.35208863458104
ORLANDO_94,Coal,23,0.0,68.35208863458104
ORLANDO_94,Coal,24,0.0,68.35208863458104
JACKSONVILLE_95,Coal,1,0.0,44.8778195302131
JACKSONVILLE_95,Coal,2,0.0,44.8778195302131
JACKSONVILLE_95,Coal,3,0.0,44.8778195302131
JACKSONVILLE_95,Coal,4,0.0,44.8778195302131
JACKSONVILLE_95,Coal,5,0.0,44.8778195302131
JACKSONVILLE_95,Coal,6,0.0,44.8778195302131
JACKSONVILLE_95,Coal,7,0.0,44.8778195302131
JACKSONVILLE_95,Coal,8,0.0,44.8778195302131
JACKSONVILLE_95,Coal,9,0.0,44.8778195302131
JACKSONVILLE_95,Coal,10,0.0,44.8778195302131
JACKSONVILLE_95,Coal,11,0.0,44.8778195302131
JACKSONVILLE_95,Coal,12,0.0,44.8778195302131
JACKSONVILLE_95,Coal,13,0.0,44.8778195302131
JACKSONVILLE_95,Coal,14,0.0,44.8778195302131
JACKSONVILLE_95,Coal,15,0.0,44.8778195302131
JACKSONVILLE_95,Coal,16,0.0,44.8778195302131
JACKSONVILLE_95,Coal,17,0.0,44.8778195302131
JACKSONVILLE_95,Coal,18,0.0,44.8778195302131
JACKSONVILLE_95,Coal,19,0.0,44.8778195302131
JACKSONVILLE_95,Coal,20,0.0,44.8778195302131
JACKSONVILLE_95,Coal,21,0.0,44.8778195302131
JACKSONVILLE_95,Coal,22,0.0,44.8778195302131
JACKSONVILLE_95,Coal,23,0.0,44.8778195302131
JACKSONVILLE_95,Coal,24,0.0,44.8778195302131
CRYSTALRIVER,Coal,1,0.0,63.76169288144502
CRYSTALRIVER,Coal,2,0.0,63.76169288144502
CRYSTALRIVER,Coal,3,0.0,63.76169288144502
CRYSTALRIVER,Coal,4,0.0,63.76169288144502
CRYSTALRIVER,Coal,5,0.0,63.76169288144502
CRYSTALRIVER,Coal,6,0.0,63.76169288144502
CRYSTALRIVER,Coal,7,0.0,63.76169288144502
CRYSTALRIVER,Coal,8,0.0,63.76169288144502
CRYSTALRIVER,Coal,9,0.0,63.76169288144502
CRYSTALRIVER,Coal,10,0.0,63.76169288144502
CRYSTALRIVER,Coal,11,0.0,63.76169288144502
CRYSTALRIVER,Coal,12,0.0,63.76169288144502
CRYSTALRIVER,Coal,13,0.0,63.76169288144502
CRYSTALRIVER,Coal,14,0.0,63.76169288144502
CRYSTALRIVER,Coal,15,0.0,63.76169288144502
CRYSTALRIVER,Coal,16,0.0,63.76169288144502
CRYSTALRIVER,Coal,17,0.0,63.76169288144502
CRYSTALRIVER,Coal,18,0.0,63.76169288144502
CRYSTALRIVER,Coal,19,0.0,63.76169288144502
CRYSTALRIVER,Coal,20,0.0,63.76169288144502
CRYSTALRIVER,Coal,21,0.0,63.76169288144502
CRYSTALRIVER,Coal,22,0.0,63.76169288144502
CRYSTALRIVER,Coal,23,0.0,63.76169288144502
