Generator,Type,Time,Value,$/MWh
INDIANORCHARD,Coal,21,0.0,0.0
INDIANORCHARD,Coal,22,0.0,0.0
INDIANORCHARD,Coal,23,0.0,0.0
INDIANORCHARD,Coal,24,0.0,0.0
SOMERSET,Coal,1,0.0,24.805643566280217
SOMERSET,Coal,2,0.0,24.805643566280217
SOMERSET,Coal,3,0.0,24.805643566280217
SOMERSET,Coal,4,0.0,24.805643566280217
SOMERSET,Coal,5,0.0,24.805643566280217
SOMERSET,Coal,6,0.0,24.805643566280217
SOMERSET,Coal,7,0.0,24.805643566280217
SOMERSET,Coal,8,0.0,24.805643566280217
SOMERSET,Coal,9,0.0,24.805643566280217
SOMERSET,Coal,10,0.0,24.805643566280217
SOMERSET,Coal,11,0.0,24.805643566280217
SOMERSET,Coal,12,0.0,24.805643566280217
SOMERSET,Coal,13,0.0,24.805643566280217
SOMERSET,Coal,14,0.0,24.805643566280217
SOMERSET,Coal,15,0.0,24.805643566280217
SOMERSET,Coal,16,0.0,24.805643566280217
SOMERSET,Coal,17,0.0,24.805643566280217
SOMERSET,Coal,18,0.0,24.805643566280217
SOMERSET,Coal,19,0.0,24.805643566280217
SOMERSET,Coal,20,0.0,24.805643566280217
SOMERSET,Coal,21,0.0,24.805643566280217
SOMERSET,Coal,22,0.0,24.805643566280217
SOMERSET,Coal,23,0.0,24.805643566280217
SOMERSET,Coal,24,0.0,24.805643566280217
DRESDEN,Coal,1,0.0,32.975947504069794
DRESDEN,Coal,2,0.0,32.975947504069794
DRESDEN,Coal,3,0.0,32.975947504069794
DRESDEN,Coal,4,0.0,32.975947504069794
DRESDEN,Coal,5,0.0,32.975947504069794
DRESDEN,Coal,6,0.0,32.975947504069794
DRESDEN,Coal,7,0.0,32.975947504069794
DRESDEN,Coal,8,0.0,32.975947504069794
DRESDEN,Coal,9,0.0,32.975947504069794
DRESDEN,Coal,10,0.0,32.975947504069794
DRESDEN,Coal,11,0.0,32.975947504069794
DRESDEN,Coal,12,0.0,32.975947504069794
DRESDEN,Coal,13,0.0,32.975947504069794
DRESDEN,Coal,14,0.0,32.975947504069794
DRESDEN,Coal,15,0.0,32.975947504069794
DRESDEN,Coal,16,0.0,32.975947504069794
DRESDEN,Coal,17,0.0,32.975947504069794
DRESDEN,Coal,18,0.0,32.975947504069794
DRESDEN,Coal,19,0.0,32.975947504069794
DRESDEN,Coal,20,0.0,32.975947504069794
DRESDEN,Coal,21,0.0,32.975947504069794
DRESDEN,Coal,22,0.0,32.975947504069794
DRESDEN,Coal,23,0.0,32.975947504069794
DRESDEN,Coal,24,0.0,32.975947504069794
LANSING,Coal,1,0.0,17.656067931226158
LANSING,Coal,2,0.0,17.656067931226158
LANSING,Coal,3,0.0,17.656067931226158
LANSING,Coal,4,0.0,17.656067931226158
LANSING,Coal,5,0.0,17.656067931226158
LANSING,Coal,6,0.0,17.656067931226158
LANSING,Coal,7,0.0,17.656067931226158
LANSING,Coal,8,0.0,17.656067931226158
LANSING,Coal,9,0.0,17.656067931226158
LANSING,Coal,10,0.0,17.656067931226158
LANSING,Coal,11,0.0,17.656067931226158
LANSING,Coal,12,0.0,17.656067931226158
LANSING,Coal,13,0.0,17.656067931226158
LANSING,Coal,14,0.0,17.656067931226158
LANSING,Coal,15,0.0,17.656067931226158
LANSING,Coal,16,0.0,17.656067931226158
LANSING,Coal,17,0.0,17.656067931226158
LANSING,Coal,18,0.0,17.656067931226158
LANSING,Coal,19,0.0,17.656067931226158
LANSING,Coal,20,0.0,17.656067931226158
LANSING,Coal,21,0.0,17.656067931226158
LANSING,Coal,22,0.0,17.656067931226158
LANSING,Coal,23,0.0,17.656067931226158
LANSING,Coal,24,0.0,17.656067931226158
BARKER,Coal,1,0.0,0.0
BARKER,Coal,2,0.0,0.0
BARKER,Coal,3,0.0,0.0
BARKER,Coal,4,0.0,0.0
BARKER,Coal,5,0.0,0.0
BARKER,Coal,6,0.0,0.0
BARKER,Coal,7,0.0,0.0
BARKER,Coal,8,0.0,0.0
BARKER,Coal,9,0.0,0.0
BARKER,Coal,10,0.0,0.0
BARKER,Coal,11,0.0,0.0
BARKER,Coal,12,0.0,0.0
BARKER,Coal,13,0.0,0.0
BARKER,Coal,14,0.0,0.0
BARKER,Coal,15,0.0,0.0
BARKER,Coal,16,0.0,0.0
BARKER,Coal,17,0.0,0.0
BARKER,Coal,18,0.0,0.0
BARKER,Coal,19,0.0,0.0
BARKER,Coal,20,0.0,0.0
BARKER,Coal,21,0.0,0.0
BARKER,Coal,22,0.0,0.0
BARKER,Coal,23,0.0,0.0
BARKER,Coal,24,0.0,0.0
DUNKIRK,Coal,1,0.0,35.1737409233598
DUNKIRK,Coal,2,0.0,35.1737409233598
DUNKIRK,Coal,3,0.0,35.1737409233598
DUNKIRK,Coal,4,0.0,35.1737409233598
DUNKIRK,Coal,5,0.0,35.1737409233598
DUNKIRK,Coal,6,0.0,35.1737409233598
DUNKIRK,Coal,7,0.0,35.1737409233598
DUNKIRK,Coal,8,0.0,35.1737409233598
DUNKIRK,Coal,9,0.0,35.1737409233598
DUNKIRK,Coal,10,0.0,35.1737409233598
DUNKIRK,Coal,11,0.0,35.1737409233598
DUNKIRK,Coal,12,0.0,35.1737409233598
DUNKIRK,Coal,13,0.0,35.1737409233598
DUNKIRK,Coal,14,0.0,35.1737409233598
DUNKIRK,Coal,15,0.0,35.1737409233598
DUNKIRK,Coal,16,0.0,35.1737409233598
DUNKIRK,Coal,17,0.0,35.1737409233598
DUNKIRK,Coal,18,0.0,35.1737409233598
DUNKIRK,Coal,19,0.0,35.1737409233598
DUNKIRK,Coal,20,0.0,35.1737409233598
DUNKIRK,Coal,21,0.0,35.1737409233598
DUNKIRK,Coal,22,0.0,35.1737409233598
DUNKIRK,Coal,23,0.0,35.1737409233598
DUNKIRK,Coal,24,0.0,35.1737409233598
MONACA,Coal,1,0.0,30.54768127884538
MONACA,Coal,2,0.0,30.54768127884538
MONACA,Coal,3,0.0,30.54768127884538
MONACA,Coal,4,0.0,30.54768127884538
MONACA,Coal,5,0.0,30.54768127884538
MONACA,Coal,6,0.0,30.54768127884538
MONACA,Coal,7,0.0,30.54768127884538
MONACA,Coal,8,0.0,30.54768127884538
MONACA,Coal,9,0.0,30.54768127884538
MONACA,Coal,10,0.0,30.54768127884538
MONACA,Coal,11,0.0,30.54768127884538
MONACA,Coal,12,0.0,30.54768127884538
MONACA,Coal,13,0.0,30.54768127884538
MONACA,Coal,14,0.0,30.54768127884538
MONACA,Coal,15,0.0,30.54768127884538
MONACA,Coal,16,0.0,30.54768127884538
MONACA,Coal,17,0.0,30.54768127884538
MONACA,Coal,18,0.0,30.54768127884538
MONACA,Coal,19,0.0,30.54768127884538
MONACA,Coal,20,0.0,30.54768127884538
MONACA,Coal,21,0.0,30.54768127884538
MONACA,Coal,22,0.0,30.54768127884538
MONACA,Coal,23,0.0,30.54768127884538
MONACA,Coal,24,0.0,30.54768127884538
WESTPITTSBURG,Coal,1,0.0,32.788039669825956
WESTPITTSBURG,Coal,2,0.0,32.788039669825956
WESTPITTSBURG,Coal,3,0.0,32.788039669825956
WESTPITTSBURG,Coal,4,0.0,32.788039669825956
WESTPITTSBURG,Coal,5,0.0,32.788039669825956
WESTPITTSBURG,Coal,6,0.0,32.788039669825956
WESTPITTSBURG,Coal,7,0.0,32.788039669825956
WESTPITTSBURG,Coal,8,0.0,32.788039669825956
WESTPITTSBURG,Coal,9,0.0,32.788039669825956
WESTPITTSBURG,Coal,10,0.0,32.788039669825956
WESTPITTSBURG,Coal,11,0.0,32.788039669825956
WESTPITTSBURG,Coal,12,0.0,32.788039669825956
WESTPITTSBURG,Coal,13,0.0,32.788039669825956
WESTPITTSBURG,Coal,14,0.0,32.788039669825956
WESTPITTSBURG,Coal,15,0.0,32.788039669825956
WESTPITTSBURG,Coal,16,0.0,32.788039669825956
WESTPITTSBURG,Coal,17,0.0,32.788039669825956
WESTPITTSBURG,Coal,18,0.0,32.788039669825956
WESTPITTSBURG,Coal,19,0.0,32.788039669825956
WESTPITTSBURG,Coal,20,0.0,32.788039669825956
WESTPITTSBURG,Coal,21,0.0,32.788039669825956
WESTPITTSBURG,Coal,22,0.0,32.788039669825956
WESTPITTSBURG,Coal,23,0.0,32.788039669825956
WESTPITTSBURG,Coal,24,0.0,32.788039669825956
SHIPPINGPORT,Coal,1,0.0,80.03404835507108
SHIPPINGPORT,Coal,2,0.0,80.03404835507108
SHIPPINGPORT,Coal,3,0.0,80.03404835507108
SHIPPINGPORT,Coal,4,0.0,80.03404835507108
SHIPPINGPORT,Coal,5,0.0,80.03404835507108
SHIPPINGPORT,Coal,6,0.0,80.03404835507108
SHIPPINGPORT,Coal,7,0.0,80.03404835507108
SHIPPINGPORT,Coal,8,0.0,80.03404835507108
SHIPPINGPORT,Coal,9,0.0,80.03404835507108
SHIPPINGPORT,Coal,10,0.0,80.03404835507108
SHIPPINGPORT,Coal,11,0.0,80.03404835507108
SHIPPINGPORT,Coal,12,0.0,80.03404835507108
SHIPPINGPORT,Coal,13,0.0,80.03404835507108
SHIPPINGPORT,Coal,14,0.0,80.03404835507108
SHIPPINGPORT,Coal,15,0.0,80.03404835507108
SHIPPINGPORT,Coal,16,0.0,80.03404835507108
SHIPPINGPORT,Coal,17,0.0,80.03404835507108
SHIPPINGPORT,Coal,18,0.0,80.03404835507108
SHIPPINGPORT,Coal,19,0.0,80.03404835507108
SHIPPINGPORT,Coal,20,0.0,80.03404835507108
SHIPPINGPORT,Coal,21,0.0,80.03404835507108
SHIPPINGPORT,Coal,22,0.0,80.03404835507108
SHIPPINGPORT,Coal,23,0.0,80.03404835507108
SHIPPINGPORT,Coal,24,0.0,80.03404835507108
MARMORA,Coal,1,0.0,8.976553766326361
MARMORA,Coal,2,0.0,8.976553766326361
MARMORA,Coal,3,0.0,8.976553766326361
MARMORA,Coal,4,0.0,8.976553766326361
MARMORA,Coal,5,0.0,8.976553766326361
MARMORA,Coal,6,0.0,8.976553766326361
MARMORA,Coal,7,0.0,8.976553766326361
MARMORA,Coal,8,0.0,8.976553766326361
MARMORA,Coal,9,0.0,8.976553766326361
MARMORA,Coal,10,0.0,8.976553766326361
MARMORA,Coal,11,0.0,8.976553766326361
MARMORA,Coal,12,0.0,8.976553766326361
MARMORA,Coal,13,0.0,8.976553766326361
MARMORA,Coal,14,0.0,8.976553766326361
MARMORA,Coal,15,0.0,8.976553766326361
MARMORA,Coal,16,0.0,8.976553766326361
MARMORA,Coal,17,0.0,8.976553766326361
MARMORA,Coal,18,0.0,8.976553766326361
MARMORA,Coal,19,0.0,8.976553766326361
MARMORA,Coal,20,0.0,8.976553766326361
MARMORA,Coal,21,0.0,8.976553766326361
MARMORA,Coal,22,0.0,8.976553766326361
MARMORA,Coal,23,0.0,8.976553766326361
MARMORA,Coal,24,0.0,8.976553766326361
SWEDESBORO,Coal,1,0.0,0.0
SWEDESBORO,Coal,2,0.0,0.0
SWEDESBORO,Coal,3,0.0,0.0
SWEDESBORO,Coal,4,0.0,0.0
SWEDESBORO,Coal,5,0.0,0.0
SWEDESBORO,Coal,6,0.0,0.0
SWEDESBORO,Coal,7,0.0,0.0
SWEDESBORO,Coal,8,0.0,0.0
SWEDESBORO,Coal,9,0.0,0.0
SWEDESBORO,Coal,10,0.0,0.0
SWEDESBORO,Coal,11,0.0,0.0
SWEDESBORO,Coal,12,0.0,0.0
SWEDESBORO,Coal,13,0.0,0.0
SWEDESBORO,Coal,14,0.0,0.0
SWEDESBORO,Coal,15,0.0,0.0
SWEDESBORO,Coal,16,0.0,0.0
SWEDESBORO,Coal,17,0.0,0.0
SWEDESBORO,Coal,18,0.0,0.0
SWEDESBORO,Coal,19,0.0,0.0
SWEDESBORO,Coal,20,0.0,0.0
SWEDESBORO,Coal,21,0.0,0.0
SWEDESBORO,Coal,22,0.0,0.0
SWEDESBORO,Coal,23,0.0,0.0
SWEDESBORO,Coal,24,0.0,0.0
PENNSGROVE,Coal,1,0.0,0.0
PENNSGROVE,Coal,2,0.0,0.0
PENNSGROVE,Coal,3,0.0,0.0
PENNSGROVE,Coal,4,0.0,0.0
PENNSGROVE,Coal,5,0.0,0.0
PENNSGROVE,Coal,6,0.0,0.0
PENNSGROVE,Coal,7,0.0,0.0
PENNSGROVE,Coal,8,0.0,0.0
PENNSGROVE,Coal,9,0.0,0.0
PENNSGROVE,Coal,10,0.0,0.0
PENNSGROVE,Coal,11,0.0,0.0
PENNSGROVE,Coal,12,0.0,0.0
PENNSGROVE,Coal,13,0.0,0.0
PENNSGROVE,Coal,14,0.0,0.0
PENNSGROVE,Coal,15,0.0,0.0
PENNSGROVE,Coal,16,0.0,0.0
PENNSGROVE,Coal,17,0.0,0.0
PENNSGROVE,Coal,18,0.0,0.0
PENNSGROVE,Coal,19,0.0,0.0
PENNSGROVE,Coal,20,0.0,0.0
PENNSGROVE,Coal,21,0.0,0.0
PENNSGROVE,Coal,22,0.0,0.0
PENNSGROVE,Coal,23,0.0,0.0
PENNSGROVE,Coal,24,0.0,0.0
CHESTER,Coal,1,0.0,8.710110038862187
CHESTER,Coal,2,0.0,8.710110038862187
CHESTER,Coal,3,0.0,8.710110038862187
CHESTER,Coal,4,0.0,8.710110038862187
CHESTER,Coal,5,0.0,8.710110038862187
CHESTER,Coal,6,0.0,8.710110038862187
CHESTER,Coal,7,0.0,8.710110038862187
CHESTER,Coal,8,0.0,8.710110038862187
CHESTER,Coal,9,0.0,8.710110038862187
CHESTER,Coal,10,0.0,8.710110038862187
CHESTER,Coal,11,0.0,8.710110038862187
CHESTER,Coal,12,0.0,8.710110038862187
CHESTER,Coal,13,0.0,8.710110038862187
CHESTER,Coal,14,0.0,8.710110038862187
CHESTER,Coal,15,0.0,8.710110038862187
CHESTER,Coal,16,0.0,8.710110038862187
CHESTER,Coal,17,0.0,8.710110038862187
CHESTER,Coal,18,0.0,8.710110038862187
CHESTER,Coal,19,0.0,8.710110038862187
CHESTER,Coal,20,0.0,8.710110038862187
CHESTER,Coal,21,0.0,8.710110038862187
CHESTER,Coal,22,0.0,8.710110038862187
CHESTER,Coal,23,0.0,8.710110038862187
CHESTER,Coal,24,0.0,8.710110038862187
JERSEYCITY,Coal,1,0.0,0.0
JERSEYCITY,Coal,2,0.0,0.0
JERSEYCITY,Coal,3,0.0,0.0
JERSEYCITY,Coal,4,0.0,0.0
JERSEYCITY,Coal,5,0.0,0.0
JERSEYCITY,Coal,6,0.0,0.0
JERSEYCITY,Coal,7,0.0,0.0
JERSEYCITY,Coal,8,0.0,0.0
JERSEYCITY,Coal,9,0.0,0.0
JERSEYCITY,Coal,10,0.0,0.0
JERSEYCITY,Coal,11,0.0,0.0
JERSEYCITY,Coal,12,0.0,0.0
JERSEYCITY,Coal,13,0.0,0.0
JERSEYCITY,Coal,14,0.0,0.0
JERSEYCITY,Coal,15,0.0,0.0
JERSEYCITY,Coal,16,0.0,0.0
JERSEYCITY,Coal,17,0.0,0.0
JERSEYCITY,Coal,18,0.0,0.0
JERSEYCITY,Coal,19,0.0,0.0
JERSEYCITY,Coal,20,0.0,0.0
JERSEYCITY,Coal,21,0.0,0.0
JERSEYCITY,Coal,22,0.0,0.0
JERSEYCITY,Coal,23,0.0,0.0
JERSEYCITY,Coal,24,0.0,0.0
PORTLAND_27,Coal,1,0.0,42.09885751214288
PORTLAND_27,Coal,2,0.0,42.09885751214288
PORTLAND_27,Coal,3,0.0,42.09885751214288
PORTLAND_27,Coal,4,0.0,42.09885751214288
PORTLAND_27,Coal,5,0.0,42.09885751214288
PORTLAND_27,Coal,6,0.0,42.09885751214288
PORTLAND_27,Coal,7,0.0,42.09885751214288
PORTLAND_27,Coal,8,0.0,42.09885751214288
PORTLAND_27,Coal,9,0.0,42.09885751214288
PORTLAND_27,Coal,10,0.0,42.09885751214288
PORTLAND_27,Coal,11,0.0,42.09885751214288
PORTLAND_27,Coal,12,0.0,42.09885751214288
PORTLAND_27,Coal,13,0.0,42.09885751214288
PORTLAND_27,Coal,14,0.0,42.09885751214288
PORTLAND_27,Coal,15,0.0,42.09885751214288
PORTLAND_27,Coal,16,0.0,42.09885751214288
PORTLAND_27,Coal,17,0.0,42.09885751214288
PORTLAND_27,Coal,18,0.0,42.09885751214288
PORTLAND_27,Coal,19,0.0,42.09885751214288
PORTLAND_27,Coal,20,0.0,42.09885751214288
PORTLAND_27,Coal,21,0.0,42.09885751214288
PORTLAND_27,Coal,22,0.0,42.09885751214288
PORTLAND_27,Coal,23,0.0,42.09885751214288
PORTLAND_27,Coal,24,0.0,42.09885751214288
NORTHAMPTON_31,Coal,1,0.0,34.94440531505489
NORTHAMPTON_31,Coal,2,0.0,34.94440531505489
NORTHAMPTON_31,Coal,3,0.0,34.94440531505489
NORTHAMPTON_31,Coal,4,0.0,34.94440531505489
NORTHAMPTON_31,Coal,5,0.0,34.94440531505489
NORTHAMPTON_31,Coal,6,0.0,34.94440531505489
NORTHAMPTON_31,Coal,7,0.0,34.94440531505489
NORTHAMPTON_31,Coal,8,0.0,34.94440531505489
NORTHAMPTON_31,Coal,9,0.0,34.94440531505489
NORTHAMPTON_31,Coal,10,0.0,34.94440531505489
NORTHAMPTON_31,Coal,11,0.0,34.94440531505489
NORTHAMPTON_31,Coal,12,0.0,34.94440531505489
NORTHAMPTON_31,Coal,13,0.0,34.94440531505489
NORTHAMPTON_31,Coal,14,0.0,34.94440531505489
NORTHAMPTON_31,Coal,15,0.0,34.94440531505489
NORTHAMPTON_31,Coal,16,0.0,34.94440531505489
NORTHAMPTON_31,Coal,17,0.0,34.94440531505489
NORTHAMPTON_31,Coal,18,0.0,34.94440531505489
NORTHAMPTON_31,Coal,19,0.0,34.94440531505489
NORTHAMPTON_31,Coal,20,0.0,34.94440531505489
NORTHAMPTON_31,Coal,21,0.0,34.94440531505489
NORTHAMPTON_31,Coal,22,0.0,34.94440531505489
NORTHAMPTON_31,Coal,23,0.0,34.94440531505489
NORTHAMPTON_31,Coal,24,0.0,34.94440531505489
YORKHAVEN,Coal,1,0.0,25.513411047288187
YORKHAVEN,Coal,2,0.0,25.513411047288187
YORKHAVEN,Coal,3,0.0,25.513411047288187
YORKHAVEN,Coal,4,0.0,25.513411047288187
YORKHAVEN,Coal,5,0.0,25.513411047288187
YORKHAVEN,Coal,6,0.0,25.513411047288187
YORKHAVEN,Coal,7,0.0,25.513411047288187
YORKHAVEN,Coal,8,0.0,25.513411047288187
YORKHAVEN,Coal,9,0.0,25.513411047288187
YORKHAVEN,Coal,10,0.0,25.513411047288187
YORKHAVEN,Coal,11,0.0,25.513411047288187
YORKHAVEN,Coal,12,0.0,25.513411047288187
YORKHAVEN,Coal,13,0.0,25.513411047288187
YORKHAVEN,Coal,14,0.0,25.513411047288187
YORKHAVEN,Coal,15,0.0,25.513411047288187
YORKHAVEN,Coal,16,0.0,25.513411047288187
YORKHAVEN,Coal,17,0.0,25.513411047288187
YORKHAVEN,Coal,18,0.0,25.513411047288187
YORKHAVEN,Coal,19,0.0,25.513411047288187
YORKHAVEN,Coal,20,0.0,25.513411047288187
YORKHAVEN,Coal,21,0.0,25.513411047288187
YORKHAVEN,Coal,22,0.0,25.513411047288187
YORKHAVEN,Coal,23,0.0,25.513411047288187
YORKHAVEN,Coal,24,0.0,25.513411047288187
MARIONHEIGHTS,Coal,1,0.0,28.65612986415401
MARIONHEIGHTS,Coal,2,0.0,28.65612986415401
MARIONHEIGHTS,Coal,3,0.0,28.65612986415401
MARIONHEIGHTS,Coal,4,0.0,28.65612986415401
MARIONHEIGHTS,Coal,5,0.0,28.65612986415401
MARIONHEIGHTS,Coal,6,0.0,28.65612986415401
MARIONHEIGHTS,Coal,7,0.0,28.65612986415401
MARIONHEIGHTS,Coal,8,0.0,28.65612986415401
MARIONHEIGHTS,Coal,9,0.0,28.65612986415401
MARIONHEIGHTS,Coal,10,0.0,28.65612986415401
MARIONHEIGHTS,Coal,11,0.0,28.65612986415401
MARIONHEIGHTS,Coal,12,0.0,28.65612986415401
MARIONHEIGHTS,Coal,13,0.0,28.65612986415401
MARIONHEIGHTS,Coal,14,0.0,28.65612986415401
MARIONHEIGHTS,Coal,15,0.0,28.65612986415401
MARIONHEIGHTS,Coal,16,0.0,28.65612986415401
MARIONHEIGHTS,Coal,17,0.0,28.65612986415401
MARIONHEIGHTS,Coal,18,0.0,28.65612986415401
MARIONHEIGHTS,Coal,19,0.0,28.65612986415401
MARIONHEIGHTS,Coal,20,0.0,28.65612986415401
MARIONHEIGHTS,Coal,21,0.0,28.65612986415401
MARIONHEIGHTS,Coal,22,0.0,28.65612986415401
MARIONHEIGHTS,Coal,23,0.0,28.65612986415401
MARIONHEIGHTS,Coal,24,0.0,28.65612986415401
MCADOO,Coal,1,0.0,29.2663121014656
MCADOO,Coal,2,0.0,29.2663121014656
MCADOO,Coal,3,0.0,29.2663121014656
MCADOO,Coal,4,0.0,29.2663121014656
MCADOO,Coal,5,0.0,29.2663121014656
MCADOO,Coal,6,0.0,29.2663121014656
MCADOO,Coal,7,0.0,29.2663121014656
MCADOO,Coal,8,0.0,29.2663121014656
MCADOO,Coal,9,0.0,29.2663121014656
MCADOO,Coal,10,0.0,29.2663121014656
MCADOO,Coal,11,0.0,29.2663121014656
MCADOO,Coal,12,0.0,29.2663121014656
MCADOO,Coal,13,0.0,29.2663121014656
MCADOO,Coal,14,0.0,29.2663121014656
MCADOO,Coal,15,0.0,29.2663121014656
MCADOO,Coal,16,0.0,29.2663121014656
MCADOO,Coal,17,0.0,29.2663121014656
MCADOO,Coal,18,0.0,29.2663121014656
MCADOO,Coal,19,0.0,29.2663121014656
MCADOO,Coal,20,0.0,29.2663121014656
MCADOO,Coal,21,0.0,29.2663121014656
MCADOO,Coal,22,0.0,29.2663121014656
MCADOO,Coal,23,0.0,29.2663121014656
MCADOO,Coal,24,0.0,29.2663121014656
FRACKVILLE,Coal,1,0.0,14.599377846675557
FRACKVILLE,Coal,2,0.0,14.599377846675557
FRACKVILLE,Coal,3,0.0,14.599377846675557
FRACKVILLE,Coal,4,0.0,14.599377846675557
FRACKVILLE,Coal,5,0.0,14.599377846675557
FRACKVILLE,Coal,6,0.0,14.599377846675557
FRACKVILLE,Coal,7,0.0,14.599377846675557
FRACKVILLE,Coal,8,0.0,14.599377846675557
FRACKVILLE,Coal,9,0.0,14.599377846675557
FRACKVILLE,Coal,10,0.0,14.599377846675557
FRACKVILLE,Coal,11,0.0,14.599377846675557
FRACKVILLE,Coal,12,0.0,14.599377846675557
FRACKVILLE,Coal,13,0.0,14.599377846675557
FRACKVILLE,Coal,14,0.0,14.599377846675557
FRACKVILLE,Coal,15,0.0,14.599377846675557
FRACKVILLE,Coal,16,0.0,14.599377846675557
FRACKVILLE,Coal,17,0.0,14.599377846675557
FRACKVILLE,Coal,18,0.0,14.599377846675557
FRACKVILLE,Coal,19,0.0,14.599377846675557
FRACKVILLE,Coal,20,0.0,14.599377846675557
FRACKVILLE,Coal,21,0.0,14.599377846675557
FRACKVILLE,Coal,22,0.0,14.599377846675557
FRACKVILLE,Coal,23,0.0,14.599377846675557
FRACKVILLE,Coal,24,0.0,14.599377846675557
TREMONT,Coal,1,0.0,28.171314089531133
TREMONT,Coal,2,0.0,28.171314089531133
TREMONT,Coal,3,0.0,28.171314089531133
TREMONT,Coal,4,0.0,28.171314089531133
TREMONT,Coal,5,0.0,28.171314089531133
TREMONT,Coal,6,0.0,28.171314089531133
TREMONT,Coal,7,0.0,28.171314089531133
TREMONT,Coal,8,0.0,28.171314089531133
TREMONT,Coal,9,0.0,28.171314089531133
TREMONT,Coal,10,0.0,28.171314089531133
TREMONT,Coal,11,0.0,28.171314089531133
TREMONT,Coal,12,0.0,28.171314089531133
TREMONT,Coal,13,0.0,28.171314089531133
TREMONT,Coal,14,0.0,28.171314089531133
TREMONT,Coal,15,0.0,28.171314089531133
TREMONT,Coal,16,0.0,28.171314089531133
TREMONT,Coal,17,0.0,28.171314089531133
TREMONT,Coal,18,0.0,28.171314089531133
TREMONT,Coal,19,0.0,28.171314089531133
TREMONT,Coal,20,0.0,28.171314089531133
TREMONT,Coal,21,0.0,28.171314089531133
TREMONT,Coal,22,0.0,28.171314089531133
TREMONT,Coal,23,0.0,28.171314089531133
TREMONT,Coal,24,0.0,28.171314089531133
SNOWSHOE,Coal,1,0.0,36.19034592904447
SNOWSHOE,Coal,2,0.0,36.19034592904447
SNOWSHOE,Coal,3,0.0,36.19034592904447
SNOWSHOE,Coal,4,0.0,36.19034592904447
SNOWSHOE,Coal,5,0.0,36.19034592904447
SNOWSHOE,Coal,6,0.0,36.19034592904447
SNOWSHOE,Coal,7,0.0,36.19034592904447
SNOWSHOE,Coal,8,0.0,36.19034592904447
SNOWSHOE,Coal,9,0.0,36.19034592904447
SNOWSHOE,Coal,10,0.0,36.19034592904447
SNOWSHOE,Coal,11,0.0,36.19034592904447
SNOWSHOE,Coal,12,0.0,36.19034592904447
SNOWSHOE,Coal,13,0.0,36.19034592904447
SNOWSHOE,Coal,14,0.0,36.19034592904447
SNOWSHOE,Coal,15,0.0,36.19034592904447
SNOWSHOE,Coal,16,0.0,36.19034592904447
SNOWSHOE,Coal,17,0.0,36.19034592904447
SNOWSHOE,Coal,18,0.0,36.19034592904447
SNOWSHOE,Coal,19,0.0,36.19034592904447
SNOWSHOE,Coal,20,0.0,36.19034592904447
SNOWSHOE,Coal,21,0.0,36.19034592904447
SNOWSHOE,Coal,22,0.0,36.19034592904447
SNOWSHOE,Coal,23,0.0,36.19034592904447
SNOWSHOE,Coal,24,0.0,36.19034592904447
WASHINGTONVILLE,Coal,1,0.0,0.0
