Bus,Time,Value
bus_1314,24,25.27309503109454
bus_1317,1,25.13534793377047
bus_1317,2,24.69488440856172
bus_1317,3,23.809568510371754
bus_1317,4,22.08182272445365
bus_1317,5,23.31610185597485
bus_1317,6,22.960041756639043
bus_1317,7,21.550834701351242
bus_1317,8,21.908729857679482
bus_1317,9,21.269712886074274
bus_1317,10,21.485529628485867
bus_1317,11,21.57508269355608
bus_1317,12,21.616138007472937
bus_1317,13,22.047775765799955
bus_1317,14,22.018223382211048
bus_1317,15,22.332626786312396
bus_1317,16,21.90666684197318
bus_1317,17,23.410141547890554
bus_1317,18,23.233220395027118
bus_1317,19,23.318786767941734
bus_1317,20,23.43086417690804
bus_1317,21,24.567760696042676
bus_1317,22,23.514694500615427
bus_1317,23,24.46110968009872
bus_1317,24,26.050983248351166
bus_2049,1,24.386049666176106
bus_2049,2,23.950821202137064
bus_2049,3,21.473252543172514
bus_2049,4,20.890389451512775
bus_2049,5,20.681435587589423
bus_2049,6,21.02229504151356
bus_2049,7,19.999020728065897
bus_2049,8,20.236021539259568
bus_2049,9,19.756875044950263
bus_2049,10,19.436749050220957
bus_2049,11,20.15587432054072
bus_2049,12,20.050980657279673
bus_2049,13,20.50344433920103
bus_2049,14,20.39617228509197
bus_2049,15,21.603216468477672
bus_2049,16,20.681435587589423
bus_2049,17,20.98803739317303
bus_2049,18,21.352142788729257
bus_2049,19,21.5183925674493
bus_2049,20,22.918187581864785
bus_2049,21,23.897128925285614
bus_2049,22,23.225407429580585
bus_2049,23,23.73458008389792
bus_2049,24,24.88779014987917
bus_2289,1,22.619972102742185
bus_2289,2,23.09397918768
bus_2289,3,22.212444740772774
bus_2289,4,20.890389451512775
bus_2289,5,20.681435587589423
bus_2289,6,20.40636563052024
bus_2289,7,20.5448335754691
bus_2289,8,19.848330429452062
bus_2289,9,19.756875044950263
bus_2289,10,19.85169140492899
bus_2289,11,19.436749050220957
bus_2289,12,19.44770639958336
bus_2289,13,19.84815638291764
bus_2289,14,19.99902072680983
bus_2289,15,20.111534628366176
bus_2289,16,20.681435587589416
bus_2289,17,20.98803739317303
bus_2289,18,21.352142788729243
bus_2289,19,21.51839256744931
bus_2289,20,22.15316490978702
bus_2289,21,21.75728324113831
bus_2289,22,22.312616731415854
bus_2289,23,22.042980888470932
bus_2289,24,23.729048112795223
bus_2744,1,8.093066265259113
bus_2744,2,7.8497363277987295
bus_2744,3,21.95080467405644
bus_2744,4,21.20266710292036
bus_2744,5,21.375568650181744
bus_2744,6,20.980142144144537
bus_2744,7,20.29369627732129
bus_2744,8,6.887064643991625
bus_2744,9,19.756875044236207
bus_2744,10,6.753701894131087
bus_2744,11,7.327239658855893
bus_2744,12,7.147348101539637
bus_2744,13,7.074947603173606
bus_2744,14,7.183605744597222
bus_2744,15,7.337302211551826
bus_2744,16,21.33042958281084
bus_2744,17,21.484878010206078
bus_2744,18,21.77514825644778
bus_2744,19,21.51839256744931
bus_2744,20,7.775731339880041
bus_2744,21,22.750448816604408
bus_2744,22,7.897412784986129
bus_2744,23,22.389175377352103
bus_2744,24,7.970105553660627
bus_2767,1,0.0
bus_2767,2,0.0
bus_2767,3,21.799006754221423
bus_2767,4,21.14764350719484
bus_2767,5,21.431381175448564
bus_2767,6,21.02229504151356
bus_2767,7,20.265745295457883
bus_2767,8,0.0
bus_2767,9,19.78488879313725
bus_2767,10,0.0
bus_2767,11,0.0
bus_2767,12,0.0
bus_2767,13,0.0
bus_2767,14,0.0
bus_2767,15,0.0
bus_2767,16,21.201113668325995
bus_2767,17,21.57657234785607
bus_2767,18,21.826440587562463
bus_2767,19,21.56720070282363
bus_2767,20,0.0
bus_2767,21,22.823644850648744
bus_2767,22,0.0
bus_2767,23,22.327306032052725
bus_2767,24,0.0
bus_2818,1,28.088359806874998
bus_2818,2,27.64167922131536
bus_2818,3,25.734233998204573
bus_2818,4,25.538220323528748
bus_2818,5,25.442031720454217
bus_2818,6,24.941834935798504
bus_2818,7,22.94840481298426
bus_2818,8,24.712613814809473
bus_2818,9,22.869539176719446
bus_2818,10,23.901390003998152
bus_2818,11,23.667401341933633
bus_2818,12,23.775038961361027
bus_2818,13,24.53106357413401
bus_2818,14,24.59866479573292
bus_2818,15,24.748073854553105
bus_2818,16,25.438537937426013
bus_2818,17,25.567671423160846
bus_2818,18,24.90575852851771
bus_2818,19,24.962672115454637
bus_2818,20,25.67004826020487
bus_2818,21,26.291696908933208
bus_2818,22,25.918472638461008
bus_2818,23,26.42167378890555
bus_2818,24,28.2101421818291
bus_4238,1,41.91093314274945
bus_4238,2,41.44329992521683
bus_4238,3,36.625513916760525
bus_4238,4,36.625513916760525
bus_4238,5,36.625513916760525
bus_4238,6,36.625513916760525
bus_4238,7,30.063738845898122
bus_4238,8,35.9713642822021
bus_4238,9,29.86437169763347
bus_4238,10,35.72719561193545
bus_4238,11,36.625513916760525
bus_4238,12,36.625513916760525
bus_4238,13,36.625513916760525
bus_4238,14,36.625513916760525
bus_4238,15,36.625513916760525
bus_4238,16,35.1123647421176
bus_4238,17,36.625513916760525
bus_4238,18,34.58064602967854
bus_4238,19,33.033602120475834
bus_4238,20,36.641437264714384
bus_4238,21,36.625513916760525
bus_4238,22,37.186755646405985
bus_4238,23,36.625513916760525
bus_4238,24,41.44329992521683
bus_5547,1,23.601060629048533
bus_5547,2,22.955695977725018
bus_5547,3,21.240529579680313
bus_5547,4,20.890389451512775
bus_5547,5,20.681435587589423
bus_5547,6,20.406365630520238
bus_5547,7,19.999020728065897
bus_5547,8,20.555716918709805
bus_5547,9,19.756875044950263
bus_5547,10,20.025247955850315
bus_5547,11,19.648853872321993
bus_5547,12,20.249470273951946
bus_5547,13,20.62290102321025
bus_5547,14,20.702821560162107
bus_5547,15,20.886110530121883
bus_5547,16,20.681435587589423
bus_5547,17,20.988037393173034
bus_5547,18,21.352142788729257
bus_5547,19,21.51839256744931
bus_5547,20,22.05239534502124
bus_5547,21,23.441484885607792
bus_5547,22,22.12575910250408
bus_5547,23,22.042980888470932
bus_5547,24,23.632487890430934
bus_5679,1,22.619972102742185
bus_5679,2,21.719258862127763
bus_5679,3,21.277025254801828
bus_5679,4,20.890389451512775
bus_5679,5,20.681435587589423
bus_5679,6,20.406365630520238
bus_5679,7,19.999020728065897
bus_5679,8,19.84642435301308
bus_5679,9,19.74060726485665
bus_5679,10,19.436749050220957
bus_5679,11,19.44408792346052
bus_5679,12,19.369419070144822
bus_5679,13,19.866275693116766
bus_5679,14,19.90988284210961
bus_5679,15,20.00836689509827
bus_5679,16,20.68155118180332
bus_5679,17,21.002218483326175
bus_5679,18,21.35214278872925
bus_5679,19,21.52015413783669
bus_5679,20,21.518392567449325
bus_5679,21,21.75728324113831
bus_5679,22,21.518392567449265
bus_5679,23,22.042980888470932
bus_5679,24,22.473808120761486
bus_5725,1,22.619972102742185
bus_5725,2,21.76695070737166
bus_5725,3,21.251562834947645
bus_5725,4,20.890389451512775
bus_5725,5,20.796341135177062
bus_5725,6,20.408829957591028
bus_5725,7,19.999020728065897
bus_5725,8,19.848330429452066
bus_5725,9,19.756875044236207
bus_5725,10,19.38087424560288
bus_5725,11,19.4447376884582
bus_5725,12,19.44770639958336
bus_5725,13,19.8004930676678
bus_5725,14,19.999020727903485
bus_5725,15,20.08351061220708
bus_5725,16,20.681435587589423
bus_5725,17,20.98803739317303
bus_5725,18,21.352142788729243
bus_5725,19,21.51839256744931
bus_5725,20,21.526698662830885
bus_5725,21,21.900195645409674
bus_5725,22,21.518392567449265
bus_5725,23,22.04360711183347
bus_5725,24,22.47719985648802
bus_6353,1,22.634219110609717
bus_6353,2,21.817809102391863
bus_6353,3,21.261503047160147
bus_6353,4,20.890389451512775
bus_6353,5,20.898357471058986
bus_6353,6,20.41570746812763
bus_6353,7,19.999020728065897
bus_6353,8,19.931415337398178
bus_6353,9,19.756875044236207
bus_6353,10,19.449021935985424
bus_6353,11,19.4323562410428
bus_6353,12,19.458919417187037
bus_6353,13,19.855585882522096
bus_6353,14,20.075610291084413
bus_6353,15,20.092354455426474
bus_6353,16,20.681435587589423
bus_6353,17,21.01111292235448
bus_6353,18,21.352142788729243
bus_6353,19,21.534194439945225
bus_6353,20,21.518392567449325
bus_6353,21,21.94552212029037
bus_6353,22,21.519761784571493
bus_6353,23,22.062331195010742
bus_6353,24,22.548380556126816
bus_6408,1,22.592653016592834
bus_6408,2,21.753127820710333
bus_6408,3,21.261503047160147
bus_6408,4,20.890389451512775
bus_6408,5,20.861817994926895
bus_6408,6,20.401778159355473
bus_6408,7,19.999020728065897
bus_6408,8,19.83523722825644
bus_6408,9,19.751137155283615
bus_6408,10,19.451610359806054
bus_6408,11,19.396662775190123
bus_6408,12,19.427002188748713
bus_6408,13,19.81872933262473
bus_6408,14,19.9832172757948
bus_6408,15,20.05686420417518
bus_6408,16,20.68524698429538
bus_6408,17,21.01111292235448
bus_6408,18,21.355755471158822
bus_6408,19,21.534194439945225
bus_6408,20,21.518392567449325
bus_6408,21,21.921477274919656
bus_6408,22,21.51961301021743
bus_6408,23,22.033148028608394
bus_6408,24,22.485782743978618
bus_6752,1,22.619972102742178
bus_6752,2,21.753127820710333
bus_6752,3,21.240529579680313
bus_6752,4,20.890389451512775
bus_6752,5,20.681435587589423
bus_6752,6,20.40636563052024
bus_6752,7,19.999020728065897
bus_6752,8,19.848330429452066
bus_6752,9,19.756875044950263
bus_6752,10,19.436749050220957
bus_6752,11,19.43674905022098
bus_6752,12,19.44770639958337
bus_6752,13,19.84815638291764
bus_6752,14,19.999020727903485
bus_6752,15,20.08351061220708
bus_6752,16,20.681435587589423
bus_6752,17,20.98803739317303
bus_6752,18,21.35214278872924
bus_6752,19,21.51839256744931
bus_6752,20,21.51839256744927
bus_6752,21,21.75728324113831
bus_6752,22,21.518392567449265
bus_6752,23,22.042980888470932
bus_6752,24,22.484995588601272
bus_6934,1,22.619972102742185
bus_6934,2,21.76695070737166
bus_6934,3,21.261503047160147
bus_6934,4,20.890389451512775
bus_6934,5,20.819250908398434
bus_6934,6,20.406365630520238
bus_6934,7,19.999020728065897
bus_6934,8,19.868151384505282
bus_6934,9,19.756875044236207
bus_6934,10,19.443804241839242
bus_6934,11,19.4323562410428
bus_6934,12,19.44770639958336
bus_6934,13,19.84884795605283
bus_6934,14,20.015244133169286
bus_6934,15,20.084643086230898
bus_6934,16,20.681435587589423
bus_6934,17,21.00191251497385
bus_6934,18,21.352142788729243
bus_6934,19,21.524578557181087
bus_6934,20,21.526698662830885
bus_6934,21,21.900195645409674
bus_6934,22,21.518392567449265
bus_6934,23,22.04360711183347
bus_6934,24,22.512778802989843
bus_7211,1,22.619972102742185
bus_7211,2,21.76695070737166
bus_7211,3,21.240529579680313
bus_7211,4,20.875826491528382
bus_7211,5,20.819250908398434
bus_7211,6,20.399653737321472
bus_7211,7,19.999020728065897
bus_7211,8,19.868151384505282
bus_7211,9,19.756875044236207
bus_7211,10,19.436749050220957
bus_7211,11,19.431408309402048
bus_7211,12,19.441904073835264
bus_7211,13,19.84884795605283
bus_7211,14,20.015244133169286
bus_7211,15,20.084643086230898
bus_7211,16,20.681435587589423
bus_7211,17,21.00191251497385
bus_7211,18,21.352142788729243
bus_7211,19,21.524578557181087
bus_7211,20,21.532597937191163
bus_7211,21,21.900195645409674
bus_7211,22,21.518392567449265
bus_7211,23,22.04360711183347
bus_7211,24,22.512778802989843
bus_7259,1,22.43980304592874
bus_7259,2,21.75281514109164
bus_7259,3,21.215251789411038
bus_7259,4,20.462997673037005
bus_7259,5,20.093433149398987
bus_7259,6,19.435462027370328
bus_7259,7,19.795180654719175
bus_7259,8,19.633039836290077
bus_7259,9,19.23235456195123
bus_7259,10,19.39739805293646
bus_7259,11,19.406832080990725
bus_7259,12,19.44770639958336
bus_7259,13,19.84815638171178
bus_7259,14,19.954536154792002
bus_7259,15,20.08351061220708
bus_7259,16,20.376124558168577
bus_7259,17,20.301842269626373
bus_7259,18,20.757008220298665
bus_7259,19,21.23796545807695
bus_7259,20,21.421343594494097
bus_7259,21,20.188912649889012
bus_7259,22,21.45382571683343
bus_7259,23,21.474419313050458
bus_7259,24,22.484995588601272
bus_7275,1,22.50947545380489
bus_7275,2,21.729070877345873
bus_7275,3,20.27242464764021
bus_7275,4,20.890389451512775
bus_7275,5,20.681435587589423
bus_7275,6,20.406365630520238
bus_7275,7,19.999020728065897
bus_7275,8,19.673327831903904
bus_7275,9,19.756875044236207
bus_7275,10,19.31371179464124
bus_7275,11,19.331709811707306
bus_7275,12,19.37349493821663
bus_7275,13,19.765556275692248
bus_7275,14,19.86349529138871
bus_7275,15,20.007147374489147
bus_7275,16,20.681435587589423
bus_7275,17,20.550837448836766
bus_7275,18,21.026068635755323
bus_7275,19,21.23796545807695
bus_7275,20,21.310898345471312
bus_7275,21,21.954185561680063
bus_7275,22,21.360732405756064
bus_7275,23,21.78125332522647
bus_7275,24,22.48499558855548
bus_7463,1,22.619972102742178
bus_7463,2,21.75281514109164
bus_7463,3,21.240529579680313
bus_7463,4,20.890389451512775
bus_7463,5,20.681435587589423
bus_7463,6,20.406365630520234
bus_7463,7,19.99902072806589
bus_7463,8,19.848330429452062
bus_7463,9,19.756875044950263
bus_7463,10,19.436749050220957
bus_7463,11,19.43674905022094
bus_7463,12,19.447706399583335
bus_7463,13,19.84815638171178
bus_7463,14,19.99902072680983
bus_7463,15,20.08351061220708
bus_7463,16,20.681435587589416
bus_7463,17,20.98803739317303
bus_7463,18,21.352142788729257
bus_7463,19,21.51839256744931
bus_7463,20,21.518392567449325
bus_7463,21,21.75728324113831
bus_7463,22,21.518392567449265
bus_7463,23,22.04298088847093
bus_7463,24,22.484995588479812
bus_7778,1,22.619972102742178
bus_7778,2,21.75281607876816
bus_7778,3,21.240529579680313
bus_7778,4,20.890389451512775
bus_7778,5,20.681435587589423
bus_7778,6,20.406365630520234
bus_7778,7,19.999020728065897
bus_7778,8,19.848330429452062
bus_7778,9,19.756875044950263
bus_7778,10,19.436749050220957
bus_7778,11,19.43674905022096
bus_7778,12,19.44770639958337
bus_7778,13,19.84815638291764
bus_7778,14,19.99902072680983
bus_7778,15,20.08351061220708
bus_7778,16,20.681435587589426
bus_7778,17,20.98803739317303
bus_7778,18,21.352142788729243
bus_7778,19,21.51839256744931
bus_7778,20,21.518392567449325
bus_7778,21,21.757569572872516
bus_7778,22,21.518392567449265
bus_7778,23,22.042980888470932
bus_7778,24,22.48499558855548
bus_9558,1,22.619972102742178
bus_9558,2,21.75281607876816
bus_9558,3,21.240529579680313
bus_9558,4,20.890389451512775
bus_9558,5,20.681435587589423
bus_9558,6,20.406365630520238
bus_9558,7,19.999020728065897
bus_9558,8,19.848330429452062
bus_9558,9,19.756875044950263
bus_9558,10,19.436749050220957
bus_9558,11,19.436749050220957
bus_9558,12,19.44770639958337
bus_9558,13,19.84815638291764
bus_9558,14,19.99902072680983
bus_9558,15,20.08351061220708
bus_9558,16,20.681435587589426
bus_9558,17,20.98803739317303
bus_9558,18,21.35214278872924
bus_9558,19,21.5183925674493
bus_9558,20,21.60851421126967
bus_9558,21,21.75968676699761
bus_9558,22,21.518392567449265
bus_9558,23,22.04298088847093
bus_9558,24,22.48499558855548
bus_9610,1,22.832833029009457
bus_9610,2,21.531232559948915
bus_9610,3,21.87013454659533
bus_9610,4,21.20266710292036
bus_9610,5,21.483727546665577
bus_9610,6,20.797228766705167
bus_9610,7,20.29369627732129
bus_9610,8,19.905552088726697
bus_9610,9,20.18794864438327
bus_9610,10,19.52304087406386
bus_9610,11,19.57929727382747
bus_9610,12,19.61479269829589
bus_9610,13,20.004367129446315
bus_9610,14,20.077872160366013
bus_9610,15,20.26729287755972
bus_9610,16,21.368818591932246
bus_9610,17,21.581611968445227
bus_9610,18,21.820407088309036
bus_9610,19,22.004109887589777
bus_9610,20,21.532597937191163
bus_9610,21,22.65571026882244
bus_9610,22,21.602044487315144
bus_9610,23,22.389175377352103
bus_9610,24,22.898108246145135
bus_9870,1,22.61997210274218
bus_9870,2,21.75281514109164
bus_9870,3,21.240529579680313
bus_9870,4,20.88364631348093
bus_9870,5,20.681435587589423
bus_9870,6,20.406365630520224
bus_9870,7,19.999020728065897
bus_9870,8,19.848330429452062
bus_9870,9,19.756875044950263
bus_9870,10,19.436749050220957
bus_9870,11,19.436749050220957
bus_9870,12,19.44770639958337
bus_9870,13,19.84815638291764
bus_9870,14,19.99902072680983
bus_9870,15,20.08351061220708
bus_9870,16,20.681435587589426
bus_9870,17,20.98803739317303
bus_9870,18,21.35214278872924
bus_9870,19,21.5183925674493
bus_9870,20,21.51839256744927
bus_9870,21,21.75968676699761
bus_9870,22,21.518392567449265
bus_9870,23,22.04298088847093
bus_9870,24,22.484995588479812
bus_10596,1,22.619972102742185
bus_10596,2,21.752815145054036
bus_10596,3,21.240529579680313
bus_10596,4,20.890389451512775
bus_10596,5,20.681435587589423
bus_10596,6,20.40636563052024
bus_10596,7,19.999020728065897
bus_10596,8,19.848330429452066
bus_10596,9,19.756875044950263
bus_10596,10,19.436749050220957
bus_10596,11,19.43674905022098
bus_10596,12,19.44770639958336
bus_10596,13,19.84798384221082
bus_10596,14,19.999020727903485
bus_10596,15,20.08351061220708
bus_10596,16,20.681435587589426
bus_10596,17,20.988037393173045
bus_10596,18,21.352142788729243
bus_10596,19,21.51839256744931
bus_10596,20,21.518392567449325
bus_10596,21,21.75968676699761
bus_10596,22,21.518392567449265
bus_10596,23,22.042980888470932
bus_10596,24,22.48499558855548
bus_10642,1,22.619972102742185
bus_10642,2,21.75281514109164
bus_10642,3,21.240529579680313
bus_10642,4,20.890389451512775
bus_10642,5,20.681435587589423
bus_10642,6,20.406365630520245
bus_10642,7,19.999020728065897
bus_10642,8,19.848330429452066
bus_10642,9,19.756875044950263
bus_10642,10,19.436749050220957
bus_10642,11,19.43674905022098
bus_10642,12,19.44770639958336
bus_10642,13,19.84815638171178
bus_10642,14,19.999020727903485
bus_10642,15,20.08351061220708
bus_10642,16,20.681435587589426
bus_10642,17,20.988037393173045
bus_10642,18,21.352142788729243
bus_10642,19,21.51839256744931
bus_10642,20,21.518392567449325
bus_10642,21,21.75728324113831
bus_10642,22,21.518392567449265
bus_10642,23,22.042980888470932
bus_10642,24,22.485782743978618
bus_10643,1,22.619972102742185
bus_10643,2,21.75281514109164
bus_10643,3,21.240529579680313
bus_10643,4,20.890389451512775
bus_10643,5,20.681435587589423
bus_10643,6,20.406365630520238
bus_10643,7,19.999020728065897
bus_10643,8,19.848330429452066
bus_10643,9,19.756875044950263
bus_10643,10,19.436749050220957
bus_10643,11,19.43674905022098
bus_10643,12,19.43776984571348
bus_10643,13,19.84815638171178
bus_10643,14,19.999020727903485
bus_10643,15,20.08351061220708
bus_10643,16,20.681435587589426
bus_10643,17,20.988037393173034
bus_10643,18,21.352142788729243
bus_10643,19,21.51839256744931
bus_10643,20,21.518392567449325
bus_10643,21,21.75728324113831
bus_10643,22,21.518392567449265
bus_10643,23,22.042980888470932
bus_10643,24,22.48499558855548
bus_10664,1,22.619972102742185
bus_10664,2,21.75281514109164
bus_10664,3,21.240529579680313
bus_10664,4,20.890389451512775
bus_10664,5,20.681435587589423
bus_10664,6,20.406365630520245
bus_10664,7,19.999020728065897
bus_10664,8,19.848330429452066
bus_10664,9,19.756875044950263
bus_10664,10,19.436749050220957
bus_10664,11,19.43674905022098
bus_10664,12,19.44770639958336
bus_10664,13,19.84815638171178
bus_10664,14,19.999020727903485
bus_10664,15,20.08351061220708
bus_10664,16,20.681435587589426
bus_10664,17,20.988037393173045
bus_10664,18,21.352142788729243
bus_10664,19,21.51839256744931
bus_10664,20,21.518392567449325
bus_10664,21,21.75728324113831
bus_10664,22,21.518392567449265
bus_10664,23,22.042980888470932
bus_10664,24,22.48499558855548
bus_11232,1,22.619972102742185
bus_11232,2,21.75281514109164
bus_11232,3,21.240529579680313
bus_11232,4,20.890389451512775
bus_11232,5,20.681435587589423
bus_11232,6,20.406365630520238
bus_11232,7,19.999020728065897
bus_11232,8,19.848330429452062
bus_11232,9,19.756875044950263
bus_11232,10,19.436749050220957
bus_11232,11,19.43674905022098
bus_11232,12,19.44770639958336
bus_11232,13,19.84815638291764
bus_11232,14,19.99902072680983
bus_11232,15,20.08351061220708
bus_11232,16,20.681435587589423
bus_11232,17,20.988037393173034
bus_11232,18,21.352142788729243
bus_11232,19,21.518392567449308
bus_11232,20,21.518392567449325
bus_11232,21,21.75728324113831
bus_11232,22,21.518392567449265
bus_11232,23,22.042980888470932
bus_11232,24,22.484995588601272
bus_11268,1,22.619972102742185
bus_11268,2,21.75278618838506
bus_11268,3,21.240529579680313
bus_11268,4,20.890389451512775
bus_11268,5,20.681435587589423
bus_11268,6,20.40636563052024
bus_11268,7,19.999020728065897
bus_11268,8,19.848330429452062
bus_11268,9,19.756875044950263
bus_11268,10,19.436749050220957
bus_11268,11,19.43674905022098
bus_11268,12,19.44770639958336
bus_11268,13,19.84815638171178
bus_11268,14,19.99902072680983
bus_11268,15,20.08351061220708
bus_11268,16,20.681435587589423
bus_11268,17,20.98803739317303
bus_11268,18,21.35214278872924
bus_11268,19,21.51839256744931
bus_11268,20,21.518392567449325
bus_11268,21,21.75728324113831
bus_11268,22,21.518392567449265
bus_11268,23,22.042980888470932
bus_11268,24,22.484995588601272
bus_11548,1,22.619972102742185
bus_11548,2,21.75281514109164
bus_11548,3,21.240529579680313
bus_11548,4,20.890389451512775
bus_11548,5,20.681435587589423
bus_11548,6,20.406365630520238
bus_11548,7,19.999020728065897
bus_11548,8,19.848330429452062
bus_11548,9,19.756875044950263
bus_11548,10,19.436749050220957
bus_11548,11,19.43674905022098
bus_11548,12,19.44770639958336
bus_11548,13,19.84815638291764
bus_11548,14,19.999020728917525
bus_11548,15,20.08351061220708
bus_11548,16,20.681435587589423
bus_11548,17,20.98803739317303
bus_11548,18,21.352142788729243
bus_11548,19,21.51839256744931
bus_11548,20,21.51839256744932
bus_11548,21,21.75728324113831
bus_11548,22,21.518392567449265
bus_11548,23,22.042980888470932
bus_11548,24,22.484995588601272
bus_11617,1,22.619972102742185
bus_11617,2,21.75281514109164
bus_11617,3,21.240529579680313
bus_11617,4,20.890389451512775
bus_11617,5,20.681435587589423
bus_11617,6,20.406365630520238
bus_11617,7,19.999020728065897
bus_11617,8,19.848330429452062
bus_11617,9,19.756875044950263
bus_11617,10,19.436749050220957
bus_11617,11,19.43674905022098
bus_11617,12,19.44770639958336
bus_11617,13,19.84815638171178
bus_11617,14,19.99902072680983
bus_11617,15,20.08351061220708
bus_11617,16,20.681435587589423
bus_11617,17,20.98803739317303
bus_11617,18,21.35214278872924
bus_11617,19,21.51839256744931
bus_11617,20,21.518392567449325
bus_11617,21,21.75728324113831
bus_11617,22,21.518392567449265
bus_11617,23,22.042980888470932
bus_11617,24,22.484995588601272
bus_11776,1,22.619972102742185
bus_11776,2,21.75281514109164
bus_11776,3,21.240529579680313
bus_11776,4,20.890389451512775
bus_11776,5,20.681435587589416
bus_11776,6,20.406365630520238
bus_11776,7,19.999020728065897
bus_11776,8,19.848330429452062
bus_11776,9,19.75687504495026
bus_11776,10,19.436749050220957
bus_11776,11,19.43674905022098
bus_11776,12,19.44770639958336
bus_11776,13,19.84815638291764
bus_11776,14,19.99902072680983
bus_11776,15,20.08351061220708
bus_11776,16,20.681435587589423
bus_11776,17,20.98803739317303
bus_11776,18,21.352142788729243
bus_11776,19,21.5183925674493
bus_11776,20,21.51839256744932
bus_11776,21,21.75728324113831
bus_11776,22,21.518392567449265
bus_11776,23,22.042980888470932
bus_11776,24,22.484995588601272
bus_11913,1,22.619972102742185
bus_11913,2,21.75281514109164
bus_11913,3,21.240529579680313
bus_11913,4,20.890389451512775
bus_11913,5,20.681435587589423
bus_11913,6,20.406365630520238
bus_11913,7,19.999020728065897
bus_11913,8,19.848330429452066
bus_11913,9,19.756875044950263
bus_11913,10,19.436749050220957
bus_11913,11,19.43674905022098
bus_11913,12,19.44770639958336
bus_11913,13,19.84815638171178
bus_11913,14,19.999020727903485
bus_11913,15,20.08351061220708
bus_11913,16,20.681435587589426
bus_11913,17,20.988037393173034
bus_11913,18,21.352142788729243
bus_11913,19,21.51839256744931
bus_11913,20,21.518392567449325
bus_11913,21,21.75728324113831
bus_11913,22,21.518392567449265
bus_11913,23,22.042980888470932
bus_11913,24,22.48499558855548
bus_11947,1,22.619972102742185
bus_11947,2,21.75281514109164
bus_11947,3,21.240529579680313
bus_11947,4,20.890389451512775
bus_11947,5,20.681435587589423
bus_11947,6,20.406365630520245
bus_11947,7,19.999020728065897
bus_11947,8,19.848330429452066
bus_11947,9,19.756875044950263
bus_11947,10,19.436749050220957
bus_11947,11,19.43674905022098
bus_11947,12,19.44770639958336
bus_11947,13,19.84815638171178
bus_11947,14,19.999020727903485
bus_11947,15,20.08351061220708
bus_11947,16,20.681435587589426
bus_11947,17,20.98803739317303
