ND,SD,NE,KS,OK,MN,IA,MO,AR,LA,MS,WI,IL,MI,IN,OH,KY,TN,AL,FL,GA,SC,NC,WV,MD,DE,PA,NJ,NY,NH,CT,RI,MA,VT,ME
1.761375,1.983,1.35975,1.687769230769231,1.830111111111111,2.1412380952380947,1.6782608695652175,1.7180512820512823,2.051954545454545,2.4587000000000003,3.3986666666666667,2.316388888888889,1.9680769230769233,2.0726111111111107,2.26656862745098,2.0805714285714285,1.992490740740742,2.6496666666666666,2.475571428571429,2.939368421052631,2.833833333333333,3.5864761904761906,3.4750000000000005,2.4535,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.761375,1.983,1.35975,1.687769230769231,1.830111111111111,2.1412380952380947,1.6782608695652175,1.7180512820512823,2.051954545454545,2.4587000000000003,3.3986666666666667,2.316388888888889,1.9680769230769233,2.0726111111111107,2.26656862745098,2.0805714285714285,1.992490740740742,2.6496666666666666,2.475571428571429,2.939368421052631,2.833833333333333,3.5864761904761906,3.4750000000000005,2.4535,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.761375,1.983,1.35975,1.687769230769231,1.830111111111111,2.1412380952380947,1.6782608695652175,1.7180512820512823,2.051954545454545,2.4587000000000003,3.3986666666666667,2.316388888888889,1.9680769230769233,2.0726111111111107,2.26656862745098,2.0805714285714285,1.992490740740742,2.6496666666666666,2.475571428571429,2.939368421052631,2.833833333333333,3.5864761904761906,3.4750000000000005,2.4535,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.761375,1.983,1.35975,1.687769230769231,1.830111111111111,2.1412380952380947,1.6782608695652175,1.7180512820512823,2.051954545454545,2.4587000000000003,3.3986666666666667,2.316388888888889,1.9680769230769233,2.0726111111111107,2.26656862745098,2.0805714285714285,1.992490740740742,2.6496666666666666,2.475571428571429,2.939368421052631,2.833833333333333,3.5864761904761906,3.4750000000000005,2.4535,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.761375,1.983,1.35975,1.687769230769231,1.830111111111111,2.1412380952380947,1.6782608695652175,1.7180512820512823,2.051954545454545,2.4587000000000003,3.3986666666666667,2.316388888888889,1.9680769230769233,2.0726111111111107,2.26656862745098,2.0805714285714285,1.992490740740742,2.6496666666666666,2.475571428571429,2.939368421052631,2.833833333333333,3.5864761904761906,3.4750000000000005,2.4535,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.761375,1.983,1.35975,1.687769230769231,1.830111111111111,2.1412380952380947,1.6782608695652175,1.7180512820512823,2.051954545454545,2.4587000000000003,3.3986666666666667,2.316388888888889,1.9680769230769233,2.0726111111111107,2.26656862745098,2.0805714285714285,1.992490740740742,2.6496666666666666,2.475571428571429,2.939368421052631,2.833833333333333,3.5864761904761906,3.4750000000000005,2.4535,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.761375,1.983,1.35975,1.687769230769231,1.830111111111111,2.1412380952380947,1.6782608695652175,1.7180512820512823,2.051954545454545,2.4587000000000003,3.3986666666666667,2.316388888888889,1.9680769230769233,2.0726111111111107,2.26656862745098,2.0805714285714285,1.992490740740742,2.6496666666666666,2.475571428571429,2.939368421052631,2.833833333333333,3.5864761904761906,3.4750000000000005,2.4535,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.761375,1.983,1.35975,1.687769230769231,1.830111111111111,2.1412380952380947,1.6782608695652175,1.7180512820512823,2.051954545454545,2.4587000000000003,3.3986666666666667,2.316388888888889,1.9680769230769233,2.0726111111111107,2.26656862745098,2.0805714285714285,1.992490740740742,2.6496666666666666,2.475571428571429,2.939368421052631,2.833833333333333,3.5864761904761906,3.4750000000000005,2.4535,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.761375,1.983,1.35975,1.687769230769231,1.830111111111111,2.1412380952380947,1.6782608695652175,1.7180512820512823,2.051954545454545,2.4587000000000003,3.3986666666666667,2.316388888888889,1.9680769230769233,2.0726111111111107,2.26656862745098,2.0805714285714285,1.992490740740742,2.6496666666666666,2.475571428571429,2.939368421052631,2.833833333333333,3.5864761904761906,3.4750000000000005,2.4535,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.761375,1.983,1.35975,1.687769230769231,1.830111111111111,2.1412380952380947,1.6782608695652175,1.7180512820512823,2.051954545454545,2.4587000000000003,3.3986666666666667,2.316388888888889,1.9680769230769233,2.0726111111111107,2.26656862745098,2.0805714285714285,1.992490740740742,2.6496666666666666,2.475571428571429,2.939368421052631,2.833833333333333,3.5864761904761906,3.4750000000000005,2.4535,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.761375,1.983,1.35975,1.687769230769231,1.830111111111111,2.1412380952380947,1.6782608695652175,1.7180512820512823,2.051954545454545,2.4587000000000003,3.3986666666666667,2.316388888888889,1.9680769230769233,2.0726111111111107,2.26656862745098,2.0805714285714285,1.992490740740742,2.6496666666666666,2.475571428571429,2.939368421052631,2.833833333333333,3.5864761904761906,3.4750000000000005,2.4535,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.761375,1.983,1.35975,1.687769230769231,1.830111111111111,2.1412380952380947,1.6782608695652175,1.7180512820512823,2.051954545454545,2.4587000000000003,3.3986666666666667,2.316388888888889,1.9680769230769233,2.0726111111111107,2.26656862745098,2.0805714285714285,1.992490740740742,2.6496666666666666,2.475571428571429,2.939368421052631,2.833833333333333,3.5864761904761906,3.4750000000000005,2.4535,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.761375,1.983,1.35975,1.687769230769231,1.830111111111111,2.1412380952380947,1.6782608695652175,1.7180512820512823,2.051954545454545,2.4587000000000003,3.3986666666666667,2.316388888888889,1.9680769230769233,2.0726111111111107,2.26656862745098,2.0805714285714285,1.992490740740742,2.6496666666666666,2.475571428571429,2.939368421052631,2.833833333333333,3.5864761904761906,3.4750000000000005,2.4535,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.761375,1.983,1.35975,1.687769230769231,1.830111111111111,2.1412380952380947,1.6782608695652175,1.7180512820512823,2.051954545454545,2.4587000000000003,3.3986666666666667,2.316388888888889,1.9680769230769233,2.0726111111111107,2.26656862745098,2.0805714285714285,1.992490740740742,2.6496666666666666,2.475571428571429,2.939368421052631,2.833833333333333,3.5864761904761906,3.4750000000000005,2.4535,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.761375,1.983,1.35975,1.687769230769231,1.830111111111111,2.1412380952380947,1.6782608695652175,1.7180512820512823,2.051954545454545,2.4587000000000003,3.3986666666666667,2.316388888888889,1.9680769230769233,2.0726111111111107,2.26656862745098,2.0805714285714285,1.992490740740742,2.6496666666666666,2.475571428571429,2.939368421052631,2.833833333333333,3.5864761904761906,3.4750000000000005,2.4535,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.761375,1.983,1.35975,1.687769230769231,1.830111111111111,2.1412380952380947,1.6782608695652175,1.7180512820512823,2.051954545454545,2.4587000000000003,3.3986666666666667,2.316388888888889,1.9680769230769233,2.0726111111111107,2.26656862745098,2.0805714285714285,1.992490740740742,2.6496666666666666,2.475571428571429,2.939368421052631,2.833833333333333,3.5864761904761906,3.4750000000000005,2.4535,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.761375,1.983,1.35975,1.687769230769231,1.830111111111111,2.1412380952380947,1.6782608695652175,1.7180512820512823,2.051954545454545,2.4587000000000003,3.3986666666666667,2.316388888888889,1.9680769230769233,2.0726111111111107,2.26656862745098,2.0805714285714285,1.992490740740742,2.6496666666666666,2.475571428571429,2.939368421052631,2.833833333333333,3.5864761904761906,3.4750000000000005,2.4535,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.761375,1.983,1.35975,1.687769230769231,1.830111111111111,2.1412380952380947,1.6782608695652175,1.7180512820512823,2.051954545454545,2.4587000000000003,3.3986666666666667,2.316388888888889,1.9680769230769233,2.0726111111111107,2.26656862745098,2.0805714285714285,1.992490740740742,2.6496666666666666,2.475571428571429,2.939368421052631,2.833833333333333,3.5864761904761906,3.4750000000000005,2.4535,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.761375,1.983,1.35975,1.687769230769231,1.830111111111111,2.1412380952380947,1.6782608695652175,1.7180512820512823,2.051954545454545,2.4587000000000003,3.3986666666666667,2.316388888888889,1.9680769230769233,2.0726111111111107,2.26656862745098,2.0805714285714285,1.992490740740742,2.6496666666666666,2.475571428571429,2.939368421052631,2.833833333333333,3.5864761904761906,3.4750000000000005,2.4535,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.761375,1.983,1.35975,1.687769230769231,1.830111111111111,2.1412380952380947,1.6782608695652175,1.7180512820512823,2.051954545454545,2.4587000000000003,3.3986666666666667,2.316388888888889,1.9680769230769233,2.0726111111111107,2.26656862745098,2.0805714285714285,1.992490740740742,2.6496666666666666,2.475571428571429,2.939368421052631,2.833833333333333,3.5864761904761906,3.4750000000000005,2.4535,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.761375,1.983,1.35975,1.687769230769231,1.830111111111111,2.1412380952380947,1.6782608695652175,1.7180512820512823,2.051954545454545,2.4587000000000003,3.3986666666666667,2.316388888888889,1.9680769230769233,2.0726111111111107,2.26656862745098,2.0805714285714285,1.992490740740742,2.6496666666666666,2.475571428571429,2.939368421052631,2.833833333333333,3.5864761904761906,3.4750000000000005,2.4535,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.761375,1.983,1.35975,1.687769230769231,1.830111111111111,2.1412380952380947,1.6782608695652175,1.7180512820512823,2.051954545454545,2.4587000000000003,3.3986666666666667,2.316388888888889,1.9680769230769233,2.0726111111111107,2.26656862745098,2.0805714285714285,1.992490740740742,2.6496666666666666,2.475571428571429,2.939368421052631,2.833833333333333,3.5864761904761906,3.4750000000000005,2.4535,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.761375,1.983,1.35975,1.687769230769231,1.830111111111111,2.1412380952380947,1.6782608695652175,1.7180512820512823,2.051954545454545,2.4587000000000003,3.3986666666666667,2.316388888888889,1.9680769230769233,2.0726111111111107,2.26656862745098,2.0805714285714285,1.992490740740742,2.6496666666666666,2.475571428571429,2.939368421052631,2.833833333333333,3.5864761904761906,3.4750000000000005,2.4535,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
