bus_4238,bus_5547,bus_2818,bus_7259,bus_9558,bus_15995,bus_11548,bus_13841,bus_14033,bus_13740,bus_13847,bus_17454,bus_19493,bus_19583,bus_21623,bus_23417,bus_21253,bus_20010,bus_25615,bus_23651,bus_23512,bus_23644,bus_29998,bus_25710,bus_27741,bus_27859,bus_29767,bus_30902,bus_32507,bus_32345,bus_42751,bus_40682,bus_38341,bus_51894,bus_48729,bus_40981,bus_46732,bus_44168,bus_45182,bus_44299,bus_46330,bus_44457,bus_44532,bus_67747,bus_59779,bus_58210,bus_60976,bus_61173,bus_54000
1242.0,2162.9,670.0,2311.0,614.0,1846.8,550.0,2277.0,980.8,2596.0,2621.8,1828.7,1959.4,1695.0,2003.2,768.6,2440.6,950.9,1721.8,1029.6,2666.7,2410.2,1776.4,2320.0,1637.2,2160.0,3494.01,1440.0,2441.0,1269.9,925.2,1217.0,1311.6,685.0,1286.0,2285.3,1138.3,679.5,1235.8,2340.0,2449.8,2018.6,2449.8,801.0,1845.0,1267.7,1035.9,1199.8,502.0
