ISO NEW ENGLAND INC.,"MIDCONTINENT INDEPENDENT TRANSMISSION SYSTEM OPERATOR, INC..","PJM INTERCONNECTION, LLC","SOUTHERN COMPANY SERVICES, INC. - TRANS",FLORIDA POWER & LIGHT COMPANY,SOUTH CAROLINA PUBLIC SERVICE AUTHORITY,SOUTHWESTERN POWER ADMINISTRATION,WESTERN AREA POWER ADMINISTRATION UGP WEST,LOUISVILLE GAS AND ELECTRIC COMPANY AND KENTUCKY UTILITIES,SEMINOLE ELECTRIC COOPERATIVE,"ELECTRIC RELIABILITY COUNCIL OF TEXAS, INC.","ALCOA POWER GENERATING, INC. - YADKIN DIVISION",TENNESSEE VALLEY AUTHORITY,"NEW SMYRNA BEACH, UTILITIES COMMISSION OF",PUBLIC SERVICE COMPANY OF NEW MEXICO,NORTHWESTERN ENERGY (NWMT),SOUTHWEST POWER POOL,TAMPA ELECTRIC COMPANY,WESTERN AREA POWER ADMINISTRATION - ROCKY MOUNTAIN REGION,NEW BRUNSWICK SYSTEM OPERATOR,GRIDFORCE SOUTH,DUKE ENERGY PROGRESS EAST,DUKE ENERGY PROGRESS WEST,CITY OF HOMESTEAD,"ASSOCIATED ELECTRIC COOPERATIVE, INC.",POWERSOUTH ENERGY COOPERATIVE,NEW YORK INDEPENDENT SYSTEM OPERATOR,"ELECTRIC ENERGY, INC.",CITY OF TALLAHASSEE,OHIO VALLEY ELECTRIC CORPORATION,JEA,DUKE ENERGY FLORIDA INC,SOUTHEASTERN POWER ADMINISTRATION,DUKE ENERGY CAROLINAS
11.894573324483872,5.439388285910018,15.525727513278913,3.830327096774194,5.56580447764516,3.878350456516128,4.834349948519524,8.246192412559141,6.459162371419356,3.847339704096774,3.851159524903225,3.693412409,3.567117615,3.674891189,3.048751175419355,1.7091789317096773,3.8216795896955222,4.348758987,8.936865032483873,5.316263734,3.742757394,7.470150724446522,3.621241019,3.75944838,3.482623077903227,3.766287058842294,5.4428973607957,3.61176707,4.589755393709679,4.048177409239832,5.123030559580643,5.659460509645164,3.432274713,5.037764775471988
11.894573324483872,5.439388285910018,15.525727513278913,3.830327096774194,5.56580447764516,3.878350456516128,4.834349948519524,8.246192412559141,6.459162371419356,3.847339704096774,3.851159524903225,3.693412409,3.567117615,3.674891189,3.048751175419355,1.7091789317096773,3.8216795896955222,4.348758987,8.936865032483873,5.316263734,3.742757394,7.470150724446522,3.621241019,3.75944838,3.482623077903227,3.766287058842294,5.4428973607957,3.61176707,4.589755393709679,4.048177409239832,5.123030559580643,5.659460509645164,3.432274713,5.037764775471988
10.362740755483872,4.896609209910018,14.730138979278914,3.3003270967741942,4.82892672364516,3.126360245516128,4.135576260519523,7.46927524055914,5.711722333419355,3.141348717096774,3.118092275903225,2.907651236,2.874200548,2.948154947,2.297141194419355,0.9272069397096774,3.1154063486955215,3.625842867,8.186733917483872,4.082515866,3.001633199,6.669742289446521,2.872854746,3.002519777,2.808100426903226,3.1668820508422937,4.3849788747957,2.902383927,3.9396199347096794,3.253984077239832,4.462649651580643,4.9518579036451635,2.814637726,4.274109274471989
10.593960766483875,4.978538126910019,14.850227814278915,3.380327096774194,4.9401535536451595,3.239868202516128,4.241051533519523,7.586545756559141,5.824543471419356,3.2479133940967744,3.228743935903225,3.026256696,2.978791804,3.057850984,2.410591757419355,1.0452404477096773,3.2220136296955215,3.734962281,8.299961255483872,4.26874196,3.113501002,6.790558656446522,2.985818711,3.116773151,2.909915166903226,3.257358277842294,4.5446646837957,3.009460628,4.03775358870968,3.373862316239832,4.562329788580643,5.058665844645162,2.90786595,4.389378029471988
10.536155763483873,4.958055897910018,14.820205606278913,3.360327096774194,4.91234684664516,3.211491213516128,4.2146827155195234,7.55722812755914,5.796338186419356,3.221272225096774,3.2010810209032248,2.996605331,2.95264399,3.030426974,2.382229117419355,1.0157320707096773,3.195361809695522,3.707682428,8.271654420483872,4.222185436,3.085534051,6.760354565446521,2.95757772,3.088209808,2.884461481903226,3.234739220842294,4.5047432317957,2.982691453,4.013220174709679,3.343892756239832,4.5374097535806435,5.031963858645164,2.884558894,4.360560840471989
10.651765768483871,4.999020355910019,14.880250023278913,3.400327096774194,4.96796026164516,3.268245191516128,4.267420352519523,7.615863385559141,5.8527487554193565,3.2745545630967743,3.256406850903225,3.055908061,3.004939617,3.085274993,2.438954398419355,1.0747488247096773,3.248665450695522,3.762242135,8.328268089483872,4.315298483,3.141467953,6.820762748446522,3.014059703,3.145336495,2.935368850903226,3.279977334842294,4.5845861357957,3.036229803,4.06228700170968,3.403831876239832,4.5872498225806435,5.085367829645164,2.931173006,4.418195218471989
10.420545758483872,4.917091438910019,14.760161188278913,3.3203270967741942,4.85673343064516,3.154737235516128,4.1619450785195236,7.498592869559141,5.739927617419355,3.167989886096774,3.1457551909032246,2.937302601,2.900348362,2.975578956,2.325503835419355,0.9567153167096774,3.142058168695522,3.65312272,8.215040751483873,4.12907239,3.02960015,6.699946381446521,2.901095737,3.031083121,2.833554111903226,3.1895011078422937,4.424900326795701,2.929153103,3.9641533477096798,3.283953637239832,4.4875696855806435,4.978559888645163,2.837944782,4.302926463471988
10.854083277483872,5.070708158910019,14.985327754278915,3.470327096774194,5.06528373864516,3.367564653516128,4.359711216519523,7.71847508755914,5.951467251419356,3.3677986560967743,3.353227053903225,3.159687838,3.096456966,3.181259025,2.538223641419355,1.1780281447096774,3.3419468216955215,3.857721622,8.427342010483873,4.478246314,3.23935228,6.926477070446522,3.112903173,3.245308197,3.0244567489032264,3.359144033842294,4.7243112187957,3.129921917,4.1481539497096795,3.508725335239832,4.674469942580643,5.178824777645164,3.012747703,4.519055378471989
10.940790781483871,5.101431502910019,15.030361067278914,3.500327096774194,5.10699380064516,3.410130136516128,4.399264444519524,7.76245153155914,5.993775178419356,3.407760410096774,3.394721426903225,3.204164886,3.135678686,3.222395038,2.580767602419355,1.2222907097096771,3.3819245526955215,3.898641403,8.469802262483872,4.548081099,3.281302706,6.971783208446522,3.15526466,3.288153212,3.062637275903226,3.393072619842294,4.7841933977957005,3.170075679,4.18495406970968,3.553679674239832,4.711849993580643,5.218877754645164,3.047708287,4.562281161471988
11.027498285483873,5.132154846910018,15.075394381278914,3.530327096774194,5.14870386164516,3.452695620516128,4.438817671519523,7.80642797555914,6.0360831044193555,3.447722164096774,3.4362157989032247,3.248641934,3.174900407,3.263531052,2.623311563419355,1.2665532757096771,3.4219022836955215,3.939561183,8.512262514483872,4.617915884,3.323253133,7.0170893454465215,3.197626147,3.330998228,3.1008178039032264,3.427001204842294,4.8440755757957,3.210229442,4.22175419070968,3.598634014239832,4.749230045580643,5.2589307326451635,3.082668871,4.605506944471988
